Well,Content,Raw Data (No filter),
L08,Sample X272,25990,
L09,Sample X273,41310,
L10,Sample X274,45220,
L11,Sample X275,16726,
L12,Sample X276,29324,
L13,Sample X277,48967,
L14,Sample X278,90850,
L15,Sample X279,74070,
L16,Sample X280,53504,
L17,Sample X281,94296,
L18,Sample X282,88817,
L19,Sample X283,142497,
L20,Sample X284,42125,
L21,Sample X285,52479,
L22,Sample X286,74362,
L23,Sample X287,23169,
L24,Sample X288,37485,
M01,Sample X289,36741,
M02,Sample X290,42882,
M03,Sample X291,35113,
M04,Sample X292,23013,
M05,Sample X293,43924,
M06,Sample X294,43208,
M07,Sample X295,169012,
M08,Sample X296,27177,
M09,Sample X297,29753,
M10,Sample X298,46553,
M11,Sample X299,3872,
M12,Sample X300,28080,
M13,Sample X301,43908,
M14,Sample X302,58078,
M15,Sample X303,45662,
M16,Sample X304,40176,
M17,Sample X305,59496,
M18,Sample X306,57056,
M19,Sample X307,150811,
M20,Sample X308,39362,
M21,Sample X309,40745,
M22,Sample X310,79126,
M23,Sample X311,6193,
M24,Sample X312,34673,
N01,Sample X313,12394,
N02,Sample X314,9481,
N03,Sample X315,9330,
N04,Sample X316,7116,
N05,Sample X317,9755,
N06,Sample X318,8787,
N07,Sample X319,165048,
N08,Sample X320,12665,
N09,Sample X321,16872,
N10,Sample X322,45634,
N11,Sample X323,1697,
N12,Sample X324,17471,
N13,Sample X325,24508,
N14,Sample X326,12879,
N15,Sample X327,13740,
N16,Sample X328,11963,
N17,Sample X329,15387,
N18,Sample X330,16255,
N19,Sample X331,146953,
N20,Sample X332,17989,
N21,Sample X333,29052,
N22,Sample X334,71972,
N23,Sample X335,2751,
N24,Sample X336,27928,
O01,Sample X337,1321,
O02,Sample X338,1086,
O03,Sample X339,1169,
O04,Sample X340,1138,
O05,Sample X341,1134,
O06,Sample X342,1440,
O07,Sample X343,174924,
O08,Sample X344,2107,
O09,Sample X345,10454,
O10,Sample X346,52375,
O11,Sample X347,1283,
O12,Sample X348,10018,
O13,Sample X349,2901,
O14,Sample X350,1212,
O15,Sample X351,1134,
O16,Sample X352,1152,
O17,Sample X353,1402,
O18,Sample X354,1409,
O19,Sample X355,159004,
O20,Sample X356,2569,
O21,Sample X357,21788,
O22,Sample X358,73445,
O23,Sample X359,3518,
O24,Sample X360,16082,
P01,Sample X361,300219,
P02,Sample X362,265845,
P03,Sample X363,221227,
P04,Sample X364,254187,
P05,Sample X365,233089,
P06,Sample X366,233539,
P07,Sample X367,179458,
P08,Sample X368,185096,
P09,Sample X369,161218,
P10,Sample X370,174818,
P11,Sample X371,175479,
P12,Sample X372,182619,
P13,Sample X373,252436,
P14,Sample X374,248168,
P15,Sample X375,198608,
P16,Sample X376,222935,
P17,Sample X377,223847,
P18,Sample X378,221479,
P19,Sample X379,174768,
P20,Sample X380,179070,
P21,Sample X381,151590,
P22,Sample X382,176706,
P23,Sample X383,182851,
P24,Sample X384,198434,
