Well,Content,Raw Data (No filter),
A01,Sample X1,152034,
A02,Sample X2,137352,
A03,Sample X3,78226,
A04,Sample X4,95365,
A05,Sample X5,103258,
A06,Sample X6,100040,
A07,Sample X7,139642,
A08,Sample X8,128326,
A09,Sample X9,139696,
A10,Sample X10,146235,
A11,Sample X11,137484,
A12,Sample X12,129767,
A13,Sample X13,144249,
A14,Sample X14,131666,
A15,Sample X15,97645,
A16,Sample X16,134917,
A17,Sample X17,125292,
A18,Sample X18,125518,
A19,Sample X19,160502,
A20,Sample X20,148925,
A21,Sample X21,166027,
A22,Sample X22,159868,
A23,Sample X23,168266,
A24,Sample X24,193353,
B01,Sample X25,133703,
B02,Sample X26,116877,
B03,Sample X27,70177,
B04,Sample X28,86912,
B05,Sample X29,87742,
B06,Sample X30,83667,
B07,Sample X31,134784,
B08,Sample X32,111854,
B09,Sample X33,126134,
B10,Sample X34,125144,
B11,Sample X35,126825,
B12,Sample X36,123687,
B13,Sample X37,98588,
B14,Sample X38,98385,
B15,Sample X39,65244,
B16,Sample X40,79802,
B17,Sample X41,75844,
B18,Sample X42,96408,
B19,Sample X43,120009,
B20,Sample X44,124364,
B21,Sample X45,128673,
B22,Sample X46,120902,
B23,Sample X47,127100,
B24,Sample X48,165497,
C01,Sample X49,130487,
C02,Sample X50,100884,
C03,Sample X51,61932,
C04,Sample X52,79762,
C05,Sample X53,67738,
C06,Sample X54,83881,
C07,Sample X55,122014,
C08,Sample X56,110269,
C09,Sample X57,119391,
C10,Sample X58,120620,
C11,Sample X59,116718,
C12,Sample X60,114487,
C13,Sample X61,89771,
C14,Sample X62,89142,
C15,Sample X63,56329,
C16,Sample X64,68509,
C17,Sample X65,72532,
C18,Sample X66,88655,
C19,Sample X67,119683,
C20,Sample X68,118764,
C21,Sample X69,118958,
C22,Sample X70,122079,
C23,Sample X71,120385,
C24,Sample X72,159680,
D01,Sample X73,126968,
D02,Sample X74,98726,
D03,Sample X75,62343,
D04,Sample X76,67535,
D05,Sample X77,77392,
D06,Sample X78,79513,
D07,Sample X79,118255,
D08,Sample X80,99607,
D09,Sample X81,120140,
D10,Sample X82,112704,
D11,Sample X83,109755,
D12,Sample X84,109014,
D13,Sample X85,92519,
D14,Sample X86,82400,
D15,Sample X87,59350,
D16,Sample X88,67636,
D17,Sample X89,69319,
D18,Sample X90,77305,
D19,Sample X91,118903,
D20,Sample X92,117410,
D21,Sample X93,121095,
D22,Sample X94,116776,
D23,Sample X95,117182,
D24,Sample X96,154450,
E01,Sample X97,117120,
E02,Sample X98,101397,
E03,Sample X99,62641,
E04,Sample X100,62919,
E05,Sample X101,79270,
E06,Sample X102,67149,
E07,Sample X103,117050,
E08,Sample X104,88171,
E09,Sample X105,120096,
E10,Sample X106,115759,
E11,Sample X107,97363,
E12,Sample X108,105040,
E13,Sample X109,87532,
E14,Sample X110,84146,
E15,Sample X111,57064,
E16,Sample X112,69226,
E17,Sample X113,76393,
E18,Sample X114,67936,
E19,Sample X115,113331,
E20,Sample X116,103337,
E21,Sample X117,121679,
E22,Sample X118,113955,
E23,Sample X119,113171,
E24,Sample X120,149231,
F01,Sample X121,109044,
F02,Sample X122,96615,
F03,Sample X123,58141,
F04,Sample X124,62796,
F05,Sample X125,67391,
F06,Sample X126,73866,
F07,Sample X127,112314,
F08,Sample X128,68901,
F09,Sample X129,101394,
F10,Sample X130,104335,
F11,Sample X131,77449,
F12,Sample X132,86327,
F13,Sample X133,84674,
F14,Sample X134,83866,
F15,Sample X135,56829,
F16,Sample X136,65922,
F17,Sample X137,82533,
F18,Sample X138,77021,
F19,Sample X139,122340,
F20,Sample X140,89000,
F21,Sample X141,118945,
F22,Sample X142,108143,
F23,Sample X143,100832,
F24,Sample X144,151419,
G01,Sample X145,89036,
G02,Sample X146,99997,
G03,Sample X147,49043,
G04,Sample X148,57571,
G05,Sample X149,80496,
G06,Sample X150,84021,
G07,Sample X151,109904,
G08,Sample X152,53454,
