Well,Content,Raw Data (No filter),
A01,Sample X1,2127,
A02,Sample X2,2104,
A03,Sample X3,2170,
A04,Sample X4,1998,
A05,Sample X5,2193,
A06,Sample X6,2197,
A07,Sample X7,133477,
A08,Sample X8,131104,
A09,Sample X9,130953,
A10,Sample X10,132743,
A11,Sample X11,137027,
A12,Sample X12,136415,
A13,Sample X13,2120,
A14,Sample X14,2092,
A15,Sample X15,2089,
A16,Sample X16,2079,
A17,Sample X17,2067,
A18,Sample X18,2173,
A19,Sample X19,110425,
A20,Sample X20,110157,
A21,Sample X21,107954,
A22,Sample X22,110498,
A23,Sample X23,112413,
A24,Sample X24,117373,
B01,Sample X25,2226,
B02,Sample X26,1987,
B03,Sample X27,2126,
B04,Sample X28,2088,
B05,Sample X29,2162,
B06,Sample X30,2212,
B07,Sample X31,129640,
B08,Sample X32,121763,
B09,Sample X33,124806,
B10,Sample X34,127099,
B11,Sample X35,122477,
B12,Sample X36,123169,
B13,Sample X37,2131,
B14,Sample X38,2073,
B15,Sample X39,2014,
B16,Sample X40,1920,
B17,Sample X41,1956,
B18,Sample X42,2168,
B19,Sample X43,112336,
B20,Sample X44,105302,
B21,Sample X45,110405,
B22,Sample X46,110618,
B23,Sample X47,114465,
B24,Sample X48,111910,
C01,Sample X49,2506,
C02,Sample X50,2197,
C03,Sample X51,2065,
C04,Sample X52,2113,
C05,Sample X53,2230,
C06,Sample X54,2284,
C07,Sample X55,123065,
C08,Sample X56,120249,
C09,Sample X57,121215,
C10,Sample X58,119614,
C11,Sample X59,116919,
C12,Sample X60,114125,
C13,Sample X61,2182,
C14,Sample X62,2091,
C15,Sample X63,1965,
C16,Sample X64,2356,
C17,Sample X65,2006,
C18,Sample X66,2094,
C19,Sample X67,109193,
C20,Sample X68,100034,
C21,Sample X69,102042,
C22,Sample X70,106222,
C23,Sample X71,106401,
C24,Sample X72,115344,
D01,Sample X73,2259,
D02,Sample X74,2186,
D03,Sample X75,2150,
D04,Sample X76,5626,
D05,Sample X77,5824,
D06,Sample X78,5795,
D07,Sample X79,117154,
D08,Sample X80,107299,
D09,Sample X81,114386,
D10,Sample X82,111045,
D11,Sample X83,104442,
D12,Sample X84,105067,
D13,Sample X85,2124,
D14,Sample X86,1945,
D15,Sample X87,1896,
D16,Sample X88,4993,
D17,Sample X89,4727,
D18,Sample X90,5071,
D19,Sample X91,99247,
D20,Sample X92,80057,
D21,Sample X93,98751,
D22,Sample X94,101454,
D23,Sample X95,94622,
D24,Sample X96,113319,
E01,Sample X97,2540,
E02,Sample X98,2157,
E03,Sample X99,2174,
E04,Sample X100,14570,
E05,Sample X101,13700,
E06,Sample X102,14016,
E07,Sample X103,115200,
E08,Sample X104,90966,
E09,Sample X105,111630,
E10,Sample X106,110392,
E11,Sample X107,91423,
E12,Sample X108,106328,
E13,Sample X109,2234,
E14,Sample X110,2221,
E15,Sample X111,1945,
E16,Sample X112,12347,
E17,Sample X113,11886,
E18,Sample X114,12275,
E19,Sample X115,100701,
E20,Sample X116,82993,
E21,Sample X117,99040,
E22,Sample X118,102331,
E23,Sample X119,93072,
E24,Sample X120,102171,
F01,Sample X121,2284,
F02,Sample X122,2115,
F03,Sample X123,2156,
F04,Sample X124,38903,
F05,Sample X125,38963,
F06,Sample X126,36365,
F07,Sample X127,113258,
F08,Sample X128,73985,
F09,Sample X129,105668,
F10,Sample X130,106045,
F11,Sample X131,75110,
F12,Sample X132,87587,
F13,Sample X133,2103,
F14,Sample X134,2088,
F15,Sample X135,1953,
F16,Sample X136,28262,
F17,Sample X137,30447,
F18,Sample X138,29316,
F19,Sample X139,89171,
F20,Sample X140,60653,
F21,Sample X141,89874,
F22,Sample X142,86787,
F23,Sample X143,74088,
F24,Sample X144,90717,
G01,Sample X145,2297,
G02,Sample X146,2300,
G03,Sample X147,2210,
G04,Sample X148,75818,
G05,Sample X149,74339,
G06,Sample X150,71261,
G07,Sample X151,113529,
G08,Sample X152,62615,
G09,Sample X153,101632,
G10,Sample X154,87006,
G11,Sample X155,55389,
G12,Sample X156,83245,
G13,Sample X157,2014,
G14,Sample X158,2115,
G15,Sample X159,2263,
G16,Sample X160,55622,
G17,Sample X161,58698,
G18,Sample X162,54021,
G19,Sample X163,98292,
G20,Sample X164,46529,
G21,Sample X165,89777,
G22,Sample X166,78414,
G23,Sample X167,47898,
G24,Sample X168,87299,
H01,Sample X169,2084,
H02,Sample X170,2245,
H03,Sample X171,2334,
H04,Sample X172,97114,
H05,Sample X173,92712,
H06,Sample X174,87904,
H07,Sample X175,109655,
H08,Sample X176,38051,
H09,Sample X177,81927,
H10,Sample X178,81689,
H11,Sample X179,37673,
H12,Sample X180,65808,
H13,Sample X181,2018,
H14,Sample X182,2127,
H15,Sample X183,2236,
H16,Sample X184,82512,
H17,Sample X185,79287,
H18,Sample X186,76882,
H19,Sample X187,88898,
H20,Sample X188,32576,
H21,Sample X189,82926,
H22,Sample X190,65994,
H23,Sample X191,33528,
H24,Sample X192,70055,
I01,Sample X193,2721,
I02,Sample X194,2605,
I03,Sample X195,2613,
I04,Sample X196,106954,
I05,Sample X197,103840,
I06,Sample X198,97900,
I07,Sample X199,106939,
I08,Sample X200,23971,
I09,Sample X201,72097,
I10,Sample X202,61282,
I11,Sample X203,21485,
I12,Sample X204,51909,
I13,Sample X205,2317,
I14,Sample X206,2192,
I15,Sample X207,2228,
I16,Sample X208,87627,
I17,Sample X209,95755,
I18,Sample X210,89079,
I19,Sample X211,94470,
I20,Sample X212,19566,
I21,Sample X213,68309,
I22,Sample X214,51367,
I23,Sample X215,19471,
I24,Sample X216,49059,
J01,Sample X217,4254,
J02,Sample X218,3927,
J03,Sample X219,4223,
J04,Sample X220,116305,
J05,Sample X221,115907,
J06,Sample X222,112168,
J07,Sample X223,109926,
J08,Sample X224,17890,
J09,Sample X225,63056,
J10,Sample X226,44464,
J11,Sample X227,16344,
J12,Sample X228,36839,
J13,Sample X229,3071,
J14,Sample X230,2989,
J15,Sample X231,2950,
J16,Sample X232,96429,
J17,Sample X233,96924,
J18,Sample X234,97926,
J19,Sample X235,91660,
J20,Sample X236,15542,
J21,Sample X237,54074,
J22,Sample X238,37165,
J23,Sample X239,15368,
J24,Sample X240,36333,
K01,Sample X241,9039,
K02,Sample X242,8435,
K03,Sample X243,8808,
K04,Sample X244,122570,
K05,Sample X245,121156,
K06,Sample X246,110415,
K07,Sample X247,110177,
K08,Sample X248,15300,
K09,Sample X249,47606,
K10,Sample X250,31952,
K11,Sample X251,14088,
K12,Sample X252,23230,
K13,Sample X253,5239,
K14,Sample X254,5090,
K15,Sample X255,5419,
K16,Sample X256,100164,
K17,Sample X257,96062,
K18,Sample X258,99394,
K19,Sample X259,89276,
K20,Sample X260,12270,
K21,Sample X261,39110,
K22,Sample X262,27819,
K23,Sample X263,11902,
K24,Sample X264,23662,
L01,Sample X265,19862,
L02,Sample X266,18616,
L03,Sample X267,16797,
L04,Sample X268,113814,
L05,Sample X269,111868,
L06,Sample X270,113951,
L07,Sample X271,110301,
L08,Sample X272,15191,
L09,Sample X273,30515,
L10,Sample X274,29168,
L11,Sample X275,12379,
L12,Sample X276,19663,
L13,Sample X277,11022,
L14,Sample X278,9961,
L15,Sample X279,11297,
L16,Sample X280,103768,
L17,Sample X281,102439,
L18,Sample X282,99569,
L19,Sample X283,93395,
L20,Sample X284,12877,
L21,Sample X285,24257,
L22,Sample X286,23435,
L23,Sample X287,12589,
L24,Sample X288,18730,
M01,Sample X289,34099,
M02,Sample X290,32334,
M03,Sample X291,29518,
M04,Sample X292,111156,
M05,Sample X293,121832,
M06,Sample X294,118300,
M07,Sample X295,114976,
M08,Sample X296,15642,
M09,Sample X297,19222,
M10,Sample X298,30822,
M11,Sample X299,4264,
M12,Sample X300,14720,
M13,Sample X301,19285,
M14,Sample X302,19367,
M15,Sample X303,20361,
M16,Sample X304,106951,
M17,Sample X305,103386,
M18,Sample X306,102103,
M19,Sample X307,96456,
M20,Sample X308,13976,
M21,Sample X309,18287,
M22,Sample X310,24630,
M23,Sample X311,3609,
M24,Sample X312,15937,
N01,Sample X313,42588,
N02,Sample X314,43524,
N03,Sample X315,41531,
N04,Sample X316,120407,
N05,Sample X317,131041,
N06,Sample X318,120745,
N07,Sample X319,112487,
N08,Sample X320,6130,
N09,Sample X321,11034,
N10,Sample X322,33884,
N11,Sample X323,3727,
N12,Sample X324,10000,
N13,Sample X325,25184,
N14,Sample X326,24409,
N15,Sample X327,24222,
N16,Sample X328,109230,
N17,Sample X329,107573,
N18,Sample X330,108136,
N19,Sample X331,99116,
N20,Sample X332,5206,
N21,Sample X333,10279,
N22,Sample X334,24408,
N23,Sample X335,2335,
N24,Sample X336,8341,
O01,Sample X337,46614,
O02,Sample X338,42928,
O03,Sample X339,40981,
O04,Sample X340,132339,
O05,Sample X341,132651,
O06,Sample X342,130798,
O07,Sample X343,116017,
O08,Sample X344,1673,
O09,Sample X345,7742,
O10,Sample X346,47343,
O11,Sample X347,2740,
O12,Sample X348,5830,
O13,Sample X349,25673,
O14,Sample X350,26340,
O15,Sample X351,30154,
O16,Sample X352,116814,
O17,Sample X353,117762,
O18,Sample X354,119798,
O19,Sample X355,102548,
O20,Sample X356,1519,
O21,Sample X357,6123,
O22,Sample X358,26997,
O23,Sample X359,2388,
O24,Sample X360,6817,
P01,Sample X361,47725,
P02,Sample X362,41394,
P03,Sample X363,43521,
P04,Sample X364,143627,
P05,Sample X365,137625,
P06,Sample X366,141308,
P07,Sample X367,126767,
P08,Sample X368,117234,
P09,Sample X369,127622,
P10,Sample X370,82606,
P11,Sample X371,115426,
P12,Sample X372,76915,
P13,Sample X373,29101,
P14,Sample X374,28424,
P15,Sample X375,29494,
P16,Sample X376,121127,
P17,Sample X377,123058,
P18,Sample X378,115430,
P19,Sample X379,102609,
P20,Sample X380,106830,
P21,Sample X381,104826,
P22,Sample X382,109267,
P23,Sample X383,101620,
P24,Sample X384,112408,
