Well,Content,Raw Data (No filter),
L13,Sample X277,55384,
L14,Sample X278,113741,
L15,Sample X279,77104,
L16,Sample X280,70189,
L17,Sample X281,100966,
L18,Sample X282,101657,
L19,Sample X283,143399,
L20,Sample X284,44043,
L21,Sample X285,67874,
L22,Sample X286,83648,
L23,Sample X287,31864,
L24,Sample X288,46339,
M01,Sample X289,30876,
M02,Sample X290,52283,
M03,Sample X291,37346,
M04,Sample X292,25382,
M05,Sample X293,39517,
M06,Sample X294,51455,
M07,Sample X295,206487,
M08,Sample X296,33281,
M09,Sample X297,38911,
M10,Sample X298,62343,
M11,Sample X299,2114,
M12,Sample X300,31409,
M13,Sample X301,40955,
M14,Sample X302,67538,
M15,Sample X303,54794,
M16,Sample X304,47061,
M17,Sample X305,72146,
M18,Sample X306,62854,
M19,Sample X307,153941,
M20,Sample X308,39469,
M21,Sample X309,48746,
M22,Sample X310,92668,
M23,Sample X311,4174,
M24,Sample X312,40527,
N01,Sample X313,5907,
N02,Sample X314,4247,
N03,Sample X315,5189,
N04,Sample X316,2853,
N05,Sample X317,4329,
N06,Sample X318,4915,
N07,Sample X319,209064,
N08,Sample X320,15621,
N09,Sample X321,12788,
N10,Sample X322,54585,
N11,Sample X323,779,
N12,Sample X324,8847,
N13,Sample X325,8615,
N14,Sample X326,7326,
N15,Sample X327,7753,
N16,Sample X328,7331,
N17,Sample X329,8366,
N18,Sample X330,8201,
N19,Sample X331,160448,
N20,Sample X332,12293,
N21,Sample X333,31112,
N22,Sample X334,83931,
N23,Sample X335,2020,
N24,Sample X336,30239,
O01,Sample X337,946,
O02,Sample X338,935,
O03,Sample X339,797,
O04,Sample X340,816,
O05,Sample X341,932,
O06,Sample X342,1090,
O07,Sample X343,217731,
O08,Sample X344,1592,
O09,Sample X345,1942,
O10,Sample X346,58778,
O11,Sample X347,857,
O12,Sample X348,936,
O13,Sample X349,970,
O14,Sample X350,1434,
O15,Sample X351,1226,
O16,Sample X352,1192,
O17,Sample X353,1333,
O18,Sample X354,1560,
O19,Sample X355,165092,
O20,Sample X356,1995,
O21,Sample X357,9421,
O22,Sample X358,73656,
O23,Sample X359,2102,
O24,Sample X360,19822,
P01,Sample X361,410814,
P02,Sample X362,350216,
P03,Sample X363,210550,
P04,Sample X364,296917,
P05,Sample X365,271548,
P06,Sample X366,267418,
P07,Sample X367,203549,
P08,Sample X368,215864,
P09,Sample X369,208389,
P10,Sample X370,202626,
P11,Sample X371,184560,
P12,Sample X372,206183,
P13,Sample X373,243272,
P14,Sample X374,243584,
P15,Sample X375,151083,
P16,Sample X376,226954,
P17,Sample X377,189189,
P18,Sample X378,210130,
P19,Sample X379,189260,
P20,Sample X380,184187,
P21,Sample X381,188698,
P22,Sample X382,174778,
P23,Sample X383,187773,
P24,Sample X384,237575,
