Well,Content,Raw Data (No filter),
F09,Sample X129,148299,
F10,Sample X130,154819,
F11,Sample X131,110198,
F12,Sample X132,141961,
F13,Sample X133,1705,
F14,Sample X134,1552,
F15,Sample X135,1745,
F16,Sample X136,13772,
F17,Sample X137,14483,
F18,Sample X138,12971,
F19,Sample X139,74159,
F20,Sample X140,45819,
F21,Sample X141,72964,
F22,Sample X142,70833,
F23,Sample X143,52463,
F24,Sample X144,75516,
G01,Sample X145,2548,
G02,Sample X146,2442,
G03,Sample X147,2394,
G04,Sample X148,94219,
G05,Sample X149,101031,
G06,Sample X150,98474,
G07,Sample X151,160948,
G08,Sample X152,79599,
G09,Sample X153,134481,
G10,Sample X154,118041,
G11,Sample X155,75647,
G12,Sample X156,111904,
G13,Sample X157,1569,
G14,Sample X158,1470,
G15,Sample X159,1625,
G16,Sample X160,33336,
G17,Sample X161,35594,
G18,Sample X162,35325,
G19,Sample X163,79111,
G20,Sample X164,34347,
G21,Sample X165,63376,
G22,Sample X166,62949,
G23,Sample X167,33766,
G24,Sample X168,61572,
H01,Sample X169,2696,
H02,Sample X170,2628,
H03,Sample X171,2563,
H04,Sample X172,127283,
H05,Sample X173,137809,
H06,Sample X174,122685,
H07,Sample X175,150012,
H08,Sample X176,49788,
H09,Sample X177,121912,
H10,Sample X178,98271,
H11,Sample X179,46531,
H12,Sample X180,104226,
H13,Sample X181,1481,
H14,Sample X182,1322,
H15,Sample X183,1473,
H16,Sample X184,52951,
H17,Sample X185,51034,
H18,Sample X186,48868,
H19,Sample X187,67906,
H20,Sample X188,22547,
H21,Sample X189,58286,
H22,Sample X190,45604,
H23,Sample X191,20715,
H24,Sample X192,44017,
I01,Sample X193,3296,
I02,Sample X194,3135,
I03,Sample X195,3255,
I04,Sample X196,147475,
I05,Sample X197,144580,
I06,Sample X198,128581,
I07,Sample X199,160532,
I08,Sample X200,31662,
I09,Sample X201,109074,
I10,Sample X202,76236,
I11,Sample X203,28878,
I12,Sample X204,76952,
I13,Sample X205,1297,
I14,Sample X206,1321,
I15,Sample X207,1307,
I16,Sample X208,70491,
I17,Sample X209,67539,
I18,Sample X210,66848,
I19,Sample X211,77107,
I20,Sample X212,13776,
I21,Sample X213,52405,
I22,Sample X214,37653,
I23,Sample X215,13813,
I24,Sample X216,36633,
J01,Sample X217,5861,
J02,Sample X218,4699,
J03,Sample X219,4670,
J04,Sample X220,153089,
J05,Sample X221,161168,
J06,Sample X222,149617,
J07,Sample X223,145143,
J08,Sample X224,25333,
J09,Sample X225,76059,
J10,Sample X226,56794,
J11,Sample X227,20279,
J12,Sample X228,54358,
J13,Sample X229,1133,
J14,Sample X230,1313,
J15,Sample X231,1260,
J16,Sample X232,77330,
J17,Sample X233,80022,
J18,Sample X234,71714,
J19,Sample X235,72663,
J20,Sample X236,11005,
J21,Sample X237,37099,
J22,Sample X238,27958,
J23,Sample X239,10352,
J24,Sample X240,27767,
K01,Sample X241,13021,
K02,Sample X242,12182,
K03,Sample X243,11760,
K04,Sample X244,167748,
K05,Sample X245,157149,
K06,Sample X246,155655,
K07,Sample X247,166457,
K08,Sample X248,22913,
K09,Sample X249,63015,
K10,Sample X250,41356,
K11,Sample X251,19367,
K12,Sample X252,36430,
K13,Sample X253,1681,
K14,Sample X254,1799,
K15,Sample X255,2053,
K16,Sample X256,78688,
K17,Sample X257,80712,
K18,Sample X258,81329,
K19,Sample X259,71054,
K20,Sample X260,9455,
K21,Sample X261,29145,
K22,Sample X262,20669,
K23,Sample X263,8295,
K24,Sample X264,20928,
L01,Sample X265,33657,
L02,Sample X266,29275,
L03,Sample X267,27064,
L04,Sample X268,169498,
L05,Sample X269,158287,
L06,Sample X270,172353,
L07,Sample X271,160854,
L08,Sample X272,23791,
L09,Sample X273,46853,
L10,Sample X274,40687,
L11,Sample X275,17890,
L12,Sample X276,29617,
L13,Sample X277,5147,
L14,Sample X278,5356,
L15,Sample X279,5731,
L16,Sample X280,83804,
L17,Sample X281,79796,
L18,Sample X282,78121,
L19,Sample X283,74705,
L20,Sample X284,10100,
L21,Sample X285,21025,
L22,Sample X286,16935,
L23,Sample X287,7707,
L24,Sample X288,14926,
M01,Sample X289,52079,
M02,Sample X290,44480,
M03,Sample X291,41482,
M04,Sample X292,136134,
M05,Sample X293,165841,
M06,Sample X294,169270,
M07,Sample X295,170607,
M08,Sample X296,24666,
M09,Sample X297,28593,
M10,Sample X298,38583,
M11,Sample X299,5501,
M12,Sample X300,23392,
M13,Sample X301,12089,
M14,Sample X302,13229,
M15,Sample X303,10041,
M16,Sample X304,72062,
M17,Sample X305,81108,
M18,Sample X306,77291,
M19,Sample X307,67852,
M20,Sample X308,9311,
M21,Sample X309,14360,
M22,Sample X310,18540,
M23,Sample X311,2678,
M24,Sample X312,14112,
N01,Sample X313,68352,
N02,Sample X314,69587,
N03,Sample X315,61387,
N04,Sample X316,157313,
N05,Sample X317,167297,
N06,Sample X318,175983,
N07,Sample X319,152987,
N08,Sample X320,8760,
N09,Sample X321,16353,
N10,Sample X322,51250,
N11,Sample X323,3479,
N12,Sample X324,16479,
N13,Sample X325,20507,
N14,Sample X326,20767,
N15,Sample X327,20392,
N16,Sample X328,101313,
N17,Sample X329,90509,
N18,Sample X330,87194,
N19,Sample X331,79409,
N20,Sample X332,4410,
N21,Sample X333,11550,
N22,Sample X334,18626,
N23,Sample X335,2145,
N24,Sample X336,13755,
O01,Sample X337,75075,
O02,Sample X338,72418,
O03,Sample X339,70996,
O04,Sample X340,193436,
O05,Sample X341,186259,
O06,Sample X342,184950,
O07,Sample X343,157588,
O08,Sample X344,2103,
O09,Sample X345,13042,
O10,Sample X346,76430,
O11,Sample X347,3542,
O12,Sample X348,12727,
O13,Sample X349,22773,
O14,Sample X350,22860,
O15,Sample X351,21457,
O16,Sample X352,93689,
O17,Sample X353,85692,
O18,Sample X354,84757,
O19,Sample X355,89666,
O20,Sample X356,877,
O21,Sample X357,7604,
O22,Sample X358,19791,
O23,Sample X359,2668,
O24,Sample X360,8061,
P01,Sample X361,66886,
P02,Sample X362,60582,
P03,Sample X363,59403,
P04,Sample X364,203547,
P05,Sample X365,167169,
P06,Sample X366,181972,
P07,Sample X367,167331,
P08,Sample X368,169442,
P09,Sample X369,187618,
P10,Sample X370,175711,
P11,Sample X371,164133,
P12,Sample X372,180166,
P13,Sample X373,19488,
P14,Sample X374,22638,
P15,Sample X375,20250,
P16,Sample X376,87886,
P17,Sample X377,100047,
P18,Sample X378,91077,
P19,Sample X379,81718,
P20,Sample X380,84152,
P21,Sample X381,92575,
P22,Sample X382,89838,
P23,Sample X383,83484,
P24,Sample X384,101590,
