Well,Content,Raw Data (No filter),
G07,Sample X151,115408,
G08,Sample X152,57855,
G09,Sample X153,106783,
G10,Sample X154,89820,
G11,Sample X155,56208,
G12,Sample X156,91410,
G13,Sample X157,2676,
G14,Sample X158,2641,
G15,Sample X159,2762,
G16,Sample X160,60800,
G17,Sample X161,58835,
G18,Sample X162,58762,
G19,Sample X163,107854,
G20,Sample X164,57549,
G21,Sample X165,98770,
G22,Sample X166,88250,
G23,Sample X167,51938,
G24,Sample X168,85747,
H01,Sample X169,2376,
H02,Sample X170,2291,
H03,Sample X171,2311,
H04,Sample X172,93257,
H05,Sample X173,88604,
H06,Sample X174,93443,
H07,Sample X175,107065,
H08,Sample X176,36671,
H09,Sample X177,89025,
H10,Sample X178,71397,
H11,Sample X179,35020,
H12,Sample X180,75082,
H13,Sample X181,2843,
H14,Sample X182,2598,
H15,Sample X183,2953,
H16,Sample X184,84868,
H17,Sample X185,84213,
H18,Sample X186,86256,
H19,Sample X187,105696,
H20,Sample X188,36553,
H21,Sample X189,90331,
H22,Sample X190,69551,
H23,Sample X191,32980,
H24,Sample X192,70406,
I01,Sample X193,2690,
I02,Sample X194,2392,
I03,Sample X195,2447,
I04,Sample X196,111863,
I05,Sample X197,105006,
I06,Sample X198,95977,
I07,Sample X199,106728,
I08,Sample X200,21576,
I09,Sample X201,82483,
I10,Sample X202,52679,
I11,Sample X203,21391,
I12,Sample X204,51949,
I13,Sample X205,2570,
I14,Sample X206,2699,
I15,Sample X207,2915,
I16,Sample X208,98329,
I17,Sample X209,99659,
I18,Sample X210,95443,
I19,Sample X211,97364,
I20,Sample X212,23821,
I21,Sample X213,75837,
I22,Sample X214,55703,
I23,Sample X215,19868,
I24,Sample X216,52267,
J01,Sample X217,3943,
J02,Sample X218,3708,
J03,Sample X219,3803,
J04,Sample X220,118997,
J05,Sample X221,115667,
J06,Sample X222,100184,
J07,Sample X223,105106,
J08,Sample X224,15895,
J09,Sample X225,60737,
J10,Sample X226,39204,
J11,Sample X227,15592,
J12,Sample X228,35754,
J13,Sample X229,2743,
J14,Sample X230,3253,
J15,Sample X231,2741,
J16,Sample X232,106028,
J17,Sample X233,100393,
J18,Sample X234,101674,
J19,Sample X235,101860,
J20,Sample X236,16218,
J21,Sample X237,60677,
J22,Sample X238,41624,
J23,Sample X239,14412,
J24,Sample X240,36010,
K01,Sample X241,8857,
K02,Sample X242,7431,
K03,Sample X243,7838,
K04,Sample X244,122669,
K05,Sample X245,116508,
K06,Sample X246,109165,
K07,Sample X247,113811,
K08,Sample X248,13617,
K09,Sample X249,44253,
K10,Sample X250,28500,
K11,Sample X251,14964,
K12,Sample X252,23252,
K13,Sample X253,3912,
K14,Sample X254,4003,
K15,Sample X255,3977,
K16,Sample X256,108727,
K17,Sample X257,107568,
K18,Sample X258,106228,
K19,Sample X259,103354,
K20,Sample X260,13402,
K21,Sample X261,41678,
K22,Sample X262,29290,
K23,Sample X263,12530,
K24,Sample X264,24982,
L01,Sample X265,19480,
L02,Sample X266,18282,
L03,Sample X267,18322,
L04,Sample X268,121740,
L05,Sample X269,127101,
L06,Sample X270,111289,
L07,Sample X271,104382,
L08,Sample X272,13598,
L09,Sample X273,30677,
L10,Sample X274,25708,
L11,Sample X275,14752,
L12,Sample X276,16169,
L13,Sample X277,7507,
L14,Sample X278,7416,
L15,Sample X279,7352,
L16,Sample X280,114577,
L17,Sample X281,108588,
L18,Sample X282,111928,
L19,Sample X283,104288,
L20,Sample X284,13367,
L21,Sample X285,30820,
L22,Sample X286,24767,
L23,Sample X287,12072,
L24,Sample X288,19991,
M01,Sample X289,37249,
M02,Sample X290,33732,
M03,Sample X291,32847,
M04,Sample X292,131873,
M05,Sample X293,126932,
M06,Sample X294,121211,
M07,Sample X295,110750,
M08,Sample X296,14233,
M09,Sample X297,19560,
M10,Sample X298,26573,
M11,Sample X299,2985,
M12,Sample X300,14335,
M13,Sample X301,17264,
M14,Sample X302,16473,
M15,Sample X303,16382,
M16,Sample X304,116680,
M17,Sample X305,116564,
M18,Sample X306,114867,
M19,Sample X307,102713,
M20,Sample X308,13245,
M21,Sample X309,17599,
M22,Sample X310,25492,
M23,Sample X311,2222,
M24,Sample X312,16247,
N01,Sample X313,53735,
N02,Sample X314,45963,
N03,Sample X315,44140,
N04,Sample X316,135771,
N05,Sample X317,128820,
N06,Sample X318,125010,
N07,Sample X319,110378,
N08,Sample X320,5057,
N09,Sample X321,10013,
N10,Sample X322,33003,
N11,Sample X323,2297,
N12,Sample X324,8560,
N13,Sample X325,26080,
N14,Sample X326,24920,
N15,Sample X327,27037,
N16,Sample X328,125427,
N17,Sample X329,121480,
N18,Sample X330,116015,
N19,Sample X331,106642,
N20,Sample X332,4129,
N21,Sample X333,8640,
N22,Sample X334,26486,
N23,Sample X335,1682,
N24,Sample X336,8312,
O01,Sample X337,52138,
O02,Sample X338,49493,
O03,Sample X339,46869,
O04,Sample X340,131566,
O05,Sample X341,118957,
O06,Sample X342,115610,
O07,Sample X343,110740,
O08,Sample X344,1629,
O09,Sample X345,4938,
O10,Sample X346,37627,
O11,Sample X347,2269,
O12,Sample X348,3955,
O13,Sample X349,25223,
O14,Sample X350,24810,
O15,Sample X351,24172,
O16,Sample X352,109908,
O17,Sample X353,112517,
O18,Sample X354,115447,
O19,Sample X355,96775,
O20,Sample X356,1450,
O21,Sample X357,4045,
O22,Sample X358,30429,
O23,Sample X359,1692,
O24,Sample X360,4292,
P01,Sample X361,55161,
P02,Sample X362,51608,
P03,Sample X363,50479,
P04,Sample X364,152482,
P05,Sample X365,143835,
P06,Sample X366,153997,
P07,Sample X367,120964,
P08,Sample X368,128071,
P09,Sample X369,138782,
P10,Sample X370,116622,
P11,Sample X371,113753,
P12,Sample X372,122413,
P13,Sample X373,27932,
P14,Sample X374,30012,
P15,Sample X375,29761,
P16,Sample X376,140549,
P17,Sample X377,147986,
P18,Sample X378,142401,
P19,Sample X379,125591,
P20,Sample X380,120865,
P21,Sample X381,118117,
P22,Sample X382,124518,
P23,Sample X383,120552,
P24,Sample X384,133862,
