Well,Content,Raw Data (No filter),
A01,Sample X1,2426,
A02,Sample X2,2327,
A03,Sample X3,2445,
A04,Sample X4,2357,
A05,Sample X5,2478,
A06,Sample X6,2529,
A07,Sample X7,131333,
A08,Sample X8,117547,
A09,Sample X9,143456,
A10,Sample X10,123277,
A11,Sample X11,144608,
A12,Sample X12,126247,
A13,Sample X13,2395,
A14,Sample X14,2378,
A15,Sample X15,2407,
A16,Sample X16,2364,
A17,Sample X17,2527,
A18,Sample X18,2566,
A19,Sample X19,115309,
A20,Sample X20,112102,
A21,Sample X21,114131,
A22,Sample X22,116723,
A23,Sample X23,117023,
A24,Sample X24,133868,
B01,Sample X25,2494,
B02,Sample X26,2410,
B03,Sample X27,2241,
B04,Sample X28,2266,
B05,Sample X29,2211,
B06,Sample X30,2389,
B07,Sample X31,128645,
B08,Sample X32,117243,
B09,Sample X33,125761,
B10,Sample X34,121333,
B11,Sample X35,134665,
B12,Sample X36,113688,
B13,Sample X37,2484,
B14,Sample X38,2530,
B15,Sample X39,2195,
B16,Sample X40,2415,
B17,Sample X41,2322,
B18,Sample X42,2345,
B19,Sample X43,107648,
B20,Sample X44,100286,
B21,Sample X45,99400,
B22,Sample X46,101982,
B23,Sample X47,67028,
B24,Sample X48,127900,
C01,Sample X49,2510,
C02,Sample X50,2390,
C03,Sample X51,2291,
C04,Sample X52,2396,
C05,Sample X53,2293,
C06,Sample X54,2365,
C07,Sample X55,114447,
C08,Sample X56,103056,
C09,Sample X57,110595,
C10,Sample X58,112871,
C11,Sample X59,121820,
C12,Sample X60,117462,
C13,Sample X61,2637,
C14,Sample X62,2465,
C15,Sample X63,2526,
C16,Sample X64,2426,
C17,Sample X65,2401,
C18,Sample X66,2508,
C19,Sample X67,101702,
C20,Sample X68,100802,
C21,Sample X69,104005,
C22,Sample X70,102672,
C23,Sample X71,74464,
C24,Sample X72,115995,
D01,Sample X73,2486,
D02,Sample X74,2454,
D03,Sample X75,2408,
D04,Sample X76,5220,
D05,Sample X77,5282,
D06,Sample X78,5323,
D07,Sample X79,115864,
D08,Sample X80,101071,
D09,Sample X81,109300,
D10,Sample X82,111390,
D11,Sample X83,103607,
D12,Sample X84,113168,
D13,Sample X85,3032,
D14,Sample X86,2686,
D15,Sample X87,2536,
D16,Sample X88,4227,
D17,Sample X89,4341,
D18,Sample X90,4320,
D19,Sample X91,107224,
D20,Sample X92,93935,
D21,Sample X93,103500,
D22,Sample X94,109469,
D23,Sample X95,94165,
D24,Sample X96,112372,
E01,Sample X97,2429,
E02,Sample X98,2428,
E03,Sample X99,2300,
E04,Sample X100,12683,
E05,Sample X101,11883,
E06,Sample X102,12040,
E07,Sample X103,118666,
E08,Sample X104,94890,
E09,Sample X105,106527,
E10,Sample X106,107459,
E11,Sample X107,97944,
E12,Sample X108,98623,
E13,Sample X109,2623,
E14,Sample X110,2520,
E15,Sample X111,2708,
E16,Sample X112,9875,
E17,Sample X113,9760,
E18,Sample X114,9520,
E19,Sample X115,107908,
E20,Sample X116,86119,
E21,Sample X117,102475,
E22,Sample X118,102350,
E23,Sample X119,88021,
E24,Sample X120,106286,
F01,Sample X121,2623,
F02,Sample X122,2370,
F03,Sample X123,2258,
F04,Sample X124,31879,
F05,Sample X125,31959,
F06,Sample X126,31411,
F07,Sample X127,116270,
F08,Sample X128,75109,
F09,Sample X129,102765,
F10,Sample X130,100652,
F11,Sample X131,75821,
F12,Sample X132,97808,
F13,Sample X133,2833,
F14,Sample X134,2770,
F15,Sample X135,2459,
F16,Sample X136,27905,
F17,Sample X137,27574,
F18,Sample X138,26516,
F19,Sample X139,105243,
F20,Sample X140,76134,
F21,Sample X141,97618,
F22,Sample X142,93497,
F23,Sample X143,68087,
F24,Sample X144,96611,
G01,Sample X145,2285,
G02,Sample X146,2371,
G03,Sample X147,2451,
G04,Sample X148,67834,
G05,Sample X149,66629,
G06,Sample X150,64975,
