Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,137568,
A02,Sample X2,141142,
A03,Sample X3,136613,
A04,Sample X4,137090,
A05,Sample X5,131424,
A06,Sample X6,130968,
A07,Sample X7,137170,
A08,Sample X8,131498,
A09,Sample X9,3180,
A10,Sample X10,3095,
A11,Sample X11,3260,
A12,Sample X12,2605,
A13,Sample X13,55500,
A14,Sample X14,142059,
A15,Sample X15,128180,
A16,Sample X16,134885,
A17,Sample X17,133166,
A18,Sample X18,141682,
A19,Sample X19,134597,
A20,Sample X20,134100,
A21,Sample X21,134783,
A22,Sample X22,142104,
A23,Sample X23,148689,
A24,Sample X24,138983,
B01,Sample X25,144406,
B02,Sample X26,136659,
B03,Sample X27,135788,
B04,Sample X28,139682,
B05,Sample X29,137719,
B06,Sample X30,145237,
B07,Sample X31,138159,
B08,Sample X32,137666,
B09,Sample X33,121900,
B10,Sample X34,127203,
B11,Sample X35,131074,
B12,Sample X36,135313,
B13,Sample X37,129480,
B14,Sample X38,123311,
B15,Sample X39,117516,
B16,Sample X40,108565,
B17,Sample X41,127382,
B18,Sample X42,126356,
B19,Sample X43,141551,
B20,Sample X44,130327,
B21,Sample X45,140540,
B22,Sample X46,130294,
B23,Sample X47,138726,
B24,Sample X48,142525,
C01,Sample X49,139696,
C02,Sample X50,142104,
C03,Sample X51,148909,
C04,Sample X52,152559,
C05,Sample X53,148411,
C06,Sample X54,132483,
C07,Sample X55,134394,
C08,Sample X56,118875,
C09,Sample X57,122085,
C10,Sample X58,130533,
C11,Sample X59,132848,
C12,Sample X60,136317,
C13,Sample X61,99511,
C14,Sample X62,104187,
C15,Sample X63,124467,
C16,Sample X64,106700,
C17,Sample X65,110591,
C18,Sample X66,110957,
C19,Sample X67,139743,
C20,Sample X68,112506,
C21,Sample X69,140500,
C22,Sample X70,133560,
C23,Sample X71,131761,
C24,Sample X72,146791,
D01,Sample X73,138541,
D02,Sample X74,145639,
D03,Sample X75,119554,
D04,Sample X76,137920,
D05,Sample X77,143841,
D06,Sample X78,138304,
D07,Sample X79,112951,
D08,Sample X80,138863,
D09,Sample X81,111508,
D10,Sample X82,117717,
D11,Sample X83,110615,
D12,Sample X84,109963,
D13,Sample X85,105321,
D14,Sample X86,106264,
D15,Sample X87,108276,
D16,Sample X88,111203,
D17,Sample X89,109872,
D18,Sample X90,124739,
D19,Sample X91,115227,
D20,Sample X92,126627,
D21,Sample X93,119797,
D22,Sample X94,137468,
D23,Sample X95,131514,
D24,Sample X96,145849,
E01,Sample X97,147711,
E02,Sample X98,148285,
E03,Sample X99,144260,
E04,Sample X100,142476,
E05,Sample X101,121107,
E06,Sample X102,113631,
E07,Sample X103,110847,
E08,Sample X104,124449,
E09,Sample X105,108958,
E10,Sample X106,112937,
E11,Sample X107,122846,
E12,Sample X108,110691,
E13,Sample X109,107043,
E14,Sample X110,123408,
E15,Sample X111,114954,
E16,Sample X112,110222,
E17,Sample X113,121961,
E18,Sample X114,121709,
E19,Sample X115,113557,
E20,Sample X116,131460,
E21,Sample X117,126116,
E22,Sample X118,138013,
E23,Sample X119,142703,
E24,Sample X120,148214,
F01,Sample X121,142433,
F02,Sample X122,104382,
F03,Sample X123,122663,
F04,Sample X124,116421,
F05,Sample X125,139596,
F06,Sample X126,136874,
F07,Sample X127,123639,
F08,Sample X128,108187,
F09,Sample X129,108178,
F10,Sample X130,112966,
F11,Sample X131,111687,
F12,Sample X132,109065,
F13,Sample X133,112544,
F14,Sample X134,108303,
F15,Sample X135,104903,
F16,Sample X136,117266,
F17,Sample X137,111345,
F18,Sample X138,99327,
F19,Sample X139,100685,
F20,Sample X140,104230,
F21,Sample X141,106740,
F22,Sample X142,137150,
F23,Sample X143,138559,
F24,Sample X144,144590,
G01,Sample X145,147887,
G02,Sample X146,142461,
G03,Sample X147,137166,
G04,Sample X148,128760,
G05,Sample X149,123802,
G06,Sample X150,105712,
G07,Sample X151,113148,
G08,Sample X152,125182,
G09,Sample X153,102770,
G10,Sample X154,99166,
G11,Sample X155,105791,
G12,Sample X156,109625,
G13,Sample X157,98193,
G14,Sample X158,107551,
G15,Sample X159,119522,
G16,Sample X160,106124,
G17,Sample X161,105893,
G18,Sample X162,109329,
G19,Sample X163,118943,
G20,Sample X164,115709,
G21,Sample X165,116450,
G22,Sample X166,131093,
G23,Sample X167,143296,
G24,Sample X168,148078,
H01,Sample X169,150238,
H02,Sample X170,149949,
H03,Sample X171,146424,
H04,Sample X172,128450,
H05,Sample X173,142708,
H06,Sample X174,107162,
H07,Sample X175,113825,
H08,Sample X176,105490,
H09,Sample X177,95195,
H10,Sample X178,108206,
H11,Sample X179,98119,
H12,Sample X180,99259,
H13,Sample X181,102957,
H14,Sample X182,106150,
H15,Sample X183,101026,
H16,Sample X184,117657,
H17,Sample X185,104665,
H18,Sample X186,99378,
H19,Sample X187,105819,
H20,Sample X188,135360,
H21,Sample X189,133730,
H22,Sample X190,127978,
H23,Sample X191,129146,
H24,Sample X192,144566,
I01,Sample X193,149920,
I02,Sample X194,155363,
I03,Sample X195,146817,
I04,Sample X196,134816,
I05,Sample X197,139482,
I06,Sample X198,136598,
I07,Sample X199,110693,
I08,Sample X200,107467,
I09,Sample X201,95502,
I10,Sample X202,103092,
I11,Sample X203,113226,
I12,Sample X204,106740,
I13,Sample X205,81984,
I14,Sample X206,83446,
I15,Sample X207,98559,
I16,Sample X208,95914,
I17,Sample X209,112163,
I18,Sample X210,117359,
I19,Sample X211,111167,
I20,Sample X212,133104,
I21,Sample X213,136267,
I22,Sample X214,125794,
I23,Sample X215,139580,
I24,Sample X216,148862,
J01,Sample X217,141155,
J02,Sample X218,101219,
J03,Sample X219,130438,
J04,Sample X220,139042,
J05,Sample X221,131304,
J06,Sample X222,127141,
J07,Sample X223,99187,
J08,Sample X224,96952,
J09,Sample X225,98028,
J10,Sample X226,93345,
J11,Sample X227,112362,
J12,Sample X228,99190,
J13,Sample X229,97583,
J14,Sample X230,97795,
J15,Sample X231,102127,
J16,Sample X232,108613,
J17,Sample X233,102610,
J18,Sample X234,106712,
J19,Sample X235,114775,
J20,Sample X236,123282,
J21,Sample X237,123607,
J22,Sample X238,129865,
J23,Sample X239,137664,
J24,Sample X240,140335,
K01,Sample X241,149509,
K02,Sample X242,123741,
K03,Sample X243,133449,
K04,Sample X244,136005,
K05,Sample X245,121993,
K06,Sample X246,128571,
K07,Sample X247,117331,
K08,Sample X248,114439,
K09,Sample X249,108110,
K10,Sample X250,110577,
K11,Sample X251,111554,
K12,Sample X252,109343,
K13,Sample X253,107829,
K14,Sample X254,114379,
K15,Sample X255,105337,
K16,Sample X256,109701,
K17,Sample X257,123182,
K18,Sample X258,124603,
K19,Sample X259,117882,
K20,Sample X260,125555,
K21,Sample X261,118444,
K22,Sample X262,134765,
K23,Sample X263,141764,
K24,Sample X264,150002,
L01,Sample X265,149388,
L02,Sample X266,3361,
L03,Sample X267,3290,
L04,Sample X268,3632,
L05,Sample X269,85730,
L06,Sample X270,106875,
L07,Sample X271,124627,
L08,Sample X272,122877,
L09,Sample X273,105881,
L10,Sample X274,112753,
L11,Sample X275,111083,
L12,Sample X276,118860,
L13,Sample X277,108094,
L14,Sample X278,102744,
L15,Sample X279,108307,
L16,Sample X280,110504,
L17,Sample X281,125904,
L18,Sample X282,122159,
L19,Sample X283,129826,
L20,Sample X284,109940,
L21,Sample X285,123650,
L22,Sample X286,138602,
L23,Sample X287,141767,
L24,Sample X288,143711,
M01,Sample X289,147063,
M02,Sample X290,146940,
M03,Sample X291,140475,
M04,Sample X292,136675,
M05,Sample X293,115155,
M06,Sample X294,124515,
M07,Sample X295,139867,
M08,Sample X296,134425,
M09,Sample X297,122223,
M10,Sample X298,130000,
M11,Sample X299,112392,
M12,Sample X300,110696,
M13,Sample X301,98510,
M14,Sample X302,118410,
M15,Sample X303,119937,
M16,Sample X304,112407,
M17,Sample X305,130244,
M18,Sample X306,115969,
M19,Sample X307,115713,
M20,Sample X308,110747,
M21,Sample X309,145893,
M22,Sample X310,142636,
M23,Sample X311,133595,
M24,Sample X312,145629,
N01,Sample X313,147501,
N02,Sample X314,130817,
N03,Sample X315,141310,
N04,Sample X316,141727,
N05,Sample X317,118917,
N06,Sample X318,114038,
N07,Sample X319,105304,
N08,Sample X320,100591,
N09,Sample X321,120786,
N10,Sample X322,107434,
N11,Sample X323,123020,
N12,Sample X324,111259,
N13,Sample X325,116168,
N14,Sample X326,111908,
N15,Sample X327,126522,
N16,Sample X328,129606,
N17,Sample X329,106704,
N18,Sample X330,110452,
N19,Sample X331,131472,
N20,Sample X332,130736,
N21,Sample X333,130037,
N22,Sample X334,140059,
N23,Sample X335,137704,
N24,Sample X336,139087,
O01,Sample X337,145443,
O02,Sample X338,124884,
O03,Sample X339,133810,
O04,Sample X340,131942,
O05,Sample X341,140025,
O06,Sample X342,113095,
O07,Sample X343,110040,
O08,Sample X344,120996,
O09,Sample X345,122205,
O10,Sample X346,126773,
O11,Sample X347,136372,
O12,Sample X348,144580,
O13,Sample X349,138520,
O14,Sample X350,152222,
O15,Sample X351,134751,
O16,Sample X352,149364,
O17,Sample X353,136416,
O18,Sample X354,144036,
O19,Sample X355,145613,
O20,Sample X356,144494,
O21,Sample X357,144814,
O22,Sample X358,150360,
O23,Sample X359,146560,
O24,Sample X360,146547,
P01,Sample X361,141222,
P02,Sample X362,146534,
P03,Sample X363,145337,
P04,Sample X364,144533,
P05,Sample X365,134855,
P06,Sample X366,138512,
P07,Sample X367,132665,
P08,Sample X368,142843,
P09,Sample X369,135572,
P10,Sample X370,137937,
P11,Sample X371,145514,
P12,Sample X372,146918,
P13,Sample X373,148232,
P14,Sample X374,148544,
P15,Sample X375,148203,
P16,Sample X376,146781,
P17,Sample X377,136085,
P18,Sample X378,144602,
P19,Sample X379,144719,
P20,Sample X380,145329,
P21,Sample X381,150079,
P22,Sample X382,145067,
P23,Sample X383,146484,
P24,Sample X384,143789,
