Well,Content,Raw Data (No filter),
A01,Sample X1,4017,
A02,Sample X2,3705,
A03,Sample X3,3285,
A04,Sample X4,3675,
A05,Sample X5,3375,
A06,Sample X6,3107,
A07,Sample X7,3300,
A08,Sample X8,3145,
A09,Sample X9,272,
A10,Sample X10,277,
A11,Sample X11,284,
A12,Sample X12,269,
A13,Sample X13,1682,
A14,Sample X14,2956,
A15,Sample X15,3093,
A16,Sample X16,3323,
A17,Sample X17,3115,
A18,Sample X18,3314,
A19,Sample X19,3360,
A20,Sample X20,3443,
A21,Sample X21,3280,
A22,Sample X22,3439,
A23,Sample X23,3203,
A24,Sample X24,3380,
B01,Sample X25,3493,
B02,Sample X26,3225,
B03,Sample X27,3256,
B04,Sample X28,3243,
B05,Sample X29,3352,
B06,Sample X30,3155,
B07,Sample X31,3357,
B08,Sample X32,3505,
B09,Sample X33,241549,
B10,Sample X34,263288,
B11,Sample X35,284566,
B12,Sample X36,220348,
B13,Sample X37,221056,
B14,Sample X38,198238,
B15,Sample X39,135010,
B16,Sample X40,80930,
B17,Sample X41,28104,
B18,Sample X42,6519,
B19,Sample X43,4219,
B20,Sample X44,3285,
B21,Sample X45,3445,
B22,Sample X46,3358,
B23,Sample X47,3140,
B24,Sample X48,3447,
C01,Sample X49,3275,
C02,Sample X50,2379,
C03,Sample X51,2723,
C04,Sample X52,2851,
C05,Sample X53,3009,
C06,Sample X54,2962,
C07,Sample X55,3091,
C08,Sample X56,3501,
C09,Sample X57,3385,
C10,Sample X58,3632,
C11,Sample X59,3753,
C12,Sample X60,3758,
C13,Sample X61,3175,
C14,Sample X62,3647,
C15,Sample X63,3513,
C16,Sample X64,3535,
C17,Sample X65,3024,
C18,Sample X66,3623,
C19,Sample X67,3296,
C20,Sample X68,3399,
C21,Sample X69,3346,
C22,Sample X70,3637,
C23,Sample X71,3582,
C24,Sample X72,3354,
D01,Sample X73,3367,
D02,Sample X74,7042,
D03,Sample X75,13739,
D04,Sample X76,10347,
D05,Sample X77,6878,
D06,Sample X78,4502,
D07,Sample X79,3264,
D08,Sample X80,2938,
D09,Sample X81,2914,
D10,Sample X82,2927,
D11,Sample X83,3168,
D12,Sample X84,3392,
D13,Sample X85,3333,
D14,Sample X86,3721,
D15,Sample X87,3207,
D16,Sample X88,3286,
D17,Sample X89,3256,
D18,Sample X90,3405,
D19,Sample X91,3513,
D20,Sample X92,3445,
D21,Sample X93,3238,
D22,Sample X94,3426,
D23,Sample X95,3380,
D24,Sample X96,3602,
E01,Sample X97,3422,
E02,Sample X98,2369,
E03,Sample X99,2910,
E04,Sample X100,2860,
E05,Sample X101,3203,
E06,Sample X102,3321,
E07,Sample X103,3338,
E08,Sample X104,3332,
E09,Sample X105,3257,
E10,Sample X106,3230,
E11,Sample X107,3277,
E12,Sample X108,3510,
E13,Sample X109,1600,
E14,Sample X110,3062,
E15,Sample X111,3340,
E16,Sample X112,3490,
E17,Sample X113,3347,
E18,Sample X114,3343,
E19,Sample X115,3451,
E20,Sample X116,3137,
E21,Sample X117,3405,
E22,Sample X118,3466,
E23,Sample X119,3254,
E24,Sample X120,3331,
F01,Sample X121,3207,
F02,Sample X122,3116,
F03,Sample X123,3370,
F04,Sample X124,3463,
F05,Sample X125,3247,
F06,Sample X126,3462,
