Well,Content,Raw Data (No filter),
A01,Sample X1,3129,
A02,Sample X2,3144,
A03,Sample X3,3146,
A04,Sample X4,3079,
A05,Sample X5,3150,
A06,Sample X6,2743,
A07,Sample X7,3133,
A08,Sample X8,3149,
A09,Sample X9,266,
A10,Sample X10,234,
A11,Sample X11,225,
A12,Sample X12,258,
A13,Sample X13,1166,
A14,Sample X14,2503,
A15,Sample X15,3032,
A16,Sample X16,3022,
A17,Sample X17,2865,
A18,Sample X18,2773,
A19,Sample X19,3682,
A20,Sample X20,2973,
A21,Sample X21,2944,
A22,Sample X22,2933,
A23,Sample X23,2998,
A24,Sample X24,3179,
B01,Sample X25,3275,
B02,Sample X26,3327,
B03,Sample X27,2915,
B04,Sample X28,2814,
B05,Sample X29,2915,
B06,Sample X30,3040,
B07,Sample X31,2906,
B08,Sample X32,3168,
B09,Sample X33,208361,
B10,Sample X34,218782,
B11,Sample X35,220294,
B12,Sample X36,215660,
B13,Sample X37,202942,
B14,Sample X38,158896,
B15,Sample X39,125110,
B16,Sample X40,80474,
B17,Sample X41,27669,
B18,Sample X42,6491,
B19,Sample X43,3488,
B20,Sample X44,3298,
B21,Sample X45,2937,
B22,Sample X46,2979,
B23,Sample X47,2925,
B24,Sample X48,3126,
C01,Sample X49,3169,
C02,Sample X50,2078,
C03,Sample X51,2228,
C04,Sample X52,2686,
C05,Sample X53,2821,
C06,Sample X54,2818,
C07,Sample X55,2808,
C08,Sample X56,3095,
C09,Sample X57,3115,
C10,Sample X58,3079,
C11,Sample X59,3380,
C12,Sample X60,2987,
C13,Sample X61,2545,
C14,Sample X62,2914,
C15,Sample X63,2698,
C16,Sample X64,2598,
C17,Sample X65,2904,
C18,Sample X66,2722,
C19,Sample X67,2798,
C20,Sample X68,2749,
C21,Sample X69,2711,
C22,Sample X70,2977,
C23,Sample X71,2903,
C24,Sample X72,2982,
D01,Sample X73,3022,
D02,Sample X74,20722,
D03,Sample X75,18548,
D04,Sample X76,22832,
D05,Sample X77,25382,
D06,Sample X78,18702,
D07,Sample X79,12865,
D08,Sample X80,7153,
D09,Sample X81,3799,
D10,Sample X82,3107,
D11,Sample X83,2672,
D12,Sample X84,2928,
D13,Sample X85,1465,
D14,Sample X86,1876,
D15,Sample X87,2577,
D16,Sample X88,2663,
D17,Sample X89,2847,
D18,Sample X90,2886,
D19,Sample X91,2726,
D20,Sample X92,2703,
D21,Sample X93,2874,
D22,Sample X94,2747,
D23,Sample X95,2970,
D24,Sample X96,2929,
E01,Sample X97,2835,
E02,Sample X98,1680,
E03,Sample X99,2110,
E04,Sample X100,3132,
E05,Sample X101,4125,
E06,Sample X102,3695,
E07,Sample X103,3500,
E08,Sample X104,3108,
E09,Sample X105,3003,
E10,Sample X106,2988,
E11,Sample X107,3048,
E12,Sample X108,2868,
E13,Sample X109,1046,
E14,Sample X110,1157,
E15,Sample X111,1113,
E16,Sample X112,1203,
E17,Sample X113,1610,
E18,Sample X114,2226,
E19,Sample X115,2597,
E20,Sample X116,2734,
E21,Sample X117,2910,
E22,Sample X118,2693,
E23,Sample X119,2868,
E24,Sample X120,2992,
F01,Sample X121,2847,
F02,Sample X122,19012,
F03,Sample X123,13342,
F04,Sample X124,7820,
F05,Sample X125,4757,
F06,Sample X126,3394,
F07,Sample X127,2900,
F08,Sample X128,2668,
F09,Sample X129,2447,
F10,Sample X130,2729,
