Well,Content,Raw Data (No filter),
G16,Sample X160,10511,
G17,Sample X161,8259,
G18,Sample X162,5272,
G19,Sample X163,3640,
G20,Sample X164,2749,
G21,Sample X165,2286,
G22,Sample X166,2316,
G23,Sample X167,2431,
G24,Sample X168,2428,
H01,Sample X169,2808,
H02,Sample X170,2667,
H03,Sample X171,3229,
H04,Sample X172,2938,
H05,Sample X173,2466,
H06,Sample X174,2505,
H07,Sample X175,2613,
H08,Sample X176,2722,
H09,Sample X177,3069,
H10,Sample X178,4101,
H11,Sample X179,6550,
H12,Sample X180,10082,
H13,Sample X181,9268,
H14,Sample X182,10490,
H15,Sample X183,9684,
H16,Sample X184,7779,
H17,Sample X185,5572,
H18,Sample X186,3873,
H19,Sample X187,3022,
H20,Sample X188,2703,
H21,Sample X189,2392,
H22,Sample X190,2307,
H23,Sample X191,2246,
H24,Sample X192,2400,
I01,Sample X193,2682,
I02,Sample X194,1974,
I03,Sample X195,1810,
I04,Sample X196,2885,
I05,Sample X197,4323,
I06,Sample X198,7388,
I07,Sample X199,8197,
I08,Sample X200,5550,
I09,Sample X201,3779,
I10,Sample X202,3435,
I11,Sample X203,4467,
I12,Sample X204,5447,
I13,Sample X205,5616,
I14,Sample X206,6323,
I15,Sample X207,5591,
I16,Sample X208,4363,
I17,Sample X209,3385,
I18,Sample X210,3187,
I19,Sample X211,2764,
I20,Sample X212,2425,
I21,Sample X213,2149,
I22,Sample X214,2281,
I23,Sample X215,2198,
I24,Sample X216,2358,
J01,Sample X217,2566,
J02,Sample X218,3176,
J03,Sample X219,3102,
J04,Sample X220,3152,
J05,Sample X221,2716,
J06,Sample X222,2443,
J07,Sample X223,2544,
J08,Sample X224,2511,
J09,Sample X225,2598,
J10,Sample X226,2730,
J11,Sample X227,3156,
J12,Sample X228,3454,
J13,Sample X229,3876,
J14,Sample X230,3939,
J15,Sample X231,3582,
J16,Sample X232,3203,
J17,Sample X233,2939,
J18,Sample X234,2525,
J19,Sample X235,2546,
J20,Sample X236,2448,
J21,Sample X237,2320,
J22,Sample X238,2322,
J23,Sample X239,2239,
J24,Sample X240,2402,
K01,Sample X241,2750,
K02,Sample X242,1341,
K03,Sample X243,2333,
K04,Sample X244,2819,
K05,Sample X245,2646,
K06,Sample X246,2653,
K07,Sample X247,2769,
K08,Sample X248,2533,
K09,Sample X249,2557,
K10,Sample X250,2569,
K11,Sample X251,2741,
K12,Sample X252,2751,
K13,Sample X253,2674,
K14,Sample X254,2623,
K15,Sample X255,2684,
K16,Sample X256,2648,
K17,Sample X257,2545,
K18,Sample X258,2356,
K19,Sample X259,2567,
K20,Sample X260,2255,
K21,Sample X261,2258,
K22,Sample X262,2214,
K23,Sample X263,2285,
K24,Sample X264,2535,
L01,Sample X265,2540,
L02,Sample X266,2125,
L03,Sample X267,2640,
L04,Sample X268,2607,
L05,Sample X269,2464,
L06,Sample X270,2420,
L07,Sample X271,2552,
L08,Sample X272,2526,
L09,Sample X273,2425,
L10,Sample X274,2434,
L11,Sample X275,2645,
L12,Sample X276,2409,
L13,Sample X277,2510,
L14,Sample X278,2929,
L15,Sample X279,2972,
L16,Sample X280,2684,
L17,Sample X281,2657,
L18,Sample X282,2603,
L19,Sample X283,2471,
L20,Sample X284,2447,
L21,Sample X285,2373,
L22,Sample X286,2388,
L23,Sample X287,2372,
L24,Sample X288,2612,
M01,Sample X289,2489,
M02,Sample X290,2416,
M03,Sample X291,2491,
M04,Sample X292,2497,
M05,Sample X293,2779,
M06,Sample X294,2504,
M07,Sample X295,2557,
M08,Sample X296,2449,
M09,Sample X297,2288,
M10,Sample X298,2371,
M11,Sample X299,2308,
M12,Sample X300,2314,
M13,Sample X301,2416,
M14,Sample X302,2354,
M15,Sample X303,2442,
M16,Sample X304,2270,
M17,Sample X305,2211,
M18,Sample X306,2510,
M19,Sample X307,2330,
M20,Sample X308,2189,
M21,Sample X309,2359,
M22,Sample X310,2247,
M23,Sample X311,2368,
M24,Sample X312,2475,
N01,Sample X313,2591,
N02,Sample X314,2829,
N03,Sample X315,2851,
N04,Sample X316,2843,
N05,Sample X317,2481,
N06,Sample X318,2531,
N07,Sample X319,2518,
N08,Sample X320,2369,
N09,Sample X321,2354,
N10,Sample X322,2189,
N11,Sample X323,2364,
N12,Sample X324,2295,
N13,Sample X325,1409,
N14,Sample X326,2041,
N15,Sample X327,2233,
N16,Sample X328,2282,
N17,Sample X329,2353,
N18,Sample X330,2295,
N19,Sample X331,2277,
N20,Sample X332,2256,
N21,Sample X333,2357,
N22,Sample X334,2245,
N23,Sample X335,2310,
N24,Sample X336,2419,
O01,Sample X337,2623,
O02,Sample X338,3993,
O03,Sample X339,3827,
O04,Sample X340,3280,
O05,Sample X341,2856,
O06,Sample X342,2528,
O07,Sample X343,2564,
O08,Sample X344,2266,
O09,Sample X345,2309,
O10,Sample X346,2309,
O11,Sample X347,2289,
O12,Sample X348,2276,
O13,Sample X349,1269,
O14,Sample X350,1766,
O15,Sample X351,2064,
O16,Sample X352,2358,
O17,Sample X353,2281,
O18,Sample X354,2356,
O19,Sample X355,2303,
O20,Sample X356,2249,
O21,Sample X357,2149,
O22,Sample X358,2294,
O23,Sample X359,2475,
O24,Sample X360,2443,
P01,Sample X361,2642,
P02,Sample X362,2649,
P03,Sample X363,4305,
P04,Sample X364,2483,
P05,Sample X365,2515,
P06,Sample X366,2492,
P07,Sample X367,2492,
P08,Sample X368,2250,
P09,Sample X369,2409,
P10,Sample X370,2529,
P11,Sample X371,2440,
P12,Sample X372,2317,
P13,Sample X373,2467,
P14,Sample X374,2336,
P15,Sample X375,2472,
P16,Sample X376,2465,
P17,Sample X377,2283,
P18,Sample X378,2481,
P19,Sample X379,2397,
P20,Sample X380,2272,
P21,Sample X381,2473,
P22,Sample X382,2429,
P23,Sample X383,2380,
P24,Sample X384,2630,
