Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,133599,
A02,Sample X2,134080,
A03,Sample X3,129730,
A04,Sample X4,133985,
A05,Sample X5,132594,
A06,Sample X6,140821,
A07,Sample X7,131664,
A08,Sample X8,129166,
A09,Sample X9,3116,
A10,Sample X10,3063,
A11,Sample X11,3146,
A12,Sample X12,3061,
A13,Sample X13,69441,
A14,Sample X14,112388,
A15,Sample X15,114604,
A16,Sample X16,121864,
A17,Sample X17,127631,
A18,Sample X18,127090,
A19,Sample X19,128340,
A20,Sample X20,122450,
A21,Sample X21,130957,
A22,Sample X22,127251,
A23,Sample X23,130677,
A24,Sample X24,125265,
B01,Sample X25,132261,
B02,Sample X26,142798,
B03,Sample X27,132234,
B04,Sample X28,131390,
B05,Sample X29,137357,
B06,Sample X30,133436,
B07,Sample X31,131749,
B08,Sample X32,134118,
B09,Sample X33,102998,
B10,Sample X34,103120,
B11,Sample X35,99691,
B12,Sample X36,99521,
B13,Sample X37,126719,
B14,Sample X38,125727,
B15,Sample X39,135974,
B16,Sample X40,125188,
B17,Sample X41,126605,
B18,Sample X42,135401,
B19,Sample X43,134305,
B20,Sample X44,126463,
B21,Sample X45,126230,
B22,Sample X46,128575,
B23,Sample X47,129084,
B24,Sample X48,128730,
C01,Sample X49,131625,
C02,Sample X50,119967,
C03,Sample X51,131359,
C04,Sample X52,125217,
C05,Sample X53,125496,
C06,Sample X54,137848,
C07,Sample X55,131821,
C08,Sample X56,127056,
C09,Sample X57,133139,
C10,Sample X58,124565,
C11,Sample X59,131036,
C12,Sample X60,133166,
C13,Sample X61,132600,
C14,Sample X62,128302,
C15,Sample X63,132858,
C16,Sample X64,121501,
C17,Sample X65,131808,
C18,Sample X66,127179,
C19,Sample X67,129174,
C20,Sample X68,131713,
C21,Sample X69,131059,
C22,Sample X70,134938,
C23,Sample X71,115046,
C24,Sample X72,127076,
D01,Sample X73,131592,
D02,Sample X74,11560,
D03,Sample X75,104065,
D04,Sample X76,108375,
D05,Sample X77,130990,
D06,Sample X78,135775,
D07,Sample X79,126500,
D08,Sample X80,133681,
D09,Sample X81,118694,
D10,Sample X82,117937,
D11,Sample X83,120776,
D12,Sample X84,127299,
D13,Sample X85,119686,
D14,Sample X86,117750,
D15,Sample X87,117100,
D16,Sample X88,119993,
D17,Sample X89,119507,
D18,Sample X90,110431,
D19,Sample X91,128411,
D20,Sample X92,120890,
D21,Sample X93,121712,
D22,Sample X94,130683,
D23,Sample X95,139704,
D24,Sample X96,130587,
E01,Sample X97,136812,
E02,Sample X98,132855,
E03,Sample X99,128364,
E04,Sample X100,131670,
E05,Sample X101,129039,
E06,Sample X102,131580,
E07,Sample X103,126604,
E08,Sample X104,115524,
E09,Sample X105,122416,
E10,Sample X106,129022,
E11,Sample X107,124980,
E12,Sample X108,113160,
E13,Sample X109,3364,
E14,Sample X110,3380,
E15,Sample X111,3643,
E16,Sample X112,13809,
E17,Sample X113,86307,
E18,Sample X114,106556,
E19,Sample X115,125394,
E20,Sample X116,134177,
E21,Sample X117,127425,
E22,Sample X118,135660,
E23,Sample X119,135719,
E24,Sample X120,132656,
F01,Sample X121,132315,
F02,Sample X122,11321,
F03,Sample X123,88290,
F04,Sample X124,127200,
F05,Sample X125,124157,
F06,Sample X126,114925,
F07,Sample X127,127445,
F08,Sample X128,121799,
F09,Sample X129,115130,
F10,Sample X130,126384,
F11,Sample X131,124064,
