Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,102647,
A02,Sample X2,105406,
A03,Sample X3,107792,
A04,Sample X4,100408,
A05,Sample X5,99073,
A06,Sample X6,101643,
A07,Sample X7,103496,
A08,Sample X8,104404,
A09,Sample X9,1612,
A10,Sample X10,1579,
A11,Sample X11,1597,
A12,Sample X12,1621,
A13,Sample X13,5214,
A14,Sample X14,69459,
A15,Sample X15,97714,
A16,Sample X16,97826,
A17,Sample X17,98423,
A18,Sample X18,106468,
A19,Sample X19,82551,
A20,Sample X20,110344,
A21,Sample X21,114107,
A22,Sample X22,109511,
A23,Sample X23,110207,
A24,Sample X24,106049,
B01,Sample X25,109776,
B02,Sample X26,107709,
B03,Sample X27,111910,
B04,Sample X28,110014,
B05,Sample X29,110396,
B06,Sample X30,101581,
B07,Sample X31,105285,
B08,Sample X32,94516,
B09,Sample X33,81239,
B10,Sample X34,85242,
B11,Sample X35,82594,
B12,Sample X36,78458,
B13,Sample X37,102840,
B14,Sample X38,110033,
B15,Sample X39,107856,
B16,Sample X40,105609,
B17,Sample X41,112843,
B18,Sample X42,93619,
B19,Sample X43,110786,
B20,Sample X44,106501,
B21,Sample X45,112868,
B22,Sample X46,112078,
B23,Sample X47,108473,
B24,Sample X48,108013,
C01,Sample X49,111116,
C02,Sample X50,113783,
C03,Sample X51,114870,
C04,Sample X52,116272,
C05,Sample X53,110100,
C06,Sample X54,105897,
C07,Sample X55,105074,
C08,Sample X56,95286,
C09,Sample X57,111739,
C10,Sample X58,110097,
C11,Sample X59,113363,
C12,Sample X60,90210,
C13,Sample X61,105197,
C14,Sample X62,111602,
C15,Sample X63,112145,
C16,Sample X64,108720,
C17,Sample X65,94484,
C18,Sample X66,108828,
C19,Sample X67,87594,
C20,Sample X68,104064,
C21,Sample X69,113181,
C22,Sample X70,112073,
C23,Sample X71,112486,
C24,Sample X72,109241,
D01,Sample X73,108419,
D02,Sample X74,98023,
D03,Sample X75,102307,
D04,Sample X76,105223,
D05,Sample X77,112126,
D06,Sample X78,112911,
D07,Sample X79,107116,
D08,Sample X80,112230,
D09,Sample X81,115389,
D10,Sample X82,99363,
D11,Sample X83,109262,
D12,Sample X84,111623,
D13,Sample X85,67741,
D14,Sample X86,65170,
D15,Sample X87,93014,
D16,Sample X88,81666,
D17,Sample X89,108656,
D18,Sample X90,90068,
D19,Sample X91,112870,
D20,Sample X92,114171,
D21,Sample X93,109355,
D22,Sample X94,111941,
D23,Sample X95,114324,
D24,Sample X96,112398,
E01,Sample X97,110771,
E02,Sample X98,25113,
E03,Sample X99,100756,
E04,Sample X100,113737,
E05,Sample X101,115592,
E06,Sample X102,110609,
E07,Sample X103,114234,
E08,Sample X104,111787,
E09,Sample X105,89690,
E10,Sample X106,111518,
E11,Sample X107,102991,
