Well,Content,Raw Data (No filter),
K01,Sample X241,224570,
K02,Sample X242,48859,
K03,Sample X243,52605,
K04,Sample X244,54298,
K05,Sample X245,51680,
K06,Sample X246,53619,
K07,Sample X247,56970,
K08,Sample X248,89432,
K09,Sample X249,154539,
K10,Sample X250,194419,
K11,Sample X251,204127,
K12,Sample X252,216672,
K13,Sample X253,212608,
K14,Sample X254,229436,
K15,Sample X255,228735,
K16,Sample X256,226152,
K17,Sample X257,226355,
K18,Sample X258,229509,
K19,Sample X259,243360,
K20,Sample X260,231155,
K21,Sample X261,217267,
K22,Sample X262,226466,
K23,Sample X263,219600,
K24,Sample X264,241381,
L01,Sample X265,226885,
L02,Sample X266,2370,
L03,Sample X267,2174,
L04,Sample X268,2234,
L05,Sample X269,70510,
L06,Sample X270,136565,
L07,Sample X271,182108,
L08,Sample X272,199816,
L09,Sample X273,217650,
L10,Sample X274,230791,
L11,Sample X275,218000,
L12,Sample X276,203435,
L13,Sample X277,188456,
L14,Sample X278,179592,
L15,Sample X279,211729,
L16,Sample X280,229172,
L17,Sample X281,209706,
L18,Sample X282,218188,
L19,Sample X283,213189,
L20,Sample X284,209864,
L21,Sample X285,216275,
L22,Sample X286,210790,
L23,Sample X287,216884,
L24,Sample X288,239551,
M01,Sample X289,226775,
M02,Sample X290,225610,
M03,Sample X291,198112,
M04,Sample X292,236570,
M05,Sample X293,220327,
M06,Sample X294,230548,
M07,Sample X295,218408,
M08,Sample X296,214103,
M09,Sample X297,221947,
M10,Sample X298,238169,
M11,Sample X299,215555,
M12,Sample X300,211954,
M13,Sample X301,20081,
M14,Sample X302,60822,
M15,Sample X303,127796,
M16,Sample X304,172488,
M17,Sample X305,188150,
M18,Sample X306,203505,
M19,Sample X307,219774,
M20,Sample X308,222691,
M21,Sample X309,245863,
M22,Sample X310,219372,
M23,Sample X311,215830,
M24,Sample X312,225707,
N01,Sample X313,219660,
N02,Sample X314,197301,
N03,Sample X315,204087,
N04,Sample X316,210754,
N05,Sample X317,199987,
N06,Sample X318,217699,
N07,Sample X319,170366,
N08,Sample X320,165783,
N09,Sample X321,195393,
N10,Sample X322,191191,
N11,Sample X323,201767,
N12,Sample X324,225385,
N13,Sample X325,138151,
N14,Sample X326,158214,
N15,Sample X327,195972,
N16,Sample X328,192041,
N17,Sample X329,201589,
N18,Sample X330,224562,
N19,Sample X331,236379,
N20,Sample X332,228868,
N21,Sample X333,226580,
N22,Sample X334,205701,
N23,Sample X335,202815,
N24,Sample X336,236455,
O01,Sample X337,227558,
O02,Sample X338,31282,
O03,Sample X339,74521,
O04,Sample X340,121220,
O05,Sample X341,174925,
O06,Sample X342,182100,
O07,Sample X343,202336,
O08,Sample X344,210269,
O09,Sample X345,221993,
O10,Sample X346,229321,
O11,Sample X347,214807,
O12,Sample X348,237027,
O13,Sample X349,233747,
O14,Sample X350,223418,
O15,Sample X351,225678,
O16,Sample X352,232696,
O17,Sample X353,251128,
O18,Sample X354,232952,
O19,Sample X355,236129,
O20,Sample X356,230230,
O21,Sample X357,210196,
O22,Sample X358,208506,
O23,Sample X359,224141,
O24,Sample X360,239749,
P01,Sample X361,244291,
P02,Sample X362,238854,
P03,Sample X363,218846,
P04,Sample X364,239532,
P05,Sample X365,231808,
P06,Sample X366,227839,
P07,Sample X367,230106,
P08,Sample X368,228510,
P09,Sample X369,223488,
P10,Sample X370,229942,
P11,Sample X371,239658,
P12,Sample X372,245688,
P13,Sample X373,229890,
P14,Sample X374,210414,
P15,Sample X375,240647,
P16,Sample X376,219890,
P17,Sample X377,233943,
P18,Sample X378,205310,
P19,Sample X379,254033,
P20,Sample X380,238613,
P21,Sample X381,206897,
P22,Sample X382,230729,
P23,Sample X383,222625,
P24,Sample X384,243253,
