Well,Content,Raw Data (No filter),
A01,Sample X1,246666,
A02,Sample X2,228333,
A03,Sample X3,219520,
A04,Sample X4,218531,
A05,Sample X5,212689,
A06,Sample X6,232435,
A07,Sample X7,216162,
A08,Sample X8,234314,
A09,Sample X9,283,
A10,Sample X10,241,
A11,Sample X11,205,
A12,Sample X12,224,
A13,Sample X13,70940,
A14,Sample X14,182900,
A15,Sample X15,195159,
A16,Sample X16,224146,
A17,Sample X17,205680,
A18,Sample X18,179496,
A19,Sample X19,215830,
A20,Sample X20,212095,
A21,Sample X21,224451,
A22,Sample X22,216994,
A23,Sample X23,228974,
A24,Sample X24,226854,
B01,Sample X25,222276,
B02,Sample X26,249622,
B03,Sample X27,213053,
B04,Sample X28,222284,
B05,Sample X29,200514,
B06,Sample X30,201030,
B07,Sample X31,200581,
B08,Sample X32,212368,
B09,Sample X33,10810,
B10,Sample X34,9479,
B11,Sample X35,9578,
B12,Sample X36,9275,
B13,Sample X37,21457,
B14,Sample X38,30112,
B15,Sample X39,55486,
B16,Sample X40,108241,
B17,Sample X41,161658,
B18,Sample X42,194606,
B19,Sample X43,207830,
B20,Sample X44,193850,
B21,Sample X45,203310,
B22,Sample X46,192135,
B23,Sample X47,235662,
B24,Sample X48,223433,
C01,Sample X49,234445,
C02,Sample X50,52162,
C03,Sample X51,88725,
C04,Sample X52,126314,
C05,Sample X53,173247,
C06,Sample X54,190004,
C07,Sample X55,207873,
C08,Sample X56,216029,
C09,Sample X57,216457,
C10,Sample X58,215203,
C11,Sample X59,218692,
C12,Sample X60,234382,
C13,Sample X61,19872,
C14,Sample X62,18730,
C15,Sample X63,41776,
C16,Sample X64,75961,
C17,Sample X65,113708,
C18,Sample X66,99270,
C19,Sample X67,146858,
C20,Sample X68,206946,
C21,Sample X69,206875,
C22,Sample X70,193659,
C23,Sample X71,200309,
C24,Sample X72,224296,
D01,Sample X73,245097,
D02,Sample X74,105282,
D03,Sample X75,136314,
D04,Sample X76,174636,
D05,Sample X77,187951,
D06,Sample X78,206739,
D07,Sample X79,209701,
D08,Sample X80,194284,
D09,Sample X81,210826,
D10,Sample X82,212400,
D11,Sample X83,219998,
D12,Sample X84,226700,
D13,Sample X85,177089,
D14,Sample X86,190196,
D15,Sample X87,206114,
D16,Sample X88,200128,
D17,Sample X89,219370,
D18,Sample X90,207870,
D19,Sample X91,197951,
D20,Sample X92,220702,
D21,Sample X93,210044,
D22,Sample X94,200644,
D23,Sample X95,204420,
D24,Sample X96,223598,
E01,Sample X97,218954,
E02,Sample X98,79419,
E03,Sample X99,98652,
E04,Sample X100,147620,
E05,Sample X101,171277,
E06,Sample X102,202736,
E07,Sample X103,216562,
E08,Sample X104,202926,
E09,Sample X105,213770,
E10,Sample X106,207827,
E11,Sample X107,219811,
E12,Sample X108,223046,
E13,Sample X109,63788,
E14,Sample X110,104576,
E15,Sample X111,147893,
E16,Sample X112,186128,
E17,Sample X113,213662,
E18,Sample X114,202349,
E19,Sample X115,209629,
E20,Sample X116,206619,
E21,Sample X117,206370,
E22,Sample X118,213655,
E23,Sample X119,225730,
E24,Sample X120,216778,
F01,Sample X121,257399,
F02,Sample X122,7723,
F03,Sample X123,19107,
F04,Sample X124,42330,
F05,Sample X125,96769,
F06,Sample X126,161593,
F07,Sample X127,209337,
F08,Sample X128,221118,
F09,Sample X129,218503,
F10,Sample X130,212617,
F11,Sample X131,213340,
F12,Sample X132,214483,
F13,Sample X133,137964,
F14,Sample X134,192870,
F15,Sample X135,229889,
F16,Sample X136,227470,
F17,Sample X137,232116,
F18,Sample X138,232823,
F19,Sample X139,230266,
F20,Sample X140,223325,
F21,Sample X141,223221,
F22,Sample X142,215839,
F23,Sample X143,216884,
F24,Sample X144,213220,
G01,Sample X145,257347,
G02,Sample X146,95501,
G03,Sample X147,164068,
G04,Sample X148,194536,
G05,Sample X149,218583,
G06,Sample X150,181736,
G07,Sample X151,177968,
G08,Sample X152,234104,
G09,Sample X153,244916,
G10,Sample X154,237588,
G11,Sample X155,230798,
G12,Sample X156,225479,
G13,Sample X157,29998,
G14,Sample X158,38676,
G15,Sample X159,40553,
G16,Sample X160,37393,
G17,Sample X161,35938,
G18,Sample X162,41318,
G19,Sample X163,62452,
G20,Sample X164,107052,
G21,Sample X165,180536,
G22,Sample X166,187542,
G23,Sample X167,205891,
G24,Sample X168,215004,
H01,Sample X169,246651,
H02,Sample X170,211443,
H03,Sample X171,233187,
H04,Sample X172,253596,
H05,Sample X173,237992,
H06,Sample X174,173944,
H07,Sample X175,213398,
H08,Sample X176,184026,
H09,Sample X177,220101,
H10,Sample X178,211549,
H11,Sample X179,223585,
H12,Sample X180,234338,
H13,Sample X181,78290,
H14,Sample X182,138856,
H15,Sample X183,211934,
H16,Sample X184,242214,
H17,Sample X185,266952,
H18,Sample X186,250078,
H19,Sample X187,226823,
H20,Sample X188,224561,
H21,Sample X189,231156,
H22,Sample X190,226687,
H23,Sample X191,229182,
H24,Sample X192,231712,
I01,Sample X193,268351,
I02,Sample X194,172728,
I03,Sample X195,195056,
I04,Sample X196,196510,
I05,Sample X197,172573,
I06,Sample X198,181629,
I07,Sample X199,184641,
I08,Sample X200,190276,
I09,Sample X201,214942,
I10,Sample X202,217188,
I11,Sample X203,228020,
I12,Sample X204,227876,
I13,Sample X205,4194,
I14,Sample X206,5117,
I15,Sample X207,10195,
I16,Sample X208,12449,
I17,Sample X209,14433,
I18,Sample X210,17588,
I19,Sample X211,26872,
I20,Sample X212,70577,
I21,Sample X213,164669,
I22,Sample X214,211001,
I23,Sample X215,223710,
I24,Sample X216,218143,
J01,Sample X217,248191,
J02,Sample X218,3518,
J03,Sample X219,16794,
J04,Sample X220,34242,
J05,Sample X221,35951,
J06,Sample X222,31331,
J07,Sample X223,29740,
J08,Sample X224,36669,
J09,Sample X225,69421,
J10,Sample X226,143438,
J11,Sample X227,210648,
J12,Sample X228,214011,
J13,Sample X229,27856,
J14,Sample X230,33801,
J15,Sample X231,39541,
J16,Sample X232,42781,
J17,Sample X233,57006,
J18,Sample X234,72111,
J19,Sample X235,121113,
J20,Sample X236,163062,
J21,Sample X237,195956,
J22,Sample X238,223463,
J23,Sample X239,210245,
J24,Sample X240,239194,
