Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,116449,
A02,Sample X2,98663,
A03,Sample X3,109441,
A04,Sample X4,129578,
A05,Sample X5,132612,
A06,Sample X6,128697,
A07,Sample X7,135525,
A08,Sample X8,133994,
A09,Sample X9,2965,
A10,Sample X10,2677,
A11,Sample X11,2847,
A12,Sample X12,2320,
A13,Sample X13,32190,
A14,Sample X14,66260,
A15,Sample X15,109043,
A16,Sample X16,114517,
A17,Sample X17,126607,
A18,Sample X18,70500,
A19,Sample X19,85895,
A20,Sample X20,126573,
A21,Sample X21,125792,
A22,Sample X22,126745,
A23,Sample X23,131083,
A24,Sample X24,130916,
B01,Sample X25,120011,
B02,Sample X26,123797,
B03,Sample X27,124776,
B04,Sample X28,120202,
B05,Sample X29,121830,
B06,Sample X30,106091,
B07,Sample X31,111047,
B08,Sample X32,116825,
B09,Sample X33,106669,
B10,Sample X34,99980,
B11,Sample X35,96295,
B12,Sample X36,101895,
B13,Sample X37,97737,
B14,Sample X38,93550,
B15,Sample X39,105209,
B16,Sample X40,93514,
B17,Sample X41,117579,
B18,Sample X42,112465,
B19,Sample X43,120845,
B20,Sample X44,116642,
B21,Sample X45,119147,
B22,Sample X46,129119,
B23,Sample X47,127659,
B24,Sample X48,126623,
C01,Sample X49,127566,
C02,Sample X50,3219,
C03,Sample X51,3974,
C04,Sample X52,66974,
C05,Sample X53,93286,
C06,Sample X54,119108,
C07,Sample X55,110979,
C08,Sample X56,134832,
C09,Sample X57,112335,
C10,Sample X58,90725,
C11,Sample X59,95325,
C12,Sample X60,92666,
C13,Sample X61,43381,
C14,Sample X62,122410,
C15,Sample X63,110456,
C16,Sample X64,108082,
C17,Sample X65,105704,
C18,Sample X66,106874,
C19,Sample X67,102331,
C20,Sample X68,96061,
C21,Sample X69,116414,
C22,Sample X70,120202,
C23,Sample X71,121733,
C24,Sample X72,123007,
D01,Sample X73,126172,
D02,Sample X74,19536,
D03,Sample X75,45607,
D04,Sample X76,104855,
D05,Sample X77,110360,
D06,Sample X78,113680,
D07,Sample X79,110911,
D08,Sample X80,103949,
D09,Sample X81,94561,
D10,Sample X82,112721,
D11,Sample X83,102361,
D12,Sample X84,87241,
D13,Sample X85,71584,
D14,Sample X86,91886,
D15,Sample X87,85574,
D16,Sample X88,101735,
D17,Sample X89,110561,
D18,Sample X90,100824,
D19,Sample X91,88747,
D20,Sample X92,115559,
D21,Sample X93,100410,
D22,Sample X94,109804,
D23,Sample X95,121549,
D24,Sample X96,122611,
E01,Sample X97,127131,
E02,Sample X98,98571,
E03,Sample X99,112270,
E04,Sample X100,120095,
E05,Sample X101,123348,
E06,Sample X102,119417,
E07,Sample X103,104527,
E08,Sample X104,106531,
E09,Sample X105,95030,
E10,Sample X106,115441,
E11,Sample X107,111941,
E12,Sample X108,83638,
E13,Sample X109,3251,
E14,Sample X110,3239,
E15,Sample X111,3268,
E16,Sample X112,3236,
E17,Sample X113,3220,
E18,Sample X114,3206,
E19,Sample X115,3090,
E20,Sample X116,73059,
E21,Sample X117,109511,
E22,Sample X118,117083,
E23,Sample X119,123260,
