Well,Content,Raw Data (No filter),
A01,Sample X1,187926,
A02,Sample X2,173204,
A03,Sample X3,167956,
A04,Sample X4,162719,
A05,Sample X5,175248,
A06,Sample X6,168007,
A07,Sample X7,176278,
A08,Sample X8,167393,
A09,Sample X9,265,
A10,Sample X10,177,
A11,Sample X11,167,
A12,Sample X12,182,
A13,Sample X13,11506,
A14,Sample X14,102057,
A15,Sample X15,157270,
A16,Sample X16,169182,
A17,Sample X17,168739,
A18,Sample X18,184183,
A19,Sample X19,174637,
A20,Sample X20,178382,
A21,Sample X21,154910,
A22,Sample X22,174417,
A23,Sample X23,175793,
A24,Sample X24,193797,
B01,Sample X25,157429,
B02,Sample X26,160588,
B03,Sample X27,157468,
B04,Sample X28,160593,
B05,Sample X29,145685,
B06,Sample X30,166262,
B07,Sample X31,173532,
B08,Sample X32,174050,
B09,Sample X33,8983,
B10,Sample X34,9050,
B11,Sample X35,8474,
B12,Sample X36,9012,
B13,Sample X37,16845,
B14,Sample X38,26775,
B15,Sample X39,50893,
B16,Sample X40,76850,
B17,Sample X41,115032,
B18,Sample X42,159925,
B19,Sample X43,169296,
B20,Sample X44,162435,
B21,Sample X45,166977,
B22,Sample X46,174156,
B23,Sample X47,162368,
B24,Sample X48,168642,
C01,Sample X49,165674,
C02,Sample X50,108518,
C03,Sample X51,125640,
C04,Sample X52,137932,
C05,Sample X53,160332,
C06,Sample X54,162842,
C07,Sample X55,176466,
C08,Sample X56,155281,
C09,Sample X57,173303,
C10,Sample X58,181092,
C11,Sample X59,187178,
C12,Sample X60,150835,
C13,Sample X61,129314,
C14,Sample X62,150913,
C15,Sample X63,149651,
C16,Sample X64,157937,
C17,Sample X65,174046,
C18,Sample X66,177959,
C19,Sample X67,159107,
C20,Sample X68,169076,
C21,Sample X69,175580,
C22,Sample X70,182631,
C23,Sample X71,164251,
C24,Sample X72,183220,
D01,Sample X73,144700,
D02,Sample X74,11624,
D03,Sample X75,17203,
D04,Sample X76,23288,
D05,Sample X77,32994,
D06,Sample X78,50499,
D07,Sample X79,67629,
D08,Sample X80,102679,
D09,Sample X81,155731,
D10,Sample X82,163877,
D11,Sample X83,165199,
D12,Sample X84,179579,
D13,Sample X85,153476,
D14,Sample X86,158408,
D15,Sample X87,167375,
D16,Sample X88,167504,
D17,Sample X89,165896,
D18,Sample X90,168452,
D19,Sample X91,175105,
D20,Sample X92,169312,
D21,Sample X93,169162,
D22,Sample X94,180273,
D23,Sample X95,184779,
D24,Sample X96,184978,
E01,Sample X97,158240,
E02,Sample X98,65505,
E03,Sample X99,83725,
E04,Sample X100,112537,
E05,Sample X101,142520,
E06,Sample X102,156742,
E07,Sample X103,186111,
E08,Sample X104,176567,
E09,Sample X105,172649,
E10,Sample X106,178933,
E11,Sample X107,176576,
E12,Sample X108,154152,
E13,Sample X109,31382,
E14,Sample X110,72266,
E15,Sample X111,113156,
E16,Sample X112,143814,
E17,Sample X113,157727,
E18,Sample X114,168705,
E19,Sample X115,171722,
E20,Sample X116,191246,
E21,Sample X117,174808,
E22,Sample X118,168010,
E23,Sample X119,179459,
E24,Sample X120,188642,
F01,Sample X121,187632,
F02,Sample X122,124506,
F03,Sample X123,147538,
F04,Sample X124,158847,
F05,Sample X125,162076,
F06,Sample X126,169542,
F07,Sample X127,168839,
F08,Sample X128,176765,
F09,Sample X129,175763,
F10,Sample X130,168011,
F11,Sample X131,166142,
F12,Sample X132,138243,
F13,Sample X133,2454,
F14,Sample X134,2023,
F15,Sample X135,126126,
F16,Sample X136,121254,
F17,Sample X137,149858,
F18,Sample X138,177894,
F19,Sample X139,168717,
F20,Sample X140,171039,
F21,Sample X141,165649,
F22,Sample X142,167007,
F23,Sample X143,190941,
F24,Sample X144,171446,
G01,Sample X145,186990,
G02,Sample X146,1781,
G03,Sample X147,1825,
G04,Sample X148,2040,
G05,Sample X149,45362,
G06,Sample X150,101418,
G07,Sample X151,135986,
G08,Sample X152,173726,
G09,Sample X153,182677,
G10,Sample X154,192335,
G11,Sample X155,164690,
G12,Sample X156,166627,
G13,Sample X157,125010,
