Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,125251,
A02,Sample X2,127857,
A03,Sample X3,124450,
A04,Sample X4,129839,
A05,Sample X5,127820,
A06,Sample X6,125484,
A07,Sample X7,124301,
A08,Sample X8,132392,
A09,Sample X9,1718,
A10,Sample X10,1737,
A11,Sample X11,1688,
A12,Sample X12,1722,
A13,Sample X13,51695,
A14,Sample X14,110574,
A15,Sample X15,104224,
A16,Sample X16,116240,
A17,Sample X17,118833,
A18,Sample X18,125786,
A19,Sample X19,126277,
A20,Sample X20,126222,
A21,Sample X21,129232,
A22,Sample X22,132400,
A23,Sample X23,129130,
A24,Sample X24,120849,
B01,Sample X25,129077,
B02,Sample X26,131739,
B03,Sample X27,133233,
B04,Sample X28,132508,
B05,Sample X29,131710,
B06,Sample X30,130086,
B07,Sample X31,133158,
B08,Sample X32,129114,
B09,Sample X33,122280,
B10,Sample X34,121758,
B11,Sample X35,116387,
B12,Sample X36,118366,
B13,Sample X37,118858,
B14,Sample X38,123180,
B15,Sample X39,123946,
B16,Sample X40,123235,
B17,Sample X41,123984,
B18,Sample X42,128441,
B19,Sample X43,127115,
B20,Sample X44,126312,
B21,Sample X45,128196,
B22,Sample X46,130917,
B23,Sample X47,133591,
B24,Sample X48,122042,
C01,Sample X49,134963,
C02,Sample X50,135148,
C03,Sample X51,134431,
C04,Sample X52,129538,
C05,Sample X53,132037,
C06,Sample X54,135928,
C07,Sample X55,133443,
C08,Sample X56,130891,
C09,Sample X57,128492,
C10,Sample X58,131634,
C11,Sample X59,135725,
C12,Sample X60,129589,
C13,Sample X61,130559,
C14,Sample X62,107587,
C15,Sample X63,135697,
C16,Sample X64,126432,
C17,Sample X65,135858,
C18,Sample X66,133795,
C19,Sample X67,131308,
C20,Sample X68,131394,
C21,Sample X69,137180,
C22,Sample X70,133971,
C23,Sample X71,137027,
C24,Sample X72,131161,
D01,Sample X73,138711,
D02,Sample X74,115167,
D03,Sample X75,126538,
D04,Sample X76,128001,
D05,Sample X77,134712,
D06,Sample X78,130063,
D07,Sample X79,130894,
D08,Sample X80,128915,
D09,Sample X81,132051,
D10,Sample X82,126137,
D11,Sample X83,129674,
D12,Sample X84,118935,
D13,Sample X85,122504,
D14,Sample X86,125381,
D15,Sample X87,106143,
D16,Sample X88,129929,
D17,Sample X89,133654,
D18,Sample X90,126025,
D19,Sample X91,133793,
D20,Sample X92,134688,
D21,Sample X93,134220,
D22,Sample X94,136346,
D23,Sample X95,131004,
D24,Sample X96,130515,
E01,Sample X97,139711,
E02,Sample X98,158352,
E03,Sample X99,155346,
E04,Sample X100,148624,
E05,Sample X101,145865,
