Well,Content,Raw Data (No filter),
O12,Sample X348,2496,
O13,Sample X349,1402,
O14,Sample X350,2049,
O15,Sample X351,2164,
O16,Sample X352,2321,
O17,Sample X353,2380,
O18,Sample X354,2520,
O19,Sample X355,2479,
O20,Sample X356,2635,
O21,Sample X357,2456,
O22,Sample X358,2544,
O23,Sample X359,2545,
O24,Sample X360,2770,
P01,Sample X361,3146,
P02,Sample X362,3053,
P03,Sample X363,2673,
P04,Sample X364,2710,
P05,Sample X365,2837,
P06,Sample X366,2576,
P07,Sample X367,2623,
P08,Sample X368,2654,
P09,Sample X369,2590,
P10,Sample X370,2513,
P11,Sample X371,2511,
P12,Sample X372,2565,
P13,Sample X373,2521,
P14,Sample X374,2587,
P15,Sample X375,2618,
P16,Sample X376,2568,
P17,Sample X377,2659,
P18,Sample X378,2634,
P19,Sample X379,2621,
P20,Sample X380,2645,
P21,Sample X381,2731,
P22,Sample X382,2672,
P23,Sample X383,2652,
P24,Sample X384,3311,
