Well,Content,Raw Data (No filter),
A01,Sample X1,2258,
A02,Sample X2,2055,
A03,Sample X3,2186,
A04,Sample X4,2171,
A05,Sample X5,2202,
A06,Sample X6,2440,
A07,Sample X7,2207,
A08,Sample X8,2029,
A09,Sample X9,97,
A10,Sample X10,95,
A11,Sample X11,112,
A12,Sample X12,131,
A13,Sample X13,781,
A14,Sample X14,1791,
A15,Sample X15,2140,
A16,Sample X16,2049,
A17,Sample X17,1978,
A18,Sample X18,2116,
A19,Sample X19,2147,
A20,Sample X20,2093,
A21,Sample X21,2015,
A22,Sample X22,2174,
A23,Sample X23,2152,
A24,Sample X24,2322,
B01,Sample X25,2390,
B02,Sample X26,2216,
B03,Sample X27,2037,
B04,Sample X28,2202,
B05,Sample X29,2222,
B06,Sample X30,2206,
B07,Sample X31,2009,
B08,Sample X32,2032,
B09,Sample X33,10713,
B10,Sample X34,11370,
B11,Sample X35,10891,
B12,Sample X36,10865,
B13,Sample X37,11323,
B14,Sample X38,9771,
B15,Sample X39,6728,
B16,Sample X40,5659,
B17,Sample X41,3654,
B18,Sample X42,2621,
B19,Sample X43,2279,
B20,Sample X44,2019,
B21,Sample X45,2082,
B22,Sample X46,1971,
B23,Sample X47,1955,
B24,Sample X48,2149,
C01,Sample X49,2475,
C02,Sample X50,1031,
C03,Sample X51,1627,
C04,Sample X52,2142,
C05,Sample X53,2277,
C06,Sample X54,2226,
C07,Sample X55,2298,
C08,Sample X56,2144,
C09,Sample X57,2181,
C10,Sample X58,1926,
C11,Sample X59,2248,
C12,Sample X60,1981,
C13,Sample X61,8881,
C14,Sample X62,11338,
C15,Sample X63,11182,
C16,Sample X64,9326,
C17,Sample X65,7869,
C18,Sample X66,4760,
C19,Sample X67,2889,
C20,Sample X68,2060,
C21,Sample X69,2008,
C22,Sample X70,2131,
C23,Sample X71,2076,
C24,Sample X72,2025,
D01,Sample X73,2708,
D02,Sample X74,1591,
D03,Sample X75,1516,
D04,Sample X76,1504,
D05,Sample X77,1791,
D06,Sample X78,2192,
D07,Sample X79,2127,
D08,Sample X80,2136,
D09,Sample X81,2140,
D10,Sample X82,1999,
D11,Sample X83,2148,
D12,Sample X84,2033,
D13,Sample X85,4961,
D14,Sample X86,5847,
D15,Sample X87,7338,
D16,Sample X88,9485,
D17,Sample X89,9486,
D18,Sample X90,10237,
D19,Sample X91,10647,
D20,Sample X92,11460,
D21,Sample X93,9153,
D22,Sample X94,4102,
D23,Sample X95,2065,
D24,Sample X96,2435,
E01,Sample X97,3006,
E02,Sample X98,1469,
E03,Sample X99,1570,
E04,Sample X100,1989,
E05,Sample X101,2546,
E06,Sample X102,2429,
E07,Sample X103,2428,
E08,Sample X104,2390,
E09,Sample X105,2162,
E10,Sample X106,2078,
E11,Sample X107,2172,
E12,Sample X108,2160,
E13,Sample X109,798,
E14,Sample X110,838,
E15,Sample X111,936,
E16,Sample X112,1032,
E17,Sample X113,1239,
E18,Sample X114,1379,
E19,Sample X115,1516,
E20,Sample X116,1601,
E21,Sample X117,1472,
E22,Sample X118,1802,
E23,Sample X119,2115,
E24,Sample X120,2103,
F01,Sample X121,3747,
F02,Sample X122,1670,
F03,Sample X123,1242,
F04,Sample X124,2133,
F05,Sample X125,3630,
F06,Sample X126,3394,
