Well,Content,Raw Data (No filter),
F07,Sample X127,2846,
F08,Sample X128,2506,
F09,Sample X129,2327,
F10,Sample X130,2119,
F11,Sample X131,2118,
F12,Sample X132,2583,
F13,Sample X133,1343,
F14,Sample X134,1646,
F15,Sample X135,3335,
F16,Sample X136,3592,
F17,Sample X137,3021,
F18,Sample X138,2743,
F19,Sample X139,2190,
F20,Sample X140,2129,
F21,Sample X141,2114,
F22,Sample X142,1898,
F23,Sample X143,1893,
F24,Sample X144,2198,
G01,Sample X145,5487,
G02,Sample X146,6623,
G03,Sample X147,5447,
G04,Sample X148,4200,
G05,Sample X149,3565,
G06,Sample X150,2935,
G07,Sample X151,2689,
G08,Sample X152,2348,
G09,Sample X153,2323,
G10,Sample X154,2038,
G11,Sample X155,2090,
G12,Sample X156,3279,
G13,Sample X157,1145,
G14,Sample X158,1891,
G15,Sample X159,3409,
G16,Sample X160,5808,
G17,Sample X161,8954,
G18,Sample X162,8728,
G19,Sample X163,6780,
G20,Sample X164,3774,
G21,Sample X165,2312,
G22,Sample X166,2147,
G23,Sample X167,2076,
G24,Sample X168,2301,
H01,Sample X169,6385,
H02,Sample X170,10035,
H03,Sample X171,8721,
H04,Sample X172,9921,
H05,Sample X173,10593,
H06,Sample X174,11538,
H07,Sample X175,11811,
H08,Sample X176,11855,
H09,Sample X177,8187,
H10,Sample X178,3718,
H11,Sample X179,2401,
H12,Sample X180,2689,
H13,Sample X181,5643,
H14,Sample X182,7119,
H15,Sample X183,9195,
H16,Sample X184,8264,
H17,Sample X185,6634,
H18,Sample X186,4824,
H19,Sample X187,3259,
H20,Sample X188,2328,
H21,Sample X189,2008,
H22,Sample X190,2031,
H23,Sample X191,2074,
H24,Sample X192,2057,
I01,Sample X193,7868,
I02,Sample X194,10195,
I03,Sample X195,9581,
I04,Sample X196,8647,
I05,Sample X197,7203,
I06,Sample X198,5829,
I07,Sample X199,3892,
I08,Sample X200,2851,
I09,Sample X201,2479,
I10,Sample X202,2036,
I11,Sample X203,2244,
I12,Sample X204,2190,
I13,Sample X205,839,
I14,Sample X206,799,
I15,Sample X207,809,
I16,Sample X208,958,
I17,Sample X209,1257,
I18,Sample X210,1315,
I19,Sample X211,1542,
I20,Sample X212,1633,
I21,Sample X213,1677,
I22,Sample X214,1743,
I23,Sample X215,2000,
I24,Sample X216,2180,
J01,Sample X217,6920,
J02,Sample X218,3345,
J03,Sample X219,3256,
J04,Sample X220,3811,
J05,Sample X221,3944,
J06,Sample X222,4230,
J07,Sample X223,3966,
J08,Sample X224,2952,
J09,Sample X225,2435,
J10,Sample X226,2219,
J11,Sample X227,2066,
J12,Sample X228,2175,
J13,Sample X229,1729,
J14,Sample X230,3767,
J15,Sample X231,3266,
J16,Sample X232,2535,
J17,Sample X233,2358,
J18,Sample X234,2329,
J19,Sample X235,2146,
J20,Sample X236,2121,
J21,Sample X237,2052,
J22,Sample X238,2140,
J23,Sample X239,2119,
J24,Sample X240,2269,
K01,Sample X241,4951,
K02,Sample X242,5534,
K03,Sample X243,5358,
K04,Sample X244,4576,
K05,Sample X245,4115,
K06,Sample X246,3274,
K07,Sample X247,2655,
K08,Sample X248,2383,
K09,Sample X249,2262,
K10,Sample X250,2417,
K11,Sample X251,2250,
K12,Sample X252,2639,
K13,Sample X253,6970,
K14,Sample X254,4625,
K15,Sample X255,2719,
K16,Sample X256,2626,
K17,Sample X257,2256,
K18,Sample X258,2057,
K19,Sample X259,2313,
K20,Sample X260,1999,
K21,Sample X261,2093,
K22,Sample X262,2094,
K23,Sample X263,2087,
K24,Sample X264,2114,
L01,Sample X265,3796,
L02,Sample X266,363,
L03,Sample X267,476,
L04,Sample X268,566,
L05,Sample X269,2163,
L06,Sample X270,2377,
L07,Sample X271,2403,
L08,Sample X272,2261,
L09,Sample X273,2217,
L10,Sample X274,2313,
L11,Sample X275,2565,
L12,Sample X276,3101,
L13,Sample X277,3781,
L14,Sample X278,6845,
L15,Sample X279,6934,
L16,Sample X280,4137,
L17,Sample X281,2810,
L18,Sample X282,2315,
L19,Sample X283,2296,
L20,Sample X284,2035,
L21,Sample X285,2351,
L22,Sample X286,2105,
L23,Sample X287,1937,
L24,Sample X288,2206,
M01,Sample X289,3249,
M02,Sample X290,2099,
M03,Sample X291,2401,
M04,Sample X292,2546,
M05,Sample X293,2448,
M06,Sample X294,2247,
M07,Sample X295,2191,
M08,Sample X296,2245,
M09,Sample X297,2311,
M10,Sample X298,2331,
M11,Sample X299,2487,
M12,Sample X300,3616,
M13,Sample X301,7377,
M14,Sample X302,6003,
M15,Sample X303,4755,
M16,Sample X304,3908,
M17,Sample X305,2909,
M18,Sample X306,2383,
M19,Sample X307,2343,
M20,Sample X308,2307,
M21,Sample X309,2063,
M22,Sample X310,2086,
M23,Sample X311,2129,
M24,Sample X312,2178,
N01,Sample X313,2636,
N02,Sample X314,2552,
N03,Sample X315,2371,
N04,Sample X316,2297,
N05,Sample X317,2387,
N06,Sample X318,2216,
N07,Sample X319,2199,
N08,Sample X320,2029,
N09,Sample X321,2179,
N10,Sample X322,2219,
N11,Sample X323,2483,
N12,Sample X324,3039,
N13,Sample X325,1165,
N14,Sample X326,1607,
N15,Sample X327,2164,
N16,Sample X328,2794,
N17,Sample X329,2571,
N18,Sample X330,2449,
N19,Sample X331,2277,
N20,Sample X332,2167,
N21,Sample X333,2095,
N22,Sample X334,2149,
N23,Sample X335,2054,
N24,Sample X336,2368,
O01,Sample X337,2563,
O02,Sample X338,2199,
O03,Sample X339,2303,
O04,Sample X340,2259,
O05,Sample X341,2209,
O06,Sample X342,2148,
O07,Sample X343,2081,
O08,Sample X344,2007,
O09,Sample X345,2222,
O10,Sample X346,2132,
O11,Sample X347,2253,
O12,Sample X348,2632,
O13,Sample X349,2880,
O14,Sample X350,2856,
O15,Sample X351,2685,
O16,Sample X352,2580,
O17,Sample X353,2344,
O18,Sample X354,2291,
O19,Sample X355,2202,
O20,Sample X356,2108,
O21,Sample X357,2162,
O22,Sample X358,1986,
O23,Sample X359,2194,
O24,Sample X360,2287,
P01,Sample X361,2636,
P02,Sample X362,2489,
P03,Sample X363,2319,
P04,Sample X364,2368,
P05,Sample X365,2306,
P06,Sample X366,2283,
P07,Sample X367,2274,
P08,Sample X368,2232,
P09,Sample X369,2174,
P10,Sample X370,2099,
P11,Sample X371,2420,
P12,Sample X372,2354,
P13,Sample X373,2613,
P14,Sample X374,2607,
P15,Sample X375,2504,
P16,Sample X376,2466,
P17,Sample X377,2494,
P18,Sample X378,2234,
P19,Sample X379,2202,
P20,Sample X380,2065,
P21,Sample X381,2204,
P22,Sample X382,2103,
P23,Sample X383,2127,
P24,Sample X384,2313,
