Well,Content,Raw Data (No filter),
A01,Sample X1,253409,
A02,Sample X2,242672,
A03,Sample X3,205291,
A04,Sample X4,203565,
A05,Sample X5,217086,
A06,Sample X6,236670,
A07,Sample X7,210481,
A08,Sample X8,204169,
A09,Sample X9,291,
A10,Sample X10,214,
A11,Sample X11,209,
A12,Sample X12,190,
A13,Sample X13,64462,
A14,Sample X14,155593,
A15,Sample X15,197741,
A16,Sample X16,201661,
A17,Sample X17,186970,
A18,Sample X18,192331,
A19,Sample X19,196594,
A20,Sample X20,212878,
A21,Sample X21,187397,
A22,Sample X22,202731,
A23,Sample X23,223601,
A24,Sample X24,239491,
B01,Sample X25,210257,
B02,Sample X26,216782,
B03,Sample X27,211905,
B04,Sample X28,214271,
B05,Sample X29,235602,
B06,Sample X30,234512,
B07,Sample X31,240743,
B08,Sample X32,208974,
B09,Sample X33,8708,
B10,Sample X34,10006,
B11,Sample X35,8876,
B12,Sample X36,9451,
B13,Sample X37,25097,
B14,Sample X38,28723,
B15,Sample X39,5965,
B16,Sample X40,104121,
B17,Sample X41,169084,
B18,Sample X42,176085,
B19,Sample X43,180025,
B20,Sample X44,192104,
B21,Sample X45,201045,
B22,Sample X46,200709,
B23,Sample X47,241913,
B24,Sample X48,222711,
C01,Sample X49,240839,
C02,Sample X50,75480,
C03,Sample X51,125697,
C04,Sample X52,148847,
C05,Sample X53,170555,
C06,Sample X54,189021,
C07,Sample X55,214866,
C08,Sample X56,230220,
C09,Sample X57,186859,
C10,Sample X58,194573,
C11,Sample X59,224717,
C12,Sample X60,182327,
C13,Sample X61,189719,
C14,Sample X62,201517,
C15,Sample X63,197914,
C16,Sample X64,226027,
C17,Sample X65,214396,
C18,Sample X66,193120,
C19,Sample X67,201422,
C20,Sample X68,208213,
C21,Sample X69,185848,
C22,Sample X70,210440,
C23,Sample X71,222084,
C24,Sample X72,228273,
D01,Sample X73,224152,
D02,Sample X74,24152,
D03,Sample X75,26625,
D04,Sample X76,28109,
D05,Sample X77,41097,
D06,Sample X78,45287,
D07,Sample X79,49031,
D08,Sample X80,107440,
D09,Sample X81,132317,
D10,Sample X82,188830,
D11,Sample X83,194793,
D12,Sample X84,202945,
D13,Sample X85,41650,
D14,Sample X86,65143,
D15,Sample X87,165383,
D16,Sample X88,191582,
D17,Sample X89,197111,
D18,Sample X90,192749,
D19,Sample X91,211219,
D20,Sample X92,199256,
D21,Sample X93,204701,
D22,Sample X94,187106,
D23,Sample X95,209473,
D24,Sample X96,215711,
E01,Sample X97,200155,
E02,Sample X98,9491,
E03,Sample X99,28043,
E04,Sample X100,56702,
E05,Sample X101,118785,
E06,Sample X102,144271,
E07,Sample X103,162960,
E08,Sample X104,204676,
E09,Sample X105,197605,
E10,Sample X106,220140,
E11,Sample X107,206948,
E12,Sample X108,212253,
E13,Sample X109,1682,
E14,Sample X110,1580,
E15,Sample X111,3032,
E16,Sample X112,69589,
E17,Sample X113,125394,
E18,Sample X114,176802,
E19,Sample X115,229450,
E20,Sample X116,191922,
E21,Sample X117,237070,
E22,Sample X118,203810,
E23,Sample X119,192097,
E24,Sample X120,224334,
F01,Sample X121,204844,
F02,Sample X122,45494,
F03,Sample X123,43081,
F04,Sample X124,51867,
F05,Sample X125,69814,
F06,Sample X126,93182,
F07,Sample X127,123095,
F08,Sample X128,141152,
F09,Sample X129,196444,
F10,Sample X130,219218,
F11,Sample X131,203742,
F12,Sample X132,192626,
F13,Sample X133,82982,
F14,Sample X134,121231,
F15,Sample X135,166365,
F16,Sample X136,179568,
F17,Sample X137,166772,
F18,Sample X138,205155,
F19,Sample X139,207281,
F20,Sample X140,208037,
F21,Sample X141,249820,
F22,Sample X142,225750,
F23,Sample X143,185531,
F24,Sample X144,208538,
G01,Sample X145,224815,
G02,Sample X146,1496,
G03,Sample X147,1822,
G04,Sample X148,288484,
G05,Sample X149,186940,
G06,Sample X150,221310,
G07,Sample X151,213398,
G08,Sample X152,218015,
G09,Sample X153,217945,
G10,Sample X154,236276,
G11,Sample X155,214698,
G12,Sample X156,233203,
G13,Sample X157,95261,
G14,Sample X158,102434,
G15,Sample X159,118261,
G16,Sample X160,157234,
G17,Sample X161,184413,
G18,Sample X162,179882,
G19,Sample X163,183681,
G20,Sample X164,196428,
G21,Sample X165,194739,
G22,Sample X166,221807,
G23,Sample X167,207851,
G24,Sample X168,181892,
H01,Sample X169,237698,
H02,Sample X170,12972,
H03,Sample X171,35841,
H04,Sample X172,98473,
H05,Sample X173,223438,
H06,Sample X174,284548,
H07,Sample X175,255111,
H08,Sample X176,212965,
H09,Sample X177,230189,
H10,Sample X178,232800,
H11,Sample X179,205563,
H12,Sample X180,223043,
H13,Sample X181,11762,
H14,Sample X182,50481,
H15,Sample X183,221620,
H16,Sample X184,213893,
H17,Sample X185,244425,
H18,Sample X186,230245,
H19,Sample X187,183243,
H20,Sample X188,191016,
H21,Sample X189,222127,
H22,Sample X190,229520,
H23,Sample X191,215841,
H24,Sample X192,202526,
I01,Sample X193,224897,
I02,Sample X194,83540,
I03,Sample X195,89567,
I04,Sample X196,97006,
