Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,116184,
A02,Sample X2,112042,
A03,Sample X3,117179,
A04,Sample X4,112187,
A05,Sample X5,112899,
A06,Sample X6,116463,
A07,Sample X7,116100,
A08,Sample X8,111996,
A09,Sample X9,1312,
A10,Sample X10,1370,
A11,Sample X11,1357,
A12,Sample X12,1352,
A13,Sample X13,34494,
A14,Sample X14,98420,
A15,Sample X15,111145,
A16,Sample X16,113956,
A17,Sample X17,111472,
A18,Sample X18,114726,
A19,Sample X19,111430,
A20,Sample X20,112501,
A21,Sample X21,116168,
A22,Sample X22,117226,
A23,Sample X23,117242,
A24,Sample X24,108573,
B01,Sample X25,117047,
B02,Sample X26,116913,
B03,Sample X27,117270,
B04,Sample X28,116273,
B05,Sample X29,120596,
B06,Sample X30,117458,
B07,Sample X31,118842,
B08,Sample X32,114569,
B09,Sample X33,118462,
B10,Sample X34,118534,
B11,Sample X35,115990,
B12,Sample X36,119699,
B13,Sample X37,114343,
B14,Sample X38,116616,
B15,Sample X39,117892,
B16,Sample X40,115161,
B17,Sample X41,117469,
B18,Sample X42,116102,
B19,Sample X43,119011,
B20,Sample X44,115219,
B21,Sample X45,115122,
B22,Sample X46,118050,
B23,Sample X47,115123,
B24,Sample X48,113961,
C01,Sample X49,115179,
C02,Sample X50,116366,
C03,Sample X51,112097,
C04,Sample X52,124109,
C05,Sample X53,120581,
C06,Sample X54,116695,
C07,Sample X55,113922,
C08,Sample X56,116374,
C09,Sample X57,114968,
C10,Sample X58,118696,
C11,Sample X59,115530,
C12,Sample X60,114505,
C13,Sample X61,108433,
C14,Sample X62,110162,
C15,Sample X63,109553,
C16,Sample X64,112897,
C17,Sample X65,113081,
C18,Sample X66,112319,
C19,Sample X67,113787,
C20,Sample X68,115546,
C21,Sample X69,115368,
C22,Sample X70,115516,
C23,Sample X71,117270,
C24,Sample X72,116195,
D01,Sample X73,117134,
D02,Sample X74,118393,
D03,Sample X75,114806,
D04,Sample X76,116399,
D05,Sample X77,114083,
D06,Sample X78,113910,
D07,Sample X79,103062,
D08,Sample X80,108959,
D09,Sample X81,108774,
D10,Sample X82,112986,
D11,Sample X83,95329,
D12,Sample X84,91753,
D13,Sample X85,96364,
D14,Sample X86,95191,
D15,Sample X87,104816,
D16,Sample X88,104872,
D17,Sample X89,98850,
D18,Sample X90,95920,
D19,Sample X91,104027,
D20,Sample X92,102520,
D21,Sample X93,114551,
D22,Sample X94,114886,
D23,Sample X95,117985,
D24,Sample X96,116085,
E01,Sample X97,116123,
E02,Sample X98,118998,
E03,Sample X99,119606,
E04,Sample X100,115645,
E05,Sample X101,97106,
E06,Sample X102,118762,
E07,Sample X103,111666,
E08,Sample X104,109029,
E09,Sample X105,110615,
E10,Sample X106,111223,
E11,Sample X107,107298,
E12,Sample X108,81862,
E13,Sample X109,92271,
E14,Sample X110,88132,
E15,Sample X111,87240,
E16,Sample X112,109201,
E17,Sample X113,106142,
E18,Sample X114,95082,
E19,Sample X115,100845,
E20,Sample X116,99397,
E21,Sample X117,108854,
E22,Sample X118,116958,
E23,Sample X119,116309,
E24,Sample X120,117024,
F01,Sample X121,117958,
F02,Sample X122,87315,
F03,Sample X123,101054,
F04,Sample X124,111329,
F05,Sample X125,112993,
F06,Sample X126,112833,
F07,Sample X127,106488,
F08,Sample X128,96562,
F09,Sample X129,105339,
F10,Sample X130,89257,
F11,Sample X131,80954,
F12,Sample X132,104969,
F13,Sample X133,78061,
F14,Sample X134,75616,
F15,Sample X135,96757,
F16,Sample X136,102988,
F17,Sample X137,102401,
F18,Sample X138,101299,
F19,Sample X139,81987,
F20,Sample X140,100510,
F21,Sample X141,108655,
F22,Sample X142,116933,
F23,Sample X143,117088,
F24,Sample X144,119636,
G01,Sample X145,116860,
G02,Sample X146,113884,
G03,Sample X147,114069,
G04,Sample X148,119294,
G05,Sample X149,114389,
G06,Sample X150,105338,
G07,Sample X151,115951,
G08,Sample X152,110132,
G09,Sample X153,98019,
G10,Sample X154,81320,
G11,Sample X155,114501,
G12,Sample X156,91657,
G13,Sample X157,91660,
G14,Sample X158,103938,
G15,Sample X159,114023,
G16,Sample X160,108327,
G17,Sample X161,104157,
G18,Sample X162,112097,
G19,Sample X163,78473,
G20,Sample X164,114083,
G21,Sample X165,104340,
G22,Sample X166,114605,
G23,Sample X167,120848,
G24,Sample X168,120382,
H01,Sample X169,116567,
H02,Sample X170,121827,
H03,Sample X171,118953,
H04,Sample X172,118459,
H05,Sample X173,114732,
H06,Sample X174,115944,
H07,Sample X175,115226,
H08,Sample X176,113904,
H09,Sample X177,113463,
H10,Sample X178,102361,
H11,Sample X179,112116,
H12,Sample X180,85962,
H13,Sample X181,105407,
H14,Sample X182,111737,
H15,Sample X183,111625,
H16,Sample X184,107283,
H17,Sample X185,115332,
H18,Sample X186,110821,
H19,Sample X187,117416,
