Well,Content,Raw Data (No filter),
A01,Sample X1,2427,
A02,Sample X2,2350,
A03,Sample X3,2308,
A04,Sample X4,2272,
A05,Sample X5,2331,
A06,Sample X6,2370,
A07,Sample X7,2414,
A08,Sample X8,2246,
A09,Sample X9,107,
A10,Sample X10,115,
A11,Sample X11,86,
A12,Sample X12,134,
A13,Sample X13,577,
A14,Sample X14,1975,
A15,Sample X15,2078,
A16,Sample X16,2388,
A17,Sample X17,2393,
A18,Sample X18,2124,
A19,Sample X19,2299,
A20,Sample X20,2210,
A21,Sample X21,2276,
A22,Sample X22,2272,
A23,Sample X23,2334,
A24,Sample X24,2256,
B01,Sample X25,2335,
B02,Sample X26,2253,
B03,Sample X27,2291,
B04,Sample X28,2379,
B05,Sample X29,2171,
B06,Sample X30,2397,
B07,Sample X31,2311,
B08,Sample X32,2374,
B09,Sample X33,14307,
B10,Sample X34,15036,
B11,Sample X35,13950,
B12,Sample X36,14343,
B13,Sample X37,13390,
B14,Sample X38,13272,
B15,Sample X39,8440,
B16,Sample X40,5914,
B17,Sample X41,3956,
B18,Sample X42,2482,
B19,Sample X43,2402,
B20,Sample X44,2209,
B21,Sample X45,2215,
B22,Sample X46,2112,
B23,Sample X47,2096,
B24,Sample X48,2256,
C01,Sample X49,2282,
C02,Sample X50,1511,
C03,Sample X51,2054,
C04,Sample X52,2693,
C05,Sample X53,2797,
C06,Sample X54,2648,
C07,Sample X55,2632,
C08,Sample X56,2417,
C09,Sample X57,2441,
C10,Sample X58,2295,
C11,Sample X59,2178,
C12,Sample X60,2338,
C13,Sample X61,5257,
C14,Sample X62,6927,
C15,Sample X63,10098,
C16,Sample X64,13236,
C17,Sample X65,14111,
C18,Sample X66,13483,
C19,Sample X67,14878,
C20,Sample X68,15450,
C21,Sample X69,14462,
C22,Sample X70,14348,
C23,Sample X71,3428,
C24,Sample X72,2373,
D01,Sample X73,2636,
D02,Sample X74,2023,
D03,Sample X75,2289,
D04,Sample X76,2769,
D05,Sample X77,2708,
D06,Sample X78,2741,
D07,Sample X79,2603,
D08,Sample X80,2339,
D09,Sample X81,2439,
D10,Sample X82,2398,
D11,Sample X83,2356,
D12,Sample X84,2362,
D13,Sample X85,2246,
D14,Sample X86,2219,
D15,Sample X87,2220,
D16,Sample X88,2267,
D17,Sample X89,2263,
D18,Sample X90,2318,
D19,Sample X91,2316,
D20,Sample X92,2202,
D21,Sample X93,2234,
D22,Sample X94,2373,
D23,Sample X95,2294,
D24,Sample X96,2334,
E01,Sample X97,2308,
E02,Sample X98,1446,
E03,Sample X99,1725,
E04,Sample X100,2117,
E05,Sample X101,2707,
E06,Sample X102,2817,
E07,Sample X103,2480,
E08,Sample X104,2553,
E09,Sample X105,2432,
E10,Sample X106,2195,
E11,Sample X107,2384,
E12,Sample X108,2277,
E13,Sample X109,5851,
E14,Sample X110,7909,
E15,Sample X111,10188,
E16,Sample X112,10737,
E17,Sample X113,11675,
E18,Sample X114,11588,
E19,Sample X115,8698,
E20,Sample X116,3719,
E21,Sample X117,2567,
E22,Sample X118,2322,
E23,Sample X119,2452,
