Well,Content,Raw Data (No filter),
E24,Sample X120,2352,
F01,Sample X121,2477,
F02,Sample X122,1861,
F03,Sample X123,2968,
F04,Sample X124,4733,
F05,Sample X125,7724,
F06,Sample X126,11165,
F07,Sample X127,13471,
F08,Sample X128,12186,
F09,Sample X129,5577,
F10,Sample X130,3045,
F11,Sample X131,2322,
F12,Sample X132,2327,
F13,Sample X133,9583,
F14,Sample X134,12248,
F15,Sample X135,13517,
F16,Sample X136,14274,
F17,Sample X137,14440,
F18,Sample X138,12527,
F19,Sample X139,8469,
F20,Sample X140,4234,
F21,Sample X141,2505,
F22,Sample X142,2547,
F23,Sample X143,2360,
F24,Sample X144,2297,
G01,Sample X145,2543,
G02,Sample X146,6400,
G03,Sample X147,7751,
G04,Sample X148,10504,
G05,Sample X149,12804,
G06,Sample X150,13689,
G07,Sample X151,13185,
G08,Sample X152,2572,
G09,Sample X153,2368,
G10,Sample X154,2327,
G11,Sample X155,2195,
G12,Sample X156,2217,
G13,Sample X157,1102,
G14,Sample X158,1498,
G15,Sample X159,1912,
G16,Sample X160,2043,
G17,Sample X161,2217,
G18,Sample X162,2243,
G19,Sample X163,2217,
G20,Sample X164,2311,
G21,Sample X165,2275,
G22,Sample X166,2051,
G23,Sample X167,2223,
G24,Sample X168,2339,
H01,Sample X169,2650,
H02,Sample X170,10079,
H03,Sample X171,12450,
H04,Sample X172,13379,
H05,Sample X173,13616,
H06,Sample X174,11209,
H07,Sample X175,9656,
H08,Sample X176,6359,
H09,Sample X177,5836,
H10,Sample X178,5785,
H11,Sample X179,5104,
H12,Sample X180,2450,
H13,Sample X181,4219,
H14,Sample X182,8382,
H15,Sample X183,12489,
H16,Sample X184,12768,
H17,Sample X185,12132,
H18,Sample X186,13305,
H19,Sample X187,12463,
H20,Sample X188,11632,
H21,Sample X189,11561,
H22,Sample X190,7161,
H23,Sample X191,2338,
H24,Sample X192,2388,
I01,Sample X193,3694,
I02,Sample X194,8559,
I03,Sample X195,8318,
I04,Sample X196,7672,
I05,Sample X197,6277,
I06,Sample X198,6063,
I07,Sample X199,5938,
I08,Sample X200,5255,
I09,Sample X201,5190,
I10,Sample X202,5389,
I11,Sample X203,4253,
I12,Sample X204,2513,
I13,Sample X205,1188,
I14,Sample X206,1264,
I15,Sample X207,1482,
I16,Sample X208,1528,
I17,Sample X209,1759,
I18,Sample X210,1937,
I19,Sample X211,1958,
I20,Sample X212,2076,
I21,Sample X213,2195,
I22,Sample X214,2402,
I23,Sample X215,2278,
I24,Sample X216,2468,
J01,Sample X217,3516,
J02,Sample X218,1194,
J03,Sample X219,1569,
J04,Sample X220,2357,
J05,Sample X221,2426,
J06,Sample X222,2456,
J07,Sample X223,2489,
J08,Sample X224,2340,
J09,Sample X225,2295,
J10,Sample X226,2437,
J11,Sample X227,2298,
J12,Sample X228,2330,
J13,Sample X229,1411,
J14,Sample X230,1648,
J15,Sample X231,2119,
J16,Sample X232,2265,
J17,Sample X233,2272,
J18,Sample X234,2331,
J19,Sample X235,2328,
J20,Sample X236,2298,
J21,Sample X237,2260,
J22,Sample X238,2374,
J23,Sample X239,2409,
J24,Sample X240,2601,
K01,Sample X241,4912,
K02,Sample X242,2924,
K03,Sample X243,3433,
K04,Sample X244,3343,
K05,Sample X245,2997,
K06,Sample X246,2578,
K07,Sample X247,2440,
K08,Sample X248,2539,
K09,Sample X249,2368,
K10,Sample X250,2214,
K11,Sample X251,2392,
K12,Sample X252,2508,
K13,Sample X253,14381,
K14,Sample X254,8535,
K15,Sample X255,5462,
K16,Sample X256,3573,
K17,Sample X257,2948,
K18,Sample X258,2577,
K19,Sample X259,2490,
K20,Sample X260,2341,
K21,Sample X261,2319,
K22,Sample X262,2389,
K23,Sample X263,2382,
K24,Sample X264,2571,
L01,Sample X265,7750,
L02,Sample X266,1823,
L03,Sample X267,1946,
L04,Sample X268,1701,
L05,Sample X269,3103,
L06,Sample X270,9691,
L07,Sample X271,11014,
L08,Sample X272,9935,
L09,Sample X273,6637,
L10,Sample X274,3239,
L11,Sample X275,2535,
L12,Sample X276,2508,
L13,Sample X277,2368,
L14,Sample X278,2585,
L15,Sample X279,2501,
L16,Sample X280,2274,
L17,Sample X281,2483,
L18,Sample X282,2384,
L19,Sample X283,2559,
L20,Sample X284,2419,
L21,Sample X285,2476,
L22,Sample X286,2322,
L23,Sample X287,2473,
L24,Sample X288,2614,
M01,Sample X289,5574,
M02,Sample X290,8149,
M03,Sample X291,7687,
M04,Sample X292,5378,
M05,Sample X293,3694,
M06,Sample X294,2795,
M07,Sample X295,2483,
M08,Sample X296,2493,
M09,Sample X297,2375,
M10,Sample X298,2326,
M11,Sample X299,2396,
M12,Sample X300,2276,
M13,Sample X301,1817,
M14,Sample X302,2379,
M15,Sample X303,2804,
M16,Sample X304,2529,
M17,Sample X305,2597,
M18,Sample X306,2479,
M19,Sample X307,2499,
M20,Sample X308,2407,
M21,Sample X309,2418,
M22,Sample X310,2373,
M23,Sample X311,2400,
M24,Sample X312,2597,
N01,Sample X313,3604,
N02,Sample X314,4218,
N03,Sample X315,4557,
N04,Sample X316,3816,
N05,Sample X317,3067,
N06,Sample X318,2686,
N07,Sample X319,2664,
N08,Sample X320,2572,
N09,Sample X321,2400,
N10,Sample X322,2328,
N11,Sample X323,2300,
N12,Sample X324,2500,
N13,Sample X325,2240,
N14,Sample X326,2365,
N15,Sample X327,2318,
N16,Sample X328,2353,
N17,Sample X329,2337,
N18,Sample X330,2644,
N19,Sample X331,2441,
N20,Sample X332,2386,
N21,Sample X333,2269,
N22,Sample X334,2425,
N23,Sample X335,2566,
N24,Sample X336,2576,
O01,Sample X337,2891,
O02,Sample X338,1925,
O03,Sample X339,2524,
O04,Sample X340,2950,
O05,Sample X341,2764,
O06,Sample X342,2554,
O07,Sample X343,2594,
O08,Sample X344,2504,
O09,Sample X345,2342,
O10,Sample X346,2392,
O11,Sample X347,2336,
O12,Sample X348,2524,
O13,Sample X349,2439,
O14,Sample X350,2351,
O15,Sample X351,2332,
O16,Sample X352,2508,
O17,Sample X353,2418,
O18,Sample X354,2276,
O19,Sample X355,2443,
O20,Sample X356,2362,
O21,Sample X357,2292,
O22,Sample X358,2496,
O23,Sample X359,2418,
O24,Sample X360,2642,
P01,Sample X361,2661,
P02,Sample X362,2694,
P03,Sample X363,2550,
P04,Sample X364,2686,
P05,Sample X365,2545,
P06,Sample X366,2462,
P07,Sample X367,2510,
P08,Sample X368,2433,
P09,Sample X369,2394,
P10,Sample X370,2518,
P11,Sample X371,2592,
P12,Sample X372,2448,
P13,Sample X373,2492,
P14,Sample X374,2368,
P15,Sample X375,2470,
P16,Sample X376,2219,
P17,Sample X377,2467,
P18,Sample X378,2483,
P19,Sample X379,2263,
P20,Sample X380,2339,
P21,Sample X381,2320,
P22,Sample X382,2446,
P23,Sample X383,2331,
P24,Sample X384,2675,
