Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,103103,
A02,Sample X2,105193,
A03,Sample X3,107149,
A04,Sample X4,109128,
A05,Sample X5,111986,
A06,Sample X6,108037,
A07,Sample X7,107935,
A08,Sample X8,107181,
A09,Sample X9,1514,
A10,Sample X10,1518,
A11,Sample X11,1510,
A12,Sample X12,1520,
A13,Sample X13,35943,
A14,Sample X14,81793,
A15,Sample X15,100367,
A16,Sample X16,102870,
A17,Sample X17,107985,
A18,Sample X18,104005,
A19,Sample X19,104158,
A20,Sample X20,104286,
A21,Sample X21,109984,
A22,Sample X22,107670,
A23,Sample X23,108901,
A24,Sample X24,100429,
B01,Sample X25,111730,
B02,Sample X26,109458,
B03,Sample X27,113903,
B04,Sample X28,114623,
B05,Sample X29,111951,
B06,Sample X30,109845,
B07,Sample X31,112342,
B08,Sample X32,107216,
B09,Sample X33,108153,
B10,Sample X34,108711,
B11,Sample X35,108265,
B12,Sample X36,110043,
B13,Sample X37,106935,
B14,Sample X38,107514,
B15,Sample X39,107120,
B16,Sample X40,107282,
B17,Sample X41,109709,
B18,Sample X42,113823,
B19,Sample X43,109088,
B20,Sample X44,112303,
B21,Sample X45,110596,
B22,Sample X46,113456,
B23,Sample X47,108352,
B24,Sample X48,107408,
C01,Sample X49,113844,
C02,Sample X50,118004,
C03,Sample X51,118216,
C04,Sample X52,121864,
C05,Sample X53,113961,
C06,Sample X54,113799,
C07,Sample X55,112940,
C08,Sample X56,110181,
C09,Sample X57,109196,
C10,Sample X58,110178,
C11,Sample X59,111173,
C12,Sample X60,110360,
C13,Sample X61,97650,
C14,Sample X62,108146,
C15,Sample X63,107359,
C16,Sample X64,107703,
C17,Sample X65,108117,
C18,Sample X66,111611,
C19,Sample X67,114806,
C20,Sample X68,112342,
C21,Sample X69,112829,
C22,Sample X70,109958,
C23,Sample X71,110284,
C24,Sample X72,107180,
D01,Sample X73,114754,
D02,Sample X74,112845,
D03,Sample X75,117239,
D04,Sample X76,118152,
D05,Sample X77,113971,
D06,Sample X78,111661,
D07,Sample X79,110714,
D08,Sample X80,109211,
D09,Sample X81,109873,
D10,Sample X82,112899,
D11,Sample X83,107149,
D12,Sample X84,105291,
D13,Sample X85,105480,
D14,Sample X86,106701,
D15,Sample X87,113056,
D16,Sample X88,108593,
D17,Sample X89,106191,
D18,Sample X90,109702,
D19,Sample X91,107162,
D20,Sample X92,112044,
D21,Sample X93,113889,
D22,Sample X94,109358,
D23,Sample X95,109708,
D24,Sample X96,110907,
E01,Sample X97,113729,
E02,Sample X98,115537,
E03,Sample X99,117353,
E04,Sample X100,115360,
E05,Sample X101,114734,
E06,Sample X102,110104,
E07,Sample X103,113730,
E08,Sample X104,111870,
E09,Sample X105,112683,
E10,Sample X106,108455,
E11,Sample X107,107539,
E12,Sample X108,109986,
E13,Sample X109,102298,
E14,Sample X110,107534,
E15,Sample X111,113116,
E16,Sample X112,111264,
E17,Sample X113,98915,
E18,Sample X114,114820,
E19,Sample X115,111943,
E20,Sample X116,110562,
E21,Sample X117,108334,
E22,Sample X118,111203,
E23,Sample X119,111841,
E24,Sample X120,111889,
F01,Sample X121,114402,
F02,Sample X122,83766,
F03,Sample X123,99188,
F04,Sample X124,109776,
F05,Sample X125,109303,
F06,Sample X126,112117,
