Well,Content,Raw Data (No filter),
A01,Sample X1,2311,
A02,Sample X2,2334,
A03,Sample X3,2215,
A04,Sample X4,2053,
A05,Sample X5,2199,
A06,Sample X6,2331,
A07,Sample X7,2138,
A08,Sample X8,2270,
A09,Sample X9,107,
A10,Sample X10,146,
A11,Sample X11,138,
A12,Sample X12,102,
A13,Sample X13,718,
A14,Sample X14,1968,
A15,Sample X15,2220,
A16,Sample X16,2182,
A17,Sample X17,2068,
A18,Sample X18,2034,
A19,Sample X19,2055,
A20,Sample X20,2203,
A21,Sample X21,1994,
A22,Sample X22,2464,
A23,Sample X23,2098,
A24,Sample X24,2292,
B01,Sample X25,2247,
B02,Sample X26,2236,
B03,Sample X27,2455,
B04,Sample X28,2340,
B05,Sample X29,2370,
B06,Sample X30,2347,
B07,Sample X31,2329,
B08,Sample X32,2351,
B09,Sample X33,14421,
B10,Sample X34,15281,
B11,Sample X35,14385,
B12,Sample X36,15061,
B13,Sample X37,14403,
B14,Sample X38,12995,
B15,Sample X39,9137,
B16,Sample X40,5934,
B17,Sample X41,4084,
B18,Sample X42,2720,
B19,Sample X43,2388,
B20,Sample X44,2174,
B21,Sample X45,2213,
B22,Sample X46,2212,
B23,Sample X47,2141,
B24,Sample X48,2534,
C01,Sample X49,2466,
C02,Sample X50,1944,
C03,Sample X51,1828,
C04,Sample X52,1554,
C05,Sample X53,3660,
C06,Sample X54,4670,
C07,Sample X55,5194,
C08,Sample X56,5434,
C09,Sample X57,5239,
C10,Sample X58,4235,
C11,Sample X59,2846,
C12,Sample X60,2379,
C13,Sample X61,1588,
C14,Sample X62,2199,
C15,Sample X63,2322,
C16,Sample X64,2257,
C17,Sample X65,2501,
C18,Sample X66,2525,
C19,Sample X67,2279,
C20,Sample X68,2425,
C21,Sample X69,2108,
C22,Sample X70,2351,
C23,Sample X71,2293,
C24,Sample X72,2559,
D01,Sample X73,2677,
D02,Sample X74,970,
D03,Sample X75,1477,
D04,Sample X76,1728,
D05,Sample X77,2360,
D06,Sample X78,2486,
D07,Sample X79,2317,
D08,Sample X80,2378,
D09,Sample X81,2300,
D10,Sample X82,2265,
D11,Sample X83,2362,
D12,Sample X84,2523,
D13,Sample X85,3926,
D14,Sample X86,3046,
D15,Sample X87,2415,
D16,Sample X88,2425,
D17,Sample X89,2356,
