Well,Content,Raw Data (No filter),
A01,Sample X1,2467,
A02,Sample X2,2602,
A03,Sample X3,2356,
A04,Sample X4,2244,
A05,Sample X5,2260,
A06,Sample X6,2357,
A07,Sample X7,2499,
A08,Sample X8,2493,
A09,Sample X9,119,
A10,Sample X10,114,
A11,Sample X11,122,
A12,Sample X12,117,
A13,Sample X13,1120,
A14,Sample X14,2787,
A15,Sample X15,3106,
A16,Sample X16,3061,
A17,Sample X17,2770,
A18,Sample X18,2701,
A19,Sample X19,2758,
A20,Sample X20,2248,
A21,Sample X21,2333,
A22,Sample X22,2254,
A23,Sample X23,2204,
A24,Sample X24,2373,
B01,Sample X25,2491,
B02,Sample X26,2386,
B03,Sample X27,2350,
B04,Sample X28,2362,
B05,Sample X29,2352,
B06,Sample X30,2431,
B07,Sample X31,2349,
B08,Sample X32,2505,
B09,Sample X33,11211,
B10,Sample X34,12001,
B11,Sample X35,10681,
B12,Sample X36,11577,
B13,Sample X37,12384,
B14,Sample X38,9500,
B15,Sample X39,7855,
B16,Sample X40,6458,
B17,Sample X41,4919,
B18,Sample X42,3485,
B19,Sample X43,2904,
B20,Sample X44,2349,
B21,Sample X45,2377,
B22,Sample X46,2087,
B23,Sample X47,2107,
B24,Sample X48,2315,
C01,Sample X49,2593,
C02,Sample X50,2448,
C03,Sample X51,2368,
C04,Sample X52,2109,
C05,Sample X53,2304,
C06,Sample X54,2243,
C07,Sample X55,2696,
C08,Sample X56,2713,
C09,Sample X57,2832,
C10,Sample X58,3237,
C11,Sample X59,4095,
C12,Sample X60,5549,
C13,Sample X61,6788,
C14,Sample X62,7567,
C15,Sample X63,6523,
C16,Sample X64,5975,
C17,Sample X65,4550,
C18,Sample X66,3367,
C19,Sample X67,2419,
C20,Sample X68,2571,
C21,Sample X69,2304,
C22,Sample X70,2410,
C23,Sample X71,2197,
C24,Sample X72,2305,
D01,Sample X73,2858,
D02,Sample X74,1209,
D03,Sample X75,2488,
D04,Sample X76,2540,
D05,Sample X77,2594,
D06,Sample X78,2549,
D07,Sample X79,2418,
D08,Sample X80,2796,
D09,Sample X81,3095,
D10,Sample X82,3928,
D11,Sample X83,5399,
D12,Sample X84,7634,
D13,Sample X85,8927,
D14,Sample X86,9174,
D15,Sample X87,8665,
D16,Sample X88,7336,
D17,Sample X89,6007,
D18,Sample X90,4184,
D19,Sample X91,3091,
D20,Sample X92,2685,
D21,Sample X93,2263,
D22,Sample X94,2185,
D23,Sample X95,2171,
D24,Sample X96,2203,
E01,Sample X97,2589,
E02,Sample X98,2520,
E03,Sample X99,2815,
E04,Sample X100,3017,
E05,Sample X101,2927,
E06,Sample X102,2710,
E07,Sample X103,2552,
E08,Sample X104,2779,
E09,Sample X105,3445,
E10,Sample X106,4442,
E11,Sample X107,7530,
E12,Sample X108,10568,
E13,Sample X109,1848,
E14,Sample X110,6138,
E15,Sample X111,7995,
E16,Sample X112,8237,
E17,Sample X113,8952,
