Well,Content,Raw Data (No filter),
E18,Sample X114,5858,
E19,Sample X115,3827,
E20,Sample X116,3025,
E21,Sample X117,2475,
E22,Sample X118,2414,
E23,Sample X119,2242,
E24,Sample X120,2405,
F01,Sample X121,2781,
F02,Sample X122,2868,
F03,Sample X123,2752,
F04,Sample X124,2890,
F05,Sample X125,2537,
F06,Sample X126,2616,
F07,Sample X127,2761,
F08,Sample X128,2680,
F09,Sample X129,3458,
F10,Sample X130,5177,
F11,Sample X131,9015,
F12,Sample X132,10470,
F13,Sample X133,1824,
F14,Sample X134,1512,
F15,Sample X135,10530,
F16,Sample X136,10538,
F17,Sample X137,9881,
F18,Sample X138,8331,
F19,Sample X139,4577,
F20,Sample X140,3062,
F21,Sample X141,2475,
F22,Sample X142,2465,
F23,Sample X143,2165,
F24,Sample X144,2463,
G01,Sample X145,2822,
G02,Sample X146,1229,
G03,Sample X147,1114,
G04,Sample X148,1194,
G05,Sample X149,967,
G06,Sample X150,1103,
G07,Sample X151,1482,
G08,Sample X152,1465,
G09,Sample X153,1558,
G10,Sample X154,1756,
G11,Sample X155,4920,
G12,Sample X156,9731,
G13,Sample X157,11315,
G14,Sample X158,10468,
G15,Sample X159,10747,
G16,Sample X160,8882,
G17,Sample X161,8171,
G18,Sample X162,5292,
G19,Sample X163,3844,
G20,Sample X164,2870,
G21,Sample X165,2656,
G22,Sample X166,2455,
G23,Sample X167,2488,
G24,Sample X168,2405,
H01,Sample X169,2983,
H02,Sample X170,2861,
H03,Sample X171,3139,
H04,Sample X172,2815,
H05,Sample X173,2573,
H06,Sample X174,2600,
H07,Sample X175,2546,
H08,Sample X176,2569,
H09,Sample X177,3141,
H10,Sample X178,4451,
H11,Sample X179,6579,
H12,Sample X180,8484,
H13,Sample X181,9638,
H14,Sample X182,9425,
H15,Sample X183,9037,
H16,Sample X184,7376,
H17,Sample X185,5396,
H18,Sample X186,4333,
H19,Sample X187,3381,
H20,Sample X188,2587,
H21,Sample X189,2415,
H22,Sample X190,2187,
H23,Sample X191,2205,
H24,Sample X192,2522,
I01,Sample X193,3372,
I02,Sample X194,1888,
I03,Sample X195,1764,
I04,Sample X196,2400,
I05,Sample X197,3761,
I06,Sample X198,6913,
I07,Sample X199,7677,
I08,Sample X200,6326,
I09,Sample X201,3945,
I10,Sample X202,3635,
I11,Sample X203,4438,
I12,Sample X204,5934,
I13,Sample X205,5673,
I14,Sample X206,6508,
I15,Sample X207,6514,
I16,Sample X208,5237,
I17,Sample X209,4233,
I18,Sample X210,3565,
I19,Sample X211,2931,
I20,Sample X212,2462,
I21,Sample X213,2329,
I22,Sample X214,2586,
I23,Sample X215,2305,
I24,Sample X216,2364,
J01,Sample X217,2907,
J02,Sample X218,3425,
J03,Sample X219,3263,
J04,Sample X220,2756,
J05,Sample X221,2663,
J06,Sample X222,2629,
J07,Sample X223,2552,
J08,Sample X224,2582,
J09,Sample X225,2678,
J10,Sample X226,2929,
J11,Sample X227,3216,
J12,Sample X228,4071,
J13,Sample X229,4025,
J14,Sample X230,4096,
J15,Sample X231,3926,
J16,Sample X232,3799,
J17,Sample X233,3323,
J18,Sample X234,2974,
J19,Sample X235,2526,
J20,Sample X236,2303,
J21,Sample X237,2484,
J22,Sample X238,2219,
J23,Sample X239,2311,
J24,Sample X240,2271,
K01,Sample X241,2882,
K02,Sample X242,1327,
K03,Sample X243,2168,
K04,Sample X244,2827,
K05,Sample X245,2979,
K06,Sample X246,2768,
K07,Sample X247,2742,
K08,Sample X248,2576,
K09,Sample X249,2487,
K10,Sample X250,2734,
K11,Sample X251,2798,
K12,Sample X252,2860,
K13,Sample X253,2930,
K14,Sample X254,2959,
K15,Sample X255,3213,
K16,Sample X256,3016,
K17,Sample X257,2628,
K18,Sample X258,2638,
K19,Sample X259,2510,
K20,Sample X260,2284,
K21,Sample X261,2384,
K22,Sample X262,2418,
K23,Sample X263,2185,
K24,Sample X264,2453,
L01,Sample X265,2725,
L02,Sample X266,2309,
L03,Sample X267,2206,
L04,Sample X268,2542,
L05,Sample X269,2542,
L06,Sample X270,2555,
L07,Sample X271,2550,
L08,Sample X272,2730,
L09,Sample X273,2357,
L10,Sample X274,2439,
L11,Sample X275,2548,
L12,Sample X276,2547,
L13,Sample X277,3481,
L14,Sample X278,3388,
L15,Sample X279,3069,
L16,Sample X280,3110,
L17,Sample X281,2730,
L18,Sample X282,2920,
L19,Sample X283,2692,
L20,Sample X284,2323,
L21,Sample X285,2301,
L22,Sample X286,2303,
L23,Sample X287,2356,
L24,Sample X288,2485,
M01,Sample X289,2574,
M02,Sample X290,2690,
M03,Sample X291,2515,
M04,Sample X292,2349,
M05,Sample X293,2593,
M06,Sample X294,2417,
M07,Sample X295,2440,
M08,Sample X296,2337,
M09,Sample X297,2390,
M10,Sample X298,2294,
M11,Sample X299,2457,
M12,Sample X300,2335,
M13,Sample X301,2566,
M14,Sample X302,2421,
M15,Sample X303,2466,
M16,Sample X304,2290,
M17,Sample X305,2577,
M18,Sample X306,2467,
M19,Sample X307,2311,
M20,Sample X308,2323,
M21,Sample X309,2335,
M22,Sample X310,2520,
M23,Sample X311,2359,
M24,Sample X312,2642,
N01,Sample X313,2808,
N02,Sample X314,2921,
N03,Sample X315,2870,
N04,Sample X316,2812,
N05,Sample X317,2663,
N06,Sample X318,2513,
N07,Sample X319,2581,
N08,Sample X320,2257,
N09,Sample X321,2428,
N10,Sample X322,2349,
N11,Sample X323,2234,
N12,Sample X324,2332,
N13,Sample X325,1331,
N14,Sample X326,1945,
N15,Sample X327,2302,
N16,Sample X328,2506,
N17,Sample X329,2388,
N18,Sample X330,2445,
N19,Sample X331,2401,
N20,Sample X332,2357,
N21,Sample X333,2260,
N22,Sample X334,2295,
N23,Sample X335,2344,
N24,Sample X336,2478,
O01,Sample X337,2967,
O02,Sample X338,3636,
O03,Sample X339,4290,
O04,Sample X340,3405,
O05,Sample X341,3021,
O06,Sample X342,2551,
O07,Sample X343,2626,
O08,Sample X344,2195,
O09,Sample X345,2210,
O10,Sample X346,2246,
O11,Sample X347,2305,
O12,Sample X348,2360,
O13,Sample X349,1221,
O14,Sample X350,1835,
O15,Sample X351,2047,
O16,Sample X352,2342,
O17,Sample X353,2206,
O18,Sample X354,2183,
O19,Sample X355,2603,
O20,Sample X356,2284,
O21,Sample X357,2380,
O22,Sample X358,2301,
O23,Sample X359,2499,
O24,Sample X360,2612,
P01,Sample X361,2904,
P02,Sample X362,2776,
P03,Sample X363,2863,
P04,Sample X364,2673,
P05,Sample X365,2388,
P06,Sample X366,2505,
P07,Sample X367,2270,
P08,Sample X368,2487,
P09,Sample X369,2382,
P10,Sample X370,2262,
P11,Sample X371,2330,
P12,Sample X372,2493,
P13,Sample X373,2519,
P14,Sample X374,2377,
P15,Sample X375,2381,
P16,Sample X376,2478,
P17,Sample X377,2327,
P18,Sample X378,2354,
P19,Sample X379,2324,
P20,Sample X380,2378,
P21,Sample X381,2398,
P22,Sample X382,2321,
P23,Sample X383,2397,
P24,Sample X384,2731,
