Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,103984,
A02,Sample X2,108201,
A03,Sample X3,109516,
A04,Sample X4,109595,
A05,Sample X5,108334,
A06,Sample X6,108853,
A07,Sample X7,108070,
A08,Sample X8,107012,
A09,Sample X9,1483,
A10,Sample X10,1512,
A11,Sample X11,1499,
A12,Sample X12,1531,
A13,Sample X13,35218,
A14,Sample X14,77150,
A15,Sample X15,98022,
A16,Sample X16,100882,
A17,Sample X17,100683,
A18,Sample X18,104537,
A19,Sample X19,109730,
A20,Sample X20,102163,
A21,Sample X21,107762,
A22,Sample X22,108219,
A23,Sample X23,108310,
A24,Sample X24,102916,
B01,Sample X25,108589,
B02,Sample X26,119949,
B03,Sample X27,112345,
B04,Sample X28,115639,
B05,Sample X29,113249,
B06,Sample X30,110419,
B07,Sample X31,111269,
B08,Sample X32,108268,
B09,Sample X33,107537,
B10,Sample X34,113965,
B11,Sample X35,107539,
B12,Sample X36,105919,
B13,Sample X37,104962,
B14,Sample X38,110800,
B15,Sample X39,110306,
B16,Sample X40,108249,
B17,Sample X41,110476,
B18,Sample X42,107617,
B19,Sample X43,114252,
B20,Sample X44,112171,
B21,Sample X45,111133,
B22,Sample X46,115842,
B23,Sample X47,109684,
B24,Sample X48,106869,
C01,Sample X49,113316,
C02,Sample X50,111401,
C03,Sample X51,115122,
C04,Sample X52,117239,
C05,Sample X53,115687,
C06,Sample X54,114895,
C07,Sample X55,110045,
C08,Sample X56,112824,
C09,Sample X57,111637,
C10,Sample X58,105946,
C11,Sample X59,112340,
C12,Sample X60,113109,
C13,Sample X61,108566,
C14,Sample X62,107600,
C15,Sample X63,112159,
C16,Sample X64,111944,
C17,Sample X65,112386,
C18,Sample X66,109446,
C19,Sample X67,114841,
C20,Sample X68,114909,
C21,Sample X69,114837,
C22,Sample X70,115419,
C23,Sample X71,108172,
C24,Sample X72,110677,
D01,Sample X73,110575,
D02,Sample X74,98780,
D03,Sample X75,97671,
D04,Sample X76,101650,
D05,Sample X77,108367,
D06,Sample X78,107991,
D07,Sample X79,107008,
D08,Sample X80,104991,
D09,Sample X81,110125,
D10,Sample X82,108693,
D11,Sample X83,87246,
D12,Sample X84,106658,
D13,Sample X85,60732,
D14,Sample X86,62616,
D15,Sample X87,96651,
D16,Sample X88,80999,
D17,Sample X89,103671,
D18,Sample X90,111187,
D19,Sample X91,110660,
D20,Sample X92,113873,
D21,Sample X93,114181,
D22,Sample X94,111376,
D23,Sample X95,108360,
D24,Sample X96,107459,
E01,Sample X97,110282,
E02,Sample X98,29565,
E03,Sample X99,101699,
E04,Sample X100,106852,
E05,Sample X101,113495,
E06,Sample X102,113306,
E07,Sample X103,111675,
E08,Sample X104,111201,
E09,Sample X105,110626,
E10,Sample X106,108121,
E11,Sample X107,108297,
E12,Sample X108,108143,
E13,Sample X109,1886,
E14,Sample X110,1922,
E15,Sample X111,2658,
E16,Sample X112,64466,
E17,Sample X113,85980,
E18,Sample X114,80631,
E19,Sample X115,112190,
E20,Sample X116,112242,
E21,Sample X117,113056,
E22,Sample X118,111950,
E23,Sample X119,111816,
E24,Sample X120,106866,
F01,Sample X121,115243,
F02,Sample X122,115106,
F03,Sample X123,118312,
F04,Sample X124,116420,
F05,Sample X125,116191,
F06,Sample X126,113822,
F07,Sample X127,100743,
F08,Sample X128,107771,
F09,Sample X129,96748,
F10,Sample X130,107073,
F11,Sample X131,106425,
F12,Sample X132,105179,
F13,Sample X133,107118,
F14,Sample X134,85266,
F15,Sample X135,95128,
F16,Sample X136,107564,
F17,Sample X137,108265,
F18,Sample X138,106455,
F19,Sample X139,108490,
F20,Sample X140,106208,
F21,Sample X141,109397,
