Well,Content,Raw Data (No filter),
G04,Sample X148,3081,
G05,Sample X149,3648,
G06,Sample X150,3698,
G07,Sample X151,3995,
G08,Sample X152,4164,
G09,Sample X153,4097,
G10,Sample X154,3660,
G11,Sample X155,3799,
G12,Sample X156,3780,
G13,Sample X157,4003,
G14,Sample X158,4168,
G15,Sample X159,4227,
G16,Sample X160,4023,
G17,Sample X161,3816,
G18,Sample X162,3848,
G19,Sample X163,4017,
G20,Sample X164,3943,
G21,Sample X165,3674,
G22,Sample X166,4029,
G23,Sample X167,3749,
G24,Sample X168,3800,
H01,Sample X169,3790,
H02,Sample X170,3908,
H03,Sample X171,3828,
H04,Sample X172,3774,
H05,Sample X173,4148,
H06,Sample X174,3791,
H07,Sample X175,3826,
H08,Sample X176,4084,
H09,Sample X177,4163,
H10,Sample X178,4141,
H11,Sample X179,4026,
H12,Sample X180,3941,
H13,Sample X181,4046,
H14,Sample X182,4216,
H15,Sample X183,3980,
H16,Sample X184,4104,
H17,Sample X185,4025,
H18,Sample X186,3972,
H19,Sample X187,4033,
H20,Sample X188,3582,
H21,Sample X189,3638,
H22,Sample X190,3643,
H23,Sample X191,3740,
H24,Sample X192,3976,
I01,Sample X193,3743,
I02,Sample X194,14021,
I03,Sample X195,20531,
I04,Sample X196,17118,
I05,Sample X197,9444,
I06,Sample X198,5069,
I07,Sample X199,3619,
I08,Sample X200,3904,
I09,Sample X201,3906,
I10,Sample X202,3708,
I11,Sample X203,3863,
I12,Sample X204,3845,
I13,Sample X205,1373,
I14,Sample X206,1555,
I15,Sample X207,3226,
I16,Sample X208,3525,
I17,Sample X209,4016,
I18,Sample X210,4330,
I19,Sample X211,4087,
I20,Sample X212,3682,
I21,Sample X213,3730,
I22,Sample X214,3841,
I23,Sample X215,4014,
I24,Sample X216,3800,
J01,Sample X217,3784,
J02,Sample X218,1803,
J03,Sample X219,2281,
J04,Sample X220,2812,
J05,Sample X221,3021,
J06,Sample X222,3341,
J07,Sample X223,3700,
J08,Sample X224,3668,
J09,Sample X225,3977,
J10,Sample X226,4014,
J11,Sample X227,3840,
J12,Sample X228,4010,
J13,Sample X229,977,
J14,Sample X230,1856,
J15,Sample X231,2976,
J16,Sample X232,3555,
J17,Sample X233,3550,
J18,Sample X234,3261,
J19,Sample X235,3263,
J20,Sample X236,3579,
J21,Sample X237,3440,
J22,Sample X238,4472,
J23,Sample X239,3676,
J24,Sample X240,3954,
K01,Sample X241,3689,
K02,Sample X242,1030,
K03,Sample X243,1527,
K04,Sample X244,2297,
K05,Sample X245,3351,
K06,Sample X246,3261,
K07,Sample X247,3473,
K08,Sample X248,3545,
K09,Sample X249,3583,
K10,Sample X250,3716,
K11,Sample X251,3936,
K12,Sample X252,3973,
K13,Sample X253,4224,
K14,Sample X254,4110,
K15,Sample X255,3932,
K16,Sample X256,3732,
K17,Sample X257,3905,
K18,Sample X258,3836,
K19,Sample X259,3799,
K20,Sample X260,3668,
K21,Sample X261,3910,
K22,Sample X262,3800,
K23,Sample X263,3848,
K24,Sample X264,3662,
L01,Sample X265,3494,
L02,Sample X266,2965,
L03,Sample X267,3268,
L04,Sample X268,3815,
L05,Sample X269,3804,
L06,Sample X270,3619,
L07,Sample X271,3681,
L08,Sample X272,3889,
L09,Sample X273,3582,
L10,Sample X274,3997,
L11,Sample X275,4001,
L12,Sample X276,3636,
L13,Sample X277,4179,
L14,Sample X278,3904,
L15,Sample X279,4105,
L16,Sample X280,4013,
L17,Sample X281,3868,
L18,Sample X282,3992,
L19,Sample X283,4024,
L20,Sample X284,3919,
L21,Sample X285,3867,
L22,Sample X286,3885,
L23,Sample X287,3750,
L24,Sample X288,3553,
M01,Sample X289,3541,
M02,Sample X290,1375,
M03,Sample X291,1356,
M04,Sample X292,1375,
M05,Sample X293,1506,
M06,Sample X294,1488,
M07,Sample X295,1858,
M08,Sample X296,3029,
M09,Sample X297,3860,
M10,Sample X298,3860,
M11,Sample X299,3845,
M12,Sample X300,3656,
M13,Sample X301,34989,
M14,Sample X302,42741,
M15,Sample X303,67114,
M16,Sample X304,72506,
M17,Sample X305,36264,
M18,Sample X306,20318,
M19,Sample X307,14053,
M20,Sample X308,10471,
M21,Sample X309,8025,
M22,Sample X310,4399,
M23,Sample X311,3594,
M24,Sample X312,4012,
N01,Sample X313,3781,
N02,Sample X314,1504,
N03,Sample X315,2975,
N04,Sample X316,7945,
N05,Sample X317,11182,
N06,Sample X318,13134,
N07,Sample X319,14785,
N08,Sample X320,9615,
N09,Sample X321,6174,
N10,Sample X322,4794,
N11,Sample X323,3709,
N12,Sample X324,3915,
N13,Sample X325,23507,
N14,Sample X326,18416,
N15,Sample X327,11725,
N16,Sample X328,7266,
N17,Sample X329,5375,
N18,Sample X330,4214,
N19,Sample X331,3579,
N20,Sample X332,3498,
N21,Sample X333,3342,
N22,Sample X334,3896,
N23,Sample X335,3880,
N24,Sample X336,3775,
O01,Sample X337,3642,
O02,Sample X338,2132,
O03,Sample X339,2080,
O04,Sample X340,2972,
O05,Sample X341,3432,
O06,Sample X342,3323,
O07,Sample X343,4056,
O08,Sample X344,3823,
O09,Sample X345,3950,
O10,Sample X346,3920,
O11,Sample X347,3969,
O12,Sample X348,4013,
O13,Sample X349,2953,
O14,Sample X350,2986,
O15,Sample X351,2982,
O16,Sample X352,3145,
O17,Sample X353,3421,
O18,Sample X354,3337,
O19,Sample X355,3520,
O20,Sample X356,3750,
O21,Sample X357,3957,
O22,Sample X358,3876,
O23,Sample X359,3727,
O24,Sample X360,3752,
P01,Sample X361,3779,
P02,Sample X362,3771,
P03,Sample X363,3633,
P04,Sample X364,3743,
P05,Sample X365,3871,
P06,Sample X366,3684,
P07,Sample X367,3842,
P08,Sample X368,3767,
P09,Sample X369,3873,
P10,Sample X370,3880,
P11,Sample X371,3727,
P12,Sample X372,3781,
P13,Sample X373,4149,
P14,Sample X374,3734,
P15,Sample X375,4219,
P16,Sample X376,4002,
P17,Sample X377,4116,
P18,Sample X378,3999,
P19,Sample X379,3886,
P20,Sample X380,4044,
P21,Sample X381,3799,
P22,Sample X382,4076,
P23,Sample X383,3596,
P24,Sample X384,4315,
