Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,122511,
A02,Sample X2,126816,
A03,Sample X3,129186,
A04,Sample X4,138250,
A05,Sample X5,121378,
A06,Sample X6,132332,
A07,Sample X7,127597,
A08,Sample X8,133326,
A09,Sample X9,1849,
A10,Sample X10,1840,
A11,Sample X11,1875,
A12,Sample X12,1877,
A13,Sample X13,71139,
A14,Sample X14,106693,
A15,Sample X15,110800,
A16,Sample X16,124849,
A17,Sample X17,124474,
A18,Sample X18,128734,
A19,Sample X19,133596,
A20,Sample X20,122458,
A21,Sample X21,125631,
A22,Sample X22,128958,
A23,Sample X23,123144,
A24,Sample X24,117356,
B01,Sample X25,125125,
B02,Sample X26,129899,
B03,Sample X27,130593,
B04,Sample X28,132327,
B05,Sample X29,132246,
B06,Sample X30,135162,
B07,Sample X31,137033,
B08,Sample X32,131320,
B09,Sample X33,99786,
B10,Sample X34,97922,
B11,Sample X35,97364,
B12,Sample X36,95311,
B13,Sample X37,125092,
B14,Sample X38,126769,
B15,Sample X39,127302,
B16,Sample X40,131018,
B17,Sample X41,125885,
B18,Sample X42,132429,
B19,Sample X43,109245,
B20,Sample X44,125974,
B21,Sample X45,127053,
B22,Sample X46,132829,
B23,Sample X47,124182,
B24,Sample X48,134011,
C01,Sample X49,124971,
C02,Sample X50,117329,
C03,Sample X51,129328,
C04,Sample X52,132931,
C05,Sample X53,136596,
C06,Sample X54,131397,
C07,Sample X55,136263,
C08,Sample X56,134477,
C09,Sample X57,137397,
C10,Sample X58,134895,
C11,Sample X59,138571,
C12,Sample X60,131341,
C13,Sample X61,132435,
C14,Sample X62,131118,
C15,Sample X63,134937,
C16,Sample X64,130997,
C17,Sample X65,132691,
C18,Sample X66,130770,
C19,Sample X67,122026,
C20,Sample X68,126221,
C21,Sample X69,124453,
C22,Sample X70,130412,
C23,Sample X71,136982,
C24,Sample X72,122127,
D01,Sample X73,127886,
D02,Sample X74,32311,
D03,Sample X75,115671,
D04,Sample X76,130796,
D05,Sample X77,136706,
D06,Sample X78,132436,
D07,Sample X79,133250,
D08,Sample X80,122718,
D09,Sample X81,130522,
D10,Sample X82,123151,
D11,Sample X83,137034,
D12,Sample X84,131290,
D13,Sample X85,126098,
D14,Sample X86,129194,
D15,Sample X87,129418,
D16,Sample X88,130794,
D17,Sample X89,127094,
D18,Sample X90,128651,
D19,Sample X91,129529,
D20,Sample X92,129697,
D21,Sample X93,130336,
D22,Sample X94,127532,
D23,Sample X95,129157,
D24,Sample X96,124755,
E01,Sample X97,128877,
E02,Sample X98,131623,
E03,Sample X99,136448,
E04,Sample X100,139174,
E05,Sample X101,137258,
E06,Sample X102,130582,
E07,Sample X103,133861,
E08,Sample X104,135753,
E09,Sample X105,134031,
E10,Sample X106,124733,
E11,Sample X107,132330,
E12,Sample X108,133735,
E13,Sample X109,2287,
E14,Sample X110,2316,
E15,Sample X111,2908,
E16,Sample X112,18627,
E17,Sample X113,103907,
E18,Sample X114,124517,
E19,Sample X115,127867,
E20,Sample X116,132509,
E21,Sample X117,128611,
E22,Sample X118,128182,
E23,Sample X119,129837,
E24,Sample X120,123030,
F01,Sample X121,128401,
F02,Sample X122,7221,
F03,Sample X123,90799,
F04,Sample X124,134972,
F05,Sample X125,110561,
F06,Sample X126,133869,
F07,Sample X127,127730,
F08,Sample X128,132721,
F09,Sample X129,132266,
F10,Sample X130,126672,
F11,Sample X131,128505,
F12,Sample X132,122017,
F13,Sample X133,54738,
F14,Sample X134,122565,
F15,Sample X135,123047,
F16,Sample X136,115499,
F17,Sample X137,103757,
F18,Sample X138,127403,
F19,Sample X139,126662,
F20,Sample X140,128314,
F21,Sample X141,132734,
F22,Sample X142,130398,
F23,Sample X143,126080,
F24,Sample X144,123409,
G01,Sample X145,130123,
G02,Sample X146,130832,
G03,Sample X147,132122,
G04,Sample X148,129949,
G05,Sample X149,137447,
G06,Sample X150,128279,
G07,Sample X151,126948,
G08,Sample X152,132465,
G09,Sample X153,119904,
G10,Sample X154,132028,
G11,Sample X155,118869,
G12,Sample X156,102908,
G13,Sample X157,22497,
G14,Sample X158,93946,
