Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,124636,
A02,Sample X2,126911,
A03,Sample X3,129461,
A04,Sample X4,126363,
A05,Sample X5,129000,
A06,Sample X6,128097,
A07,Sample X7,129101,
A08,Sample X8,128427,
A09,Sample X9,1847,
A10,Sample X10,1822,
A11,Sample X11,1895,
A12,Sample X12,1851,
A13,Sample X13,11147,
A14,Sample X14,104562,
A15,Sample X15,118245,
A16,Sample X16,122652,
A17,Sample X17,117518,
A18,Sample X18,125120,
A19,Sample X19,129882,
A20,Sample X20,127181,
A21,Sample X21,128949,
A22,Sample X22,131178,
A23,Sample X23,123253,
A24,Sample X24,120497,
B01,Sample X25,126295,
B02,Sample X26,131160,
B03,Sample X27,130294,
B04,Sample X28,131787,
B05,Sample X29,134063,
B06,Sample X30,130646,
B07,Sample X31,129220,
B08,Sample X32,129193,
B09,Sample X33,96170,
B10,Sample X34,98238,
B11,Sample X35,97463,
B12,Sample X36,93330,
B13,Sample X37,120739,
B14,Sample X38,126298,
B15,Sample X39,130688,
B16,Sample X40,129231,
B17,Sample X41,128358,
B18,Sample X42,132288,
B19,Sample X43,127320,
B20,Sample X44,130475,
B21,Sample X45,130257,
B22,Sample X46,127097,
B23,Sample X47,132532,
B24,Sample X48,123831,
C01,Sample X49,127022,
C02,Sample X50,2108,
C03,Sample X51,10841,
C04,Sample X52,103160,
C05,Sample X53,127116,
C06,Sample X54,133481,
C07,Sample X55,135028,
C08,Sample X56,130554,
C09,Sample X57,133679,
C10,Sample X58,127710,
C11,Sample X59,132072,
C12,Sample X60,130136,
C13,Sample X61,89271,
C14,Sample X62,123088,
C15,Sample X63,130860,
C16,Sample X64,127998,
C17,Sample X65,127697,
C18,Sample X66,132332,
C19,Sample X67,127671,
C20,Sample X68,132272,
C21,Sample X69,134741,
C22,Sample X70,127656,
C23,Sample X71,131493,
C24,Sample X72,127735,
D01,Sample X73,124384,
D02,Sample X74,20147,
D03,Sample X75,94127,
D04,Sample X76,117706,
D05,Sample X77,127343,
D06,Sample X78,130659,
D07,Sample X79,134381,
D08,Sample X80,128580,
D09,Sample X81,129428,
D10,Sample X82,127745,
D11,Sample X83,125506,
D12,Sample X84,129632,
D13,Sample X85,124512,
D14,Sample X86,129257,
D15,Sample X87,125783,
D16,Sample X88,123363,
D17,Sample X89,128168,
D18,Sample X90,130032,
D19,Sample X91,128717,
D20,Sample X92,129723,
D21,Sample X93,126540,
D22,Sample X94,130972,
D23,Sample X95,130247,
D24,Sample X96,129110,
E01,Sample X97,133070,
E02,Sample X98,99855,
E03,Sample X99,126062,
E04,Sample X100,128670,
E05,Sample X101,132199,
E06,Sample X102,133769,
E07,Sample X103,131455,
E08,Sample X104,129902,
E09,Sample X105,128455,
E10,Sample X106,117722,
E11,Sample X107,126727,
E12,Sample X108,127200,
E13,Sample X109,2024,
E14,Sample X110,2320,
E15,Sample X111,2308,
E16,Sample X112,2302,
E17,Sample X113,2250,
E18,Sample X114,2270,
E19,Sample X115,2364,
E20,Sample X116,90193,
E21,Sample X117,120844,
E22,Sample X118,128606,
E23,Sample X119,130685,
E24,Sample X120,126549,
F01,Sample X121,127977,
F02,Sample X122,75294,
F03,Sample X123,100642,
F04,Sample X124,117725,
F05,Sample X125,127508,
F06,Sample X126,131638,
F07,Sample X127,127247,
F08,Sample X128,122053,
F09,Sample X129,103647,
F10,Sample X130,125604,
F11,Sample X131,124697,
F12,Sample X132,124211,
F13,Sample X133,20139,
F14,Sample X134,58036,
F15,Sample X135,59608,
F16,Sample X136,105667,
F17,Sample X137,110279,
F18,Sample X138,100570,
F19,Sample X139,123888,
F20,Sample X140,128358,
F21,Sample X141,124348,
F22,Sample X142,131230,
F23,Sample X143,129752,
F24,Sample X144,126887,
G01,Sample X145,124738,
G02,Sample X146,65569,
G03,Sample X147,106239,
G04,Sample X148,128941,
G05,Sample X149,126632,
G06,Sample X150,131024,
G07,Sample X151,124161,
G08,Sample X152,120905,
G09,Sample X153,116442,
G10,Sample X154,119240,
G11,Sample X155,111588,
G12,Sample X156,118559,
G13,Sample X157,93201,
G14,Sample X158,116905,
G15,Sample X159,99127,
G16,Sample X160,102444,
G17,Sample X161,116078,
G18,Sample X162,122201,
G19,Sample X163,117588,
G20,Sample X164,127441,
G21,Sample X165,127680,
G22,Sample X166,128230,
G23,Sample X167,132042,
G24,Sample X168,132615,
H01,Sample X169,130758,
H02,Sample X170,149289,
H03,Sample X171,143482,
H04,Sample X172,139304,
H05,Sample X173,136223,
H06,Sample X174,132383,
H07,Sample X175,122701,
H08,Sample X176,105794,
H09,Sample X177,88641,
H10,Sample X178,106661,
H11,Sample X179,104977,
H12,Sample X180,87737,
H13,Sample X181,98981,
H14,Sample X182,106854,
H15,Sample X183,106844,
H16,Sample X184,110785,
H17,Sample X185,91276,
H18,Sample X186,115258,
H19,Sample X187,114278,
H20,Sample X188,129812,
H21,Sample X189,126221,
H22,Sample X190,128294,
H23,Sample X191,127727,
H24,Sample X192,126804,
I01,Sample X193,129141,
I02,Sample X194,130831,
I03,Sample X195,144043,
I04,Sample X196,139227,
I05,Sample X197,135026,
I06,Sample X198,124519,
I07,Sample X199,121627,
I08,Sample X200,125706,
I09,Sample X201,106596,
I10,Sample X202,116819,
I11,Sample X203,106759,
I12,Sample X204,102310,
I13,Sample X205,2186,
I14,Sample X206,4205,
I15,Sample X207,97880,
I16,Sample X208,103990,
I17,Sample X209,91556,
I18,Sample X210,90069,
I19,Sample X211,121843,
I20,Sample X212,111092,
I21,Sample X213,130312,
I22,Sample X214,134569,
I23,Sample X215,131275,
I24,Sample X216,131207,
J01,Sample X217,126642,
J02,Sample X218,138056,
J03,Sample X219,135006,
J04,Sample X220,133869,
J05,Sample X221,130514,
J06,Sample X222,123905,
J07,Sample X223,125833,
J08,Sample X224,122934,
J09,Sample X225,120096,
J10,Sample X226,123283,
J11,Sample X227,95463,
J12,Sample X228,118204,
J13,Sample X229,82507,
J14,Sample X230,109629,
J15,Sample X231,113956,
J16,Sample X232,92950,
J17,Sample X233,99234,
J18,Sample X234,105145,
J19,Sample X235,113405,
J20,Sample X236,119590,
J21,Sample X237,126298,
J22,Sample X238,133131,
J23,Sample X239,132687,
J24,Sample X240,140769,
K01,Sample X241,127902,
K02,Sample X242,75024,
K03,Sample X243,111913,
K04,Sample X244,113026,
K05,Sample X245,132684,
K06,Sample X246,119987,
K07,Sample X247,128574,
K08,Sample X248,125012,
K09,Sample X249,118383,
K10,Sample X250,102352,
K11,Sample X251,121278,
K12,Sample X252,99923,
K13,Sample X253,125818,
K14,Sample X254,127349,
K15,Sample X255,124097,
K16,Sample X256,100088,
K17,Sample X257,120308,
K18,Sample X258,119559,
K19,Sample X259,111651,
K20,Sample X260,130765,
K21,Sample X261,131182,
K22,Sample X262,128476,
K23,Sample X263,131976,
K24,Sample X264,125707,
L01,Sample X265,127420,
L02,Sample X266,130298,
L03,Sample X267,135264,
L04,Sample X268,134910,
L05,Sample X269,132589,
L06,Sample X270,119340,
L07,Sample X271,131669,
L08,Sample X272,123327,
L09,Sample X273,125194,
L10,Sample X274,130990,
L11,Sample X275,127718,
L12,Sample X276,108620,
L13,Sample X277,145316,
L14,Sample X278,111308,
L15,Sample X279,126967,
L16,Sample X280,130917,
L17,Sample X281,118312,
L18,Sample X282,118637,
L19,Sample X283,119337,
L20,Sample X284,128755,
L21,Sample X285,128733,
L22,Sample X286,126671,
L23,Sample X287,133426,
L24,Sample X288,125425,
M01,Sample X289,132089,
M02,Sample X290,120793,
M03,Sample X291,98677,
M04,Sample X292,120726,
