Well,Content,Raw Data (No filter),
H08,Sample X176,145751,
H09,Sample X177,104484,
H10,Sample X178,44553,
H11,Sample X179,10397,
H12,Sample X180,3907,
H13,Sample X181,101695,
H14,Sample X182,220572,
H15,Sample X183,283122,
H16,Sample X184,318775,
H17,Sample X185,320007,
H18,Sample X186,297010,
H19,Sample X187,305331,
H20,Sample X188,290765,
H21,Sample X189,239721,
H22,Sample X190,183343,
H23,Sample X191,16044,
H24,Sample X192,3755,
I01,Sample X193,5404,
I02,Sample X194,201423,
I03,Sample X195,220735,
I04,Sample X196,234659,
I05,Sample X197,214224,
I06,Sample X198,180007,
I07,Sample X199,150235,
I08,Sample X200,126789,
I09,Sample X201,79916,
I10,Sample X202,31614,
I11,Sample X203,7967,
I12,Sample X204,4025,
I13,Sample X205,5543,
I14,Sample X206,8274,
I15,Sample X207,18141,
I16,Sample X208,18489,
I17,Sample X209,19002,
I18,Sample X210,21550,
I19,Sample X211,20437,
I20,Sample X212,17387,
I21,Sample X213,14047,
I22,Sample X214,9009,
I23,Sample X215,3692,
I24,Sample X216,3682,
J01,Sample X217,3937,
J02,Sample X218,4406,
J03,Sample X219,20454,
J04,Sample X220,40343,
J05,Sample X221,36287,
J06,Sample X222,31319,
J07,Sample X223,24872,
J08,Sample X224,19330,
J09,Sample X225,15708,
J10,Sample X226,11592,
J11,Sample X227,7651,
J12,Sample X228,3903,
J13,Sample X229,26953,
J14,Sample X230,24653,
J15,Sample X231,16678,
J16,Sample X232,11169,
J17,Sample X233,6760,
J18,Sample X234,5170,
J19,Sample X235,3687,
J20,Sample X236,3376,
J21,Sample X237,3259,
J22,Sample X238,3560,
J23,Sample X239,3816,
J24,Sample X240,4068,
K01,Sample X241,3767,
K02,Sample X242,69873,
K03,Sample X243,65073,
K04,Sample X244,62832,
K05,Sample X245,52499,
K06,Sample X246,45321,
K07,Sample X247,42404,
K08,Sample X248,33218,
K09,Sample X249,23655,
K10,Sample X250,17212,
K11,Sample X251,7019,
K12,Sample X252,4023,
K13,Sample X253,5815,
K14,Sample X254,4813,
K15,Sample X255,4489,
K16,Sample X256,4140,
K17,Sample X257,4168,
K18,Sample X258,3812,
K19,Sample X259,4033,
K20,Sample X260,3858,
K21,Sample X261,3401,
K22,Sample X262,3776,
K23,Sample X263,3562,
K24,Sample X264,3657,
L01,Sample X265,3948,
L02,Sample X266,1900,
L03,Sample X267,1643,
L04,Sample X268,1763,
L05,Sample X269,2297,
L06,Sample X270,3651,
L07,Sample X271,3566,
L08,Sample X272,4023,
L09,Sample X273,3979,
L10,Sample X274,4153,
L11,Sample X275,3945,
L12,Sample X276,4091,
L13,Sample X277,3404,
L14,Sample X278,3702,
L15,Sample X279,3978,
L16,Sample X280,3863,
L17,Sample X281,3835,
L18,Sample X282,3946,
L19,Sample X283,3951,
L20,Sample X284,3883,
L21,Sample X285,3863,
L22,Sample X286,3793,
L23,Sample X287,3726,
L24,Sample X288,3417,
M01,Sample X289,4188,
M02,Sample X290,3835,
M03,Sample X291,4307,
M04,Sample X292,4838,
M05,Sample X293,4271,
M06,Sample X294,3855,
M07,Sample X295,4492,
M08,Sample X296,4110,
M09,Sample X297,4032,
M10,Sample X298,4250,
M11,Sample X299,3786,
M12,Sample X300,4128,
M13,Sample X301,2178,
M14,Sample X302,3194,
M15,Sample X303,3900,
M16,Sample X304,3711,
M17,Sample X305,3785,
M18,Sample X306,4219,
M19,Sample X307,3942,
M20,Sample X308,3801,
M21,Sample X309,4322,
M22,Sample X310,3605,
M23,Sample X311,3850,
M24,Sample X312,4135,
N01,Sample X313,4034,
N02,Sample X314,161329,
N03,Sample X315,250544,
N04,Sample X316,278304,
N05,Sample X317,263758,
N06,Sample X318,4663,
N07,Sample X319,239405,
N08,Sample X320,189002,
N09,Sample X321,160925,
N10,Sample X322,103377,
N11,Sample X323,38803,
N12,Sample X324,4688,
N13,Sample X325,3813,
N14,Sample X326,4109,
N15,Sample X327,4270,
N16,Sample X328,4154,
N17,Sample X329,4605,
N18,Sample X330,288486,
N19,Sample X331,230695,
N20,Sample X332,151359,
N21,Sample X333,56988,
N22,Sample X334,3917,
N23,Sample X335,3874,
N24,Sample X336,3916,
O01,Sample X337,3648,
O02,Sample X338,2093,
O03,Sample X339,2695,
O04,Sample X340,3485,
O05,Sample X341,4152,
O06,Sample X342,3997,
O07,Sample X343,4413,
O08,Sample X344,4089,
O09,Sample X345,4166,
O10,Sample X346,4071,
O11,Sample X347,4271,
O12,Sample X348,4246,
O13,Sample X349,4229,
O14,Sample X350,4385,
O15,Sample X351,4250,
O16,Sample X352,3986,
O17,Sample X353,3621,
O18,Sample X354,4374,
O19,Sample X355,4103,
O20,Sample X356,4041,
O21,Sample X357,4107,
O22,Sample X358,3755,
O23,Sample X359,3750,
O24,Sample X360,3825,
P01,Sample X361,4119,
P02,Sample X362,3963,
P03,Sample X363,3916,
P04,Sample X364,4182,
P05,Sample X365,4334,
P06,Sample X366,4126,
P07,Sample X367,3875,
P08,Sample X368,3820,
P09,Sample X369,3935,
P10,Sample X370,4113,
P11,Sample X371,4185,
P12,Sample X372,4137,
P13,Sample X373,4567,
P14,Sample X374,3938,
P15,Sample X375,3804,
P16,Sample X376,4298,
P17,Sample X377,4010,
P18,Sample X378,4208,
P19,Sample X379,4685,
P20,Sample X380,4000,
P21,Sample X381,3879,
P22,Sample X382,3762,
P23,Sample X383,3894,
P24,Sample X384,3770,
