Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,127283,
A02,Sample X2,126569,
A03,Sample X3,131968,
A04,Sample X4,129261,
A05,Sample X5,130301,
A06,Sample X6,131050,
A07,Sample X7,130630,
A08,Sample X8,129804,
A09,Sample X9,2250,
A10,Sample X10,1842,
A11,Sample X11,1701,
A12,Sample X12,1733,
A13,Sample X13,25419,
A14,Sample X14,114286,
A15,Sample X15,117742,
A16,Sample X16,128128,
A17,Sample X17,127114,
A18,Sample X18,123708,
A19,Sample X19,127160,
A20,Sample X20,129407,
A21,Sample X21,136152,
A22,Sample X22,132795,
A23,Sample X23,131687,
A24,Sample X24,123797,
B01,Sample X25,129746,
B02,Sample X26,134262,
B03,Sample X27,137146,
B04,Sample X28,136098,
B05,Sample X29,137411,
B06,Sample X30,133605,
B07,Sample X31,136403,
B08,Sample X32,134379,
B09,Sample X33,130028,
B10,Sample X34,130140,
B11,Sample X35,131298,
B12,Sample X36,128119,
B13,Sample X37,127081,
B14,Sample X38,130736,
B15,Sample X39,127101,
B16,Sample X40,127237,
B17,Sample X41,127031,
B18,Sample X42,131624,
B19,Sample X43,135015,
B20,Sample X44,123814,
B21,Sample X45,133051,
B22,Sample X46,135879,
B23,Sample X47,136303,
B24,Sample X48,126413,
C01,Sample X49,131346,
C02,Sample X50,145033,
C03,Sample X51,152143,
C04,Sample X52,151724,
C05,Sample X53,144523,
C06,Sample X54,140065,
C07,Sample X55,138971,
C08,Sample X56,138765,
C09,Sample X57,138071,
C10,Sample X58,138296,
C11,Sample X59,134961,
C12,Sample X60,133609,
C13,Sample X61,126466,
C14,Sample X62,132226,
C15,Sample X63,133852,
C16,Sample X64,134125,
C17,Sample X65,133541,
C18,Sample X66,136539,
C19,Sample X67,137040,
C20,Sample X68,136324,
C21,Sample X69,131670,
C22,Sample X70,138103,
C23,Sample X71,137556,
C24,Sample X72,131661,
D01,Sample X73,130799,
D02,Sample X74,143948,
D03,Sample X75,143787,
D04,Sample X76,145586,
D05,Sample X77,140829,
D06,Sample X78,138631,
D07,Sample X79,135300,
D08,Sample X80,138608,
D09,Sample X81,137862,
D10,Sample X82,135723,
D11,Sample X83,134266,
D12,Sample X84,133787,
D13,Sample X85,122745,
D14,Sample X86,130227,
D15,Sample X87,130226,
D16,Sample X88,129859,
D17,Sample X89,129573,
D18,Sample X90,133573,
D19,Sample X91,136651,
D20,Sample X92,134187,
D21,Sample X93,136381,
D22,Sample X94,138609,
D23,Sample X95,134967,
D24,Sample X96,135255,
E01,Sample X97,133568,
E02,Sample X98,138332,
E03,Sample X99,141651,
E04,Sample X100,142501,
E05,Sample X101,142632,
E06,Sample X102,140643,
E07,Sample X103,138496,
E08,Sample X104,141128,
E09,Sample X105,136381,
E10,Sample X106,135643,
E11,Sample X107,134357,
E12,Sample X108,112239,
E13,Sample X109,126148,
E14,Sample X110,133183,
E15,Sample X111,128478,
E16,Sample X112,135709,
E17,Sample X113,137221,
E18,Sample X114,127210,
E19,Sample X115,134054,
E20,Sample X116,135355,
E21,Sample X117,136663,
E22,Sample X118,133926,
E23,Sample X119,136633,
E24,Sample X120,132919,
F01,Sample X121,130566,
F02,Sample X122,98812,
