Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,114385,
A02,Sample X2,112576,
A03,Sample X3,126194,
A04,Sample X4,113005,
A05,Sample X5,119287,
A06,Sample X6,114991,
A07,Sample X7,118374,
A08,Sample X8,115048,
A09,Sample X9,1504,
A10,Sample X10,1387,
A11,Sample X11,1360,
A12,Sample X12,1162,
A13,Sample X13,46468,
A14,Sample X14,66052,
A15,Sample X15,122436,
A16,Sample X16,117290,
A17,Sample X17,116489,
A18,Sample X18,113667,
A19,Sample X19,116698,
A20,Sample X20,111640,
A21,Sample X21,119444,
A22,Sample X22,128465,
A23,Sample X23,117474,
A24,Sample X24,116275,
B01,Sample X25,117625,
B02,Sample X26,121780,
B03,Sample X27,112126,
B04,Sample X28,126101,
B05,Sample X29,123169,
B06,Sample X30,119924,
B07,Sample X31,91444,
B08,Sample X32,119334,
B09,Sample X33,126337,
B10,Sample X34,120327,
B11,Sample X35,109004,
B12,Sample X36,123689,
B13,Sample X37,122136,
B14,Sample X38,124019,
B15,Sample X39,121802,
B16,Sample X40,121373,
B17,Sample X41,123145,
B18,Sample X42,122205,
B19,Sample X43,128714,
B20,Sample X44,122026,
B21,Sample X45,119813,
B22,Sample X46,118353,
B23,Sample X47,119841,
B24,Sample X48,122697,
C01,Sample X49,129408,
C02,Sample X50,116019,
C03,Sample X51,121545,
C04,Sample X52,120035,
C05,Sample X53,120071,
C06,Sample X54,121252,
C07,Sample X55,118498,
C08,Sample X56,122374,
C09,Sample X57,118151,
C10,Sample X58,121452,
C11,Sample X59,119523,
C12,Sample X60,119341,
C13,Sample X61,116739,
C14,Sample X62,121216,
C15,Sample X63,123719,
C16,Sample X64,120525,
C17,Sample X65,121293,
C18,Sample X66,122372,
C19,Sample X67,120883,
C20,Sample X68,124526,
C21,Sample X69,122666,
C22,Sample X70,123065,
C23,Sample X71,81392,
C24,Sample X72,117871,
D01,Sample X73,119543,
D02,Sample X74,12782,
D03,Sample X75,102338,
D04,Sample X76,112773,
D05,Sample X77,118136,
D06,Sample X78,116661,
D07,Sample X79,120167,
D08,Sample X80,118767,
D09,Sample X81,117930,
D10,Sample X82,121003,
D11,Sample X83,119931,
D12,Sample X84,122584,
D13,Sample X85,117254,
D14,Sample X86,117547,
D15,Sample X87,119991,
D16,Sample X88,119164,
D17,Sample X89,116217,
D18,Sample X90,118789,
D19,Sample X91,119088,
D20,Sample X92,123756,
D21,Sample X93,121794,
D22,Sample X94,117852,
D23,Sample X95,118171,
D24,Sample X96,116942,
E01,Sample X97,118222,
E02,Sample X98,117941,
E03,Sample X99,121097,
E04,Sample X100,119003,
E05,Sample X101,124799,
E06,Sample X102,119034,
E07,Sample X103,118622,
E08,Sample X104,117783,
E09,Sample X105,117081,
E10,Sample X106,119998,
E11,Sample X107,110459,
E12,Sample X108,114440,
E13,Sample X109,1914,
E14,Sample X110,1938,
E15,Sample X111,2093,
E16,Sample X112,40166,
E17,Sample X113,104179,
E18,Sample X114,110080,
E19,Sample X115,116657,
E20,Sample X116,118677,
E21,Sample X117,121592,
E22,Sample X118,121979,
E23,Sample X119,119312,
E24,Sample X120,116166,
F01,Sample X121,120167,
F02,Sample X122,3155,
F03,Sample X123,68559,
F04,Sample X124,113199,
F05,Sample X125,119933,
F06,Sample X126,116993,
F07,Sample X127,115940,
F08,Sample X128,119931,
F09,Sample X129,112220,
F10,Sample X130,115769,
F11,Sample X131,116337,
F12,Sample X132,116001,
F13,Sample X133,40040,
F14,Sample X134,108075,
F15,Sample X135,112733,
F16,Sample X136,113046,
F17,Sample X137,111524,
F18,Sample X138,111093,
F19,Sample X139,114118,
F20,Sample X140,110956,
F21,Sample X141,119361,
F22,Sample X142,117841,
F23,Sample X143,121533,
F24,Sample X144,119204,
G01,Sample X145,121249,
G02,Sample X146,121924,
G03,Sample X147,122428,
G04,Sample X148,120231,
G05,Sample X149,118352,
G06,Sample X150,113623,
G07,Sample X151,88818,
G08,Sample X152,115511,
G09,Sample X153,116322,
G10,Sample X154,97915,
G11,Sample X155,109328,
G12,Sample X156,112413,
G13,Sample X157,12259,
G14,Sample X158,76885,
G15,Sample X159,110403,
G16,Sample X160,111748,
G17,Sample X161,108593,
G18,Sample X162,105563,
G19,Sample X163,113259,
G20,Sample X164,112695,
G21,Sample X165,116077,
G22,Sample X166,95441,
G23,Sample X167,118805,
G24,Sample X168,124583,
H01,Sample X169,119429,
H02,Sample X170,119850,
H03,Sample X171,120002,
H04,Sample X172,119913,
H05,Sample X173,119238,
H06,Sample X174,116413,
H07,Sample X175,112280,
H08,Sample X176,104293,
H09,Sample X177,89930,
H10,Sample X178,112796,
H11,Sample X179,109833,
H12,Sample X180,112373,
H13,Sample X181,104109,
H14,Sample X182,99152,
H15,Sample X183,95725,
H16,Sample X184,98139,
H17,Sample X185,93761,
H18,Sample X186,110742,
H19,Sample X187,106464,
H20,Sample X188,114001,
H21,Sample X189,114101,
H22,Sample X190,119063,
H23,Sample X191,115659,
H24,Sample X192,121497,
I01,Sample X193,121874,
I02,Sample X194,119009,
I03,Sample X195,125974,
I04,Sample X196,116537,
I05,Sample X197,118823,
I06,Sample X198,117204,
I07,Sample X199,115615,
I08,Sample X200,113430,
I09,Sample X201,104062,
I10,Sample X202,106015,
I11,Sample X203,95436,
I12,Sample X204,85272,
I13,Sample X205,1825,
I14,Sample X206,1811,
I15,Sample X207,15369,
I16,Sample X208,54390,
I17,Sample X209,93986,
I18,Sample X210,104754,
I19,Sample X211,114890,
I20,Sample X212,98920,
I21,Sample X213,100269,
I22,Sample X214,117726,
I23,Sample X215,118241,
I24,Sample X216,118437,
J01,Sample X217,120495,
J02,Sample X218,118464,
J03,Sample X219,119530,
J04,Sample X220,119784,
J05,Sample X221,119856,
J06,Sample X222,113491,
J07,Sample X223,114904,
J08,Sample X224,100931,
J09,Sample X225,108963,
J10,Sample X226,107443,
J11,Sample X227,101726,
J12,Sample X228,97351,
J13,Sample X229,88864,
J14,Sample X230,88145,
J15,Sample X231,83188,
J16,Sample X232,81387,
J17,Sample X233,91269,
J18,Sample X234,100253,
J19,Sample X235,103588,
J20,Sample X236,112739,
J21,Sample X237,109216,
J22,Sample X238,120124,
J23,Sample X239,121212,
J24,Sample X240,118987,
K01,Sample X241,120916,
K02,Sample X242,127116,
K03,Sample X243,122689,
K04,Sample X244,120001,
K05,Sample X245,116692,
K06,Sample X246,116067,
K07,Sample X247,116741,
K08,Sample X248,100630,
K09,Sample X249,112478,
K10,Sample X250,84033,
K11,Sample X251,111501,
K12,Sample X252,86434,
K13,Sample X253,114054,
K14,Sample X254,90669,
K15,Sample X255,86488,
K16,Sample X256,87345,
K17,Sample X257,84021,
K18,Sample X258,105014,
K19,Sample X259,86066,
K20,Sample X260,112756,
K21,Sample X261,93105,
K22,Sample X262,121587,
K23,Sample X263,116999,
K24,Sample X264,116452,
L01,Sample X265,120544,
L02,Sample X266,57675,
L03,Sample X267,84464,
L04,Sample X268,108922,
L05,Sample X269,121606,
L06,Sample X270,114803,
L07,Sample X271,124642,
L08,Sample X272,112645,
L09,Sample X273,111857,
L10,Sample X274,91757,
L11,Sample X275,93013,
L12,Sample X276,111937,
L13,Sample X277,91108,
L14,Sample X278,88788,
L15,Sample X279,83172,
L16,Sample X280,93526,
L17,Sample X281,107057,
L18,Sample X282,90800,
L19,Sample X283,88948,
L20,Sample X284,90965,
L21,Sample X285,107982,
L22,Sample X286,121162,
L23,Sample X287,118381,
L24,Sample X288,126158,
M01,Sample X289,121456,
M02,Sample X290,115109,
M03,Sample X291,121705,
