Well,Content,Raw Data (No filter),
A01,Sample X1,2402,
A02,Sample X2,2213,
A03,Sample X3,2138,
A04,Sample X4,2191,
A05,Sample X5,2260,
A06,Sample X6,2095,
A07,Sample X7,2267,
A08,Sample X8,2456,
A09,Sample X9,81,
A10,Sample X10,111,
A11,Sample X11,97,
A12,Sample X12,109,
A13,Sample X13,632,
A14,Sample X14,1907,
A15,Sample X15,2081,
A16,Sample X16,2099,
A17,Sample X17,2084,
A18,Sample X18,2127,
A19,Sample X19,2280,
A20,Sample X20,2201,
A21,Sample X21,1960,
A22,Sample X22,2234,
A23,Sample X23,2261,
A24,Sample X24,2109,
B01,Sample X25,2317,
B02,Sample X26,2204,
B03,Sample X27,2250,
B04,Sample X28,2298,
B05,Sample X29,2235,
B06,Sample X30,2281,
B07,Sample X31,2249,
B08,Sample X32,2173,
B09,Sample X33,13070,
B10,Sample X34,13269,
B11,Sample X35,14184,
B12,Sample X36,12809,
B13,Sample X37,12789,
B14,Sample X38,13707,
B15,Sample X39,9030,
B16,Sample X40,6393,
B17,Sample X41,4113,
B18,Sample X42,2806,
B19,Sample X43,2260,
B20,Sample X44,2090,
B21,Sample X45,1912,
B22,Sample X46,2105,
B23,Sample X47,1778,
B24,Sample X48,2148,
C01,Sample X49,2487,
C02,Sample X50,1103,
C03,Sample X51,1736,
C04,Sample X52,2402,
C05,Sample X53,2261,
C06,Sample X54,2358,
C07,Sample X55,2255,
C08,Sample X56,2266,
C09,Sample X57,2170,
C10,Sample X58,2230,
C11,Sample X59,2029,
C12,Sample X60,2025,
C13,Sample X61,10231,
C14,Sample X62,13015,
C15,Sample X63,12711,
C16,Sample X64,11842,
C17,Sample X65,9418,
C18,Sample X66,5449,
C19,Sample X67,3201,
C20,Sample X68,2331,
C21,Sample X69,2292,
C22,Sample X70,2195,
C23,Sample X71,2214,
C24,Sample X72,2118,
D01,Sample X73,2667,
D02,Sample X74,1537,
D03,Sample X75,1443,
D04,Sample X76,1515,
D05,Sample X77,1926,
D06,Sample X78,2307,
D07,Sample X79,2353,
D08,Sample X80,2231,
D09,Sample X81,2025,
D10,Sample X82,2055,
D11,Sample X83,2168,
D12,Sample X84,2177,
D13,Sample X85,6401,
D14,Sample X86,7880,
D15,Sample X87,9920,
D16,Sample X88,11334,
D17,Sample X89,12462,
D18,Sample X90,13385,
D19,Sample X91,13088,
D20,Sample X92,12549,
D21,Sample X93,9395,
D22,Sample X94,4155,
D23,Sample X95,2173,
D24,Sample X96,2213,
E01,Sample X97,3239,
E02,Sample X98,1403,
E03,Sample X99,1793,
E04,Sample X100,1911,
E05,Sample X101,2567,
E06,Sample X102,2836,
E07,Sample X103,2606,
E08,Sample X104,2326,
E09,Sample X105,2331,
E10,Sample X106,2247,
E11,Sample X107,2145,
E12,Sample X108,2234,
E13,Sample X109,808,
E14,Sample X110,788,
E15,Sample X111,882,
E16,Sample X112,880,
E17,Sample X113,1225,
E18,Sample X114,1335,
E19,Sample X115,1573,
E20,Sample X116,1530,
E21,Sample X117,1517,
E22,Sample X118,1581,
E23,Sample X119,2089,
E24,Sample X120,2148,
F01,Sample X121,3905,
F02,Sample X122,1756,
F03,Sample X123,1428,
F04,Sample X124,2377,
F05,Sample X125,3669,
F06,Sample X126,3723,
F07,Sample X127,3399,
F08,Sample X128,2784,
F09,Sample X129,2345,
F10,Sample X130,1984,
F11,Sample X131,2227,
F12,Sample X132,2821,
F13,Sample X133,1367,
F14,Sample X134,1705,
F15,Sample X135,3050,
F16,Sample X136,3922,
F17,Sample X137,3191,
F18,Sample X138,2736,
F19,Sample X139,2359,
F20,Sample X140,1985,
F21,Sample X141,1949,
F22,Sample X142,2039,
F23,Sample X143,2051,
F24,Sample X144,2009,
G01,Sample X145,5306,
G02,Sample X146,6633,
G03,Sample X147,6031,
G04,Sample X148,4547,
G05,Sample X149,3973,
G06,Sample X150,3234,
G07,Sample X151,2782,
G08,Sample X152,2523,
G09,Sample X153,2433,
G10,Sample X154,2097,
G11,Sample X155,2160,
G12,Sample X156,3028,
G13,Sample X157,1321,
G14,Sample X158,2450,
G15,Sample X159,4881,
G16,Sample X160,7067,
G17,Sample X161,10178,
G18,Sample X162,9846,
G19,Sample X163,7363,
G20,Sample X164,3462,
G21,Sample X165,2367,
G22,Sample X166,2144,
G23,Sample X167,1975,
G24,Sample X168,2073,
H01,Sample X169,5671,
H02,Sample X170,10535,
H03,Sample X171,9856,
H04,Sample X172,11915,
H05,Sample X173,11646,
H06,Sample X174,13411,
H07,Sample X175,13181,
H08,Sample X176,13002,
H09,Sample X177,8012,
H10,Sample X178,3618,
H11,Sample X179,2604,
H12,Sample X180,2783,
H13,Sample X181,6843,
H14,Sample X182,8073,
H15,Sample X183,9275,
H16,Sample X184,8611,
H17,Sample X185,6063,
H18,Sample X186,4846,
H19,Sample X187,3078,
H20,Sample X188,2283,
H21,Sample X189,2051,
H22,Sample X190,2025,
H23,Sample X191,1984,
H24,Sample X192,2085,
I01,Sample X193,7216,
I02,Sample X194,11666,
I03,Sample X195,10680,
I04,Sample X196,9633,
I05,Sample X197,7728,
I06,Sample X198,5165,
I07,Sample X199,4270,
I08,Sample X200,3052,
I09,Sample X201,2681,
I10,Sample X202,2352,
I11,Sample X203,2175,
I12,Sample X204,2234,
I13,Sample X205,699,
I14,Sample X206,838,
I15,Sample X207,779,
I16,Sample X208,1055,
I17,Sample X209,1350,
I18,Sample X210,1523,
I19,Sample X211,1786,
I20,Sample X212,1776,
I21,Sample X213,1727,
I22,Sample X214,1838,
I23,Sample X215,2084,
I24,Sample X216,2096,
J01,Sample X217,7024,
J02,Sample X218,7630,
J03,Sample X219,7035,
J04,Sample X220,6584,
J05,Sample X221,4577,
J06,Sample X222,3891,
J07,Sample X223,3942,
J08,Sample X224,2965,
J09,Sample X225,2481,
J10,Sample X226,2393,
J11,Sample X227,2442,
J12,Sample X228,2327,
J13,Sample X229,2353,
J14,Sample X230,2382,
J15,Sample X231,2301,
J16,Sample X232,2335,
J17,Sample X233,2394,
J18,Sample X234,2352,
J19,Sample X235,2132,
J20,Sample X236,1912,
J21,Sample X237,2084,
J22,Sample X238,2110,
J23,Sample X239,2125,
J24,Sample X240,2217,
K01,Sample X241,5445,
K02,Sample X242,5330,
K03,Sample X243,5476,
K04,Sample X244,4791,
K05,Sample X245,4374,
K06,Sample X246,3404,
K07,Sample X247,3011,
K08,Sample X248,2654,
K09,Sample X249,2360,
K10,Sample X250,2550,
K11,Sample X251,2422,
K12,Sample X252,2877,
K13,Sample X253,7985,
K14,Sample X254,4473,
K15,Sample X255,2922,
K16,Sample X256,2519,
K17,Sample X257,2262,
K18,Sample X258,2257,
K19,Sample X259,2119,
K20,Sample X260,2084,
K21,Sample X261,2251,
K22,Sample X262,2070,
K23,Sample X263,1918,
K24,Sample X264,2197,
L01,Sample X265,3564,
L02,Sample X266,405,
L03,Sample X267,449,
L04,Sample X268,835,
L05,Sample X269,2597,
L06,Sample X270,2563,
L07,Sample X271,2386,
L08,Sample X272,2471,
L09,Sample X273,2230,
L10,Sample X274,2476,
L11,Sample X275,2624,
L12,Sample X276,3112,
L13,Sample X277,4191,
L14,Sample X278,7172,
L15,Sample X279,6736,
L16,Sample X280,4128,
L17,Sample X281,2920,
L18,Sample X282,2387,
L19,Sample X283,2136,
L20,Sample X284,2092,
L21,Sample X285,2011,
L22,Sample X286,2044,
L23,Sample X287,2048,
L24,Sample X288,2267,
M01,Sample X289,3143,
M02,Sample X290,2083,
M03,Sample X291,2464,
M04,Sample X292,2599,
M05,Sample X293,2310,
M06,Sample X294,2270,
M07,Sample X295,2189,
M08,Sample X296,2234,
M09,Sample X297,2400,
M10,Sample X298,2356,
M11,Sample X299,2699,
M12,Sample X300,3375,
M13,Sample X301,6674,
M14,Sample X302,6082,
M15,Sample X303,4785,
M16,Sample X304,3498,
M17,Sample X305,2824,
M18,Sample X306,2533,
M19,Sample X307,2319,
M20,Sample X308,2124,
M21,Sample X309,1989,
M22,Sample X310,2155,
M23,Sample X311,2098,
M24,Sample X312,2223,
N01,Sample X313,2746,
N02,Sample X314,2440,
N03,Sample X315,2408,
N04,Sample X316,2376,
N05,Sample X317,2345,
N06,Sample X318,2393,
N07,Sample X319,2180,
N08,Sample X320,2145,
N09,Sample X321,2097,
N10,Sample X322,2294,
N11,Sample X323,2599,
N12,Sample X324,2971,
N13,Sample X325,1116,
N14,Sample X326,1862,
N15,Sample X327,2263,
N16,Sample X328,2464,
N17,Sample X329,2403,
N18,Sample X330,2237,
N19,Sample X331,2125,
N20,Sample X332,2109,
N21,Sample X333,2016,
N22,Sample X334,2127,
N23,Sample X335,2015,
N24,Sample X336,2289,
O01,Sample X337,2347,
O02,Sample X338,2405,
O03,Sample X339,2241,
O04,Sample X340,2250,
O05,Sample X341,2186,
O06,Sample X342,2343,
O07,Sample X343,2129,
O08,Sample X344,2216,
O09,Sample X345,2464,
O10,Sample X346,2294,
O11,Sample X347,2406,
O12,Sample X348,2650,
O13,Sample X349,2730,
O14,Sample X350,3061,
O15,Sample X351,2498,
O16,Sample X352,2488,
O17,Sample X353,2476,
O18,Sample X354,2173,
O19,Sample X355,2163,
O20,Sample X356,2066,
O21,Sample X357,2061,
O22,Sample X358,2120,
O23,Sample X359,2006,
O24,Sample X360,2184,
P01,Sample X361,2527,
P02,Sample X362,2282,
P03,Sample X363,2190,
P04,Sample X364,2326,
P05,Sample X365,2165,
P06,Sample X366,2480,
P07,Sample X367,2153,
P08,Sample X368,2197,
P09,Sample X369,2292,
P10,Sample X370,2256,
P11,Sample X371,2347,
P12,Sample X372,2545,
