Well,Content,Raw Data (No filter),
I13,Sample X205,1045,
I14,Sample X206,1208,
I15,Sample X207,1258,
I16,Sample X208,1410,
I17,Sample X209,1690,
I18,Sample X210,1737,
I19,Sample X211,1879,
I20,Sample X212,1883,
I21,Sample X213,2142,
I22,Sample X214,2127,
I23,Sample X215,2342,
I24,Sample X216,2419,
J01,Sample X217,3280,
J02,Sample X218,1177,
J03,Sample X219,1435,
J04,Sample X220,2774,
J05,Sample X221,2362,
J06,Sample X222,2566,
J07,Sample X223,2360,
J08,Sample X224,2140,
J09,Sample X225,2213,
J10,Sample X226,2111,
J11,Sample X227,2474,
J12,Sample X228,2340,
J13,Sample X229,1272,
J14,Sample X230,1540,
J15,Sample X231,2013,
J16,Sample X232,2351,
J17,Sample X233,2282,
J18,Sample X234,2243,
J19,Sample X235,2347,
J20,Sample X236,2159,
J21,Sample X237,2224,
J22,Sample X238,2268,
J23,Sample X239,2417,
J24,Sample X240,2319,
K01,Sample X241,6295,
K02,Sample X242,3270,
K03,Sample X243,3829,
K04,Sample X244,3809,
K05,Sample X245,2941,
K06,Sample X246,2729,
K07,Sample X247,2492,
K08,Sample X248,2375,
K09,Sample X249,2386,
K10,Sample X250,2330,
K11,Sample X251,2134,
K12,Sample X252,2460,
K13,Sample X253,14315,
K14,Sample X254,9689,
K15,Sample X255,6281,
K16,Sample X256,4296,
K17,Sample X257,3230,
K18,Sample X258,2383,
K19,Sample X259,2402,
K20,Sample X260,2285,
K21,Sample X261,2206,
K22,Sample X262,2357,
K23,Sample X263,2297,
K24,Sample X264,2281,
L01,Sample X265,9343,
L02,Sample X266,1963,
L03,Sample X267,1705,
L04,Sample X268,1756,
L05,Sample X269,2444,
L06,Sample X270,8470,
L07,Sample X271,9720,
L08,Sample X272,9022,
L09,Sample X273,6347,
L10,Sample X274,3423,
L11,Sample X275,2586,
L12,Sample X276,2299,
L13,Sample X277,2396,
L14,Sample X278,2502,
L15,Sample X279,2540,
L16,Sample X280,2448,
L17,Sample X281,2347,
L18,Sample X282,2279,
L19,Sample X283,2298,
L20,Sample X284,2425,
L21,Sample X285,2182,
L22,Sample X286,2214,
L23,Sample X287,2398,
L24,Sample X288,2400,
M01,Sample X289,6312,
M02,Sample X290,8617,
M03,Sample X291,7444,
M04,Sample X292,5488,
M05,Sample X293,3684,
M06,Sample X294,2737,
M07,Sample X295,2673,
M08,Sample X296,2436,
M09,Sample X297,2431,
M10,Sample X298,2276,
M11,Sample X299,2333,
M12,Sample X300,2417,
M13,Sample X301,1707,
M14,Sample X302,2437,
M15,Sample X303,2669,
M16,Sample X304,2609,
M17,Sample X305,2446,
M18,Sample X306,2458,
M19,Sample X307,2336,
M20,Sample X308,2257,
M21,Sample X309,2312,
M22,Sample X310,2396,
M23,Sample X311,2174,
M24,Sample X312,2477,
N01,Sample X313,3709,
N02,Sample X314,3455,
N03,Sample X315,3539,
N04,Sample X316,3188,
N05,Sample X317,3159,
N06,Sample X318,2447,
N07,Sample X319,2676,
N08,Sample X320,2464,
N09,Sample X321,2449,
N10,Sample X322,2343,
N11,Sample X323,2403,
N12,Sample X324,2267,
N13,Sample X325,2260,
N14,Sample X326,2433,
N15,Sample X327,2330,
N16,Sample X328,2190,
N17,Sample X329,2351,
N18,Sample X330,2824,
N19,Sample X331,2526,
N20,Sample X332,2330,
N21,Sample X333,2296,
N22,Sample X334,2377,
N23,Sample X335,2379,
N24,Sample X336,2384,
O01,Sample X337,2766,
O02,Sample X338,1938,
O03,Sample X339,2459,
O04,Sample X340,2922,
O05,Sample X341,2794,
O06,Sample X342,2522,
O07,Sample X343,2408,
O08,Sample X344,2428,
O09,Sample X345,2404,
O10,Sample X346,2317,
O11,Sample X347,2533,
O12,Sample X348,2343,
O13,Sample X349,2403,
O14,Sample X350,2355,
O15,Sample X351,2663,
O16,Sample X352,2337,
O17,Sample X353,2454,
O18,Sample X354,2265,
O19,Sample X355,2322,
O20,Sample X356,2412,
O21,Sample X357,2439,
O22,Sample X358,2451,
O23,Sample X359,2456,
O24,Sample X360,2531,
P01,Sample X361,2717,
P02,Sample X362,2461,
P03,Sample X363,2593,
P04,Sample X364,2558,
P05,Sample X365,2410,
P06,Sample X366,2365,
P07,Sample X367,2382,
P08,Sample X368,2332,
P09,Sample X369,2434,
P10,Sample X370,2290,
P11,Sample X371,2309,
P12,Sample X372,2361,
P13,Sample X373,2513,
P14,Sample X374,2518,
P15,Sample X375,2423,
P16,Sample X376,2427,
P17,Sample X377,2418,
P18,Sample X378,2367,
P19,Sample X379,2241,
P20,Sample X380,2490,
P21,Sample X381,2467,
P22,Sample X382,2324,
P23,Sample X383,2473,
P24,Sample X384,2846,
