Well,Content,Raw Data (No filter),
F24,Sample X144,212741,
G01,Sample X145,196948,
G02,Sample X146,1890,
G03,Sample X147,1935,
G04,Sample X148,2107,
G05,Sample X149,48265,
G06,Sample X150,119575,
G07,Sample X151,171126,
G08,Sample X152,186900,
G09,Sample X153,207797,
G10,Sample X154,212305,
G11,Sample X155,201136,
G12,Sample X156,197530,
G13,Sample X157,157832,
G14,Sample X158,158754,
G15,Sample X159,199452,
G16,Sample X160,179759,
G17,Sample X161,179595,
G18,Sample X162,207917,
G19,Sample X163,213536,
G20,Sample X164,223294,
G21,Sample X165,202978,
G22,Sample X166,215886,
G23,Sample X167,222835,
G24,Sample X168,224210,
H01,Sample X169,209389,
H02,Sample X170,115400,
H03,Sample X171,145873,
H04,Sample X172,187251,
H05,Sample X173,188103,
H06,Sample X174,194741,
H07,Sample X175,221696,
H08,Sample X176,215192,
H09,Sample X177,210375,
H10,Sample X178,213746,
H11,Sample X179,209854,
H12,Sample X180,222652,
H13,Sample X181,196417,
H14,Sample X182,207254,
H15,Sample X183,195699,
H16,Sample X184,210347,
H17,Sample X185,219037,
H18,Sample X186,210692,
H19,Sample X187,204512,
H20,Sample X188,206795,
H21,Sample X189,229946,
H22,Sample X190,214382,
H23,Sample X191,198074,
H24,Sample X192,209725,
I01,Sample X193,202548,
I02,Sample X194,2281,
I03,Sample X195,4523,
I04,Sample X196,19419,
I05,Sample X197,45207,
I06,Sample X198,81736,
I07,Sample X199,93811,
I08,Sample X200,111505,
I09,Sample X201,110203,
I10,Sample X202,127676,
I11,Sample X203,176175,
I12,Sample X204,211693,
I13,Sample X205,164772,
I14,Sample X206,155161,
I15,Sample X207,184260,
I16,Sample X208,203563,
I17,Sample X209,223467,
I18,Sample X210,218695,
I19,Sample X211,238333,
I20,Sample X212,221154,
I21,Sample X213,239297,
I22,Sample X214,255807,
I23,Sample X215,234534,
I24,Sample X216,248129,
J01,Sample X217,215427,
J02,Sample X218,123529,
J03,Sample X219,186226,
J04,Sample X220,196243,
J05,Sample X221,205810,
J06,Sample X222,202211,
J07,Sample X223,210522,
J08,Sample X224,216555,
J09,Sample X225,209473,
J10,Sample X226,220139,
J11,Sample X227,232950,
J12,Sample X228,226839,
J13,Sample X229,213527,
J14,Sample X230,221263,
J15,Sample X231,224935,
J16,Sample X232,241384,
J17,Sample X233,228272,
J18,Sample X234,232562,
J19,Sample X235,215708,
J20,Sample X236,225269,
J21,Sample X237,217776,
J22,Sample X238,235518,
J23,Sample X239,239425,
J24,Sample X240,251565,
K01,Sample X241,212293,
K02,Sample X242,20717,
K03,Sample X243,66966,
K04,Sample X244,132459,
K05,Sample X245,161323,
K06,Sample X246,192138,
K07,Sample X247,189713,
K08,Sample X248,201719,
K09,Sample X249,212190,
K10,Sample X250,217177,
K11,Sample X251,224319,
K12,Sample X252,216011,
K13,Sample X253,204688,
K14,Sample X254,204270,
K15,Sample X255,212064,
K16,Sample X256,222683,
K17,Sample X257,231182,
K18,Sample X258,207832,
K19,Sample X259,216333,
K20,Sample X260,205121,
K21,Sample X261,231117,
K22,Sample X262,225756,
K23,Sample X263,228340,
K24,Sample X264,233858,
L01,Sample X265,206251,
L02,Sample X266,121417,
L03,Sample X267,159373,
L04,Sample X268,183767,
L05,Sample X269,202714,
L06,Sample X270,224390,
L07,Sample X271,214588,
L08,Sample X272,213767,
L09,Sample X273,217119,
L10,Sample X274,215938,
L11,Sample X275,208455,
L12,Sample X276,215548,
L13,Sample X277,133679,
L14,Sample X278,178178,
L15,Sample X279,199911,
L16,Sample X280,202189,
L17,Sample X281,220152,
L18,Sample X282,211068,
L19,Sample X283,212009,
L20,Sample X284,213578,
L21,Sample X285,235778,
L22,Sample X286,216138,
L23,Sample X287,234402,
L24,Sample X288,233250,
M01,Sample X289,236813,
M02,Sample X290,148099,
M03,Sample X291,176580,
M04,Sample X292,190710,
M05,Sample X293,211733,
M06,Sample X294,212328,
M07,Sample X295,216434,
M08,Sample X296,222811,
M09,Sample X297,208648,
M10,Sample X298,221790,
M11,Sample X299,222344,
M12,Sample X300,223795,
M13,Sample X301,206199,
M14,Sample X302,226441,
M15,Sample X303,224094,
M16,Sample X304,222928,
M17,Sample X305,216387,
M18,Sample X306,214405,
M19,Sample X307,230978,
M20,Sample X308,231147,
M21,Sample X309,237978,
M22,Sample X310,225369,
M23,Sample X311,223957,
M24,Sample X312,226321,
N01,Sample X313,206516,
N02,Sample X314,18528,
N03,Sample X315,31507,
N04,Sample X316,50461,
N05,Sample X317,76760,
N06,Sample X318,104481,
N07,Sample X319,138982,
N08,Sample X320,172100,
N09,Sample X321,186816,
N10,Sample X322,203628,
N11,Sample X323,215466,
N12,Sample X324,209235,
N13,Sample X325,32159,
N14,Sample X326,67981,
N15,Sample X327,117503,
N16,Sample X328,153571,
N17,Sample X329,182633,
N18,Sample X330,190525,
N19,Sample X331,199564,
N20,Sample X332,228332,
N21,Sample X333,222617,
N22,Sample X334,207876,
N23,Sample X335,226183,
N24,Sample X336,243912,
O01,Sample X337,209956,
O02,Sample X338,117671,
O03,Sample X339,136668,
O04,Sample X340,163554,
O05,Sample X341,192165,
O06,Sample X342,187634,
O07,Sample X343,206673,
O08,Sample X344,205416,
O09,Sample X345,227008,
O10,Sample X346,208988,
O11,Sample X347,221663,
O12,Sample X348,242719,
O13,Sample X349,80846,
O14,Sample X350,148562,
O15,Sample X351,182063,
O16,Sample X352,209972,
O17,Sample X353,211208,
O18,Sample X354,217887,
O19,Sample X355,244220,
O20,Sample X356,208694,
O21,Sample X357,228074,
O22,Sample X358,217301,
O23,Sample X359,235402,
O24,Sample X360,232351,
P01,Sample X361,217242,
P02,Sample X362,191014,
P03,Sample X363,202872,
P04,Sample X364,205382,
P05,Sample X365,211035,
P06,Sample X366,224711,
P07,Sample X367,214718,
P08,Sample X368,212937,
P09,Sample X369,232365,
P10,Sample X370,215563,
P11,Sample X371,211995,
P12,Sample X372,213716,
P13,Sample X373,217023,
P14,Sample X374,236697,
P15,Sample X375,232215,
P16,Sample X376,217614,
P17,Sample X377,217944,
P18,Sample X378,226858,
P19,Sample X379,217161,
P20,Sample X380,222192,
P21,Sample X381,221767,
P22,Sample X382,233308,
P23,Sample X383,239609,
P24,Sample X384,250220,
