Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,142306,
A02,Sample X2,140904,
A03,Sample X3,137111,
A04,Sample X4,139933,
A05,Sample X5,138010,
A06,Sample X6,134639,
A07,Sample X7,128684,
A08,Sample X8,136263,
A09,Sample X9,3188,
A10,Sample X10,3160,
A11,Sample X11,3629,
A12,Sample X12,3209,
A13,Sample X13,62629,
A14,Sample X14,110265,
A15,Sample X15,123769,
A16,Sample X16,133665,
A17,Sample X17,121721,
A18,Sample X18,122001,
A19,Sample X19,134244,
A20,Sample X20,132338,
A21,Sample X21,125994,
A22,Sample X22,139314,
A23,Sample X23,136100,
A24,Sample X24,128147,
B01,Sample X25,135041,
B02,Sample X26,142064,
B03,Sample X27,132549,
B04,Sample X28,133071,
B05,Sample X29,129120,
B06,Sample X30,131656,
B07,Sample X31,120879,
B08,Sample X32,110782,
B09,Sample X33,123914,
B10,Sample X34,122615,
B11,Sample X35,113278,
B12,Sample X36,100473,
B13,Sample X37,118223,
B14,Sample X38,119160,
B15,Sample X39,135239,
B16,Sample X40,128149,
B17,Sample X41,119929,
B18,Sample X42,156465,
B19,Sample X43,139293,
B20,Sample X44,159953,
B21,Sample X45,134284,
B22,Sample X46,144244,
B23,Sample X47,139803,
B24,Sample X48,145276,
C01,Sample X49,145987,
C02,Sample X50,143729,
C03,Sample X51,138500,
C04,Sample X52,139608,
C05,Sample X53,139224,
C06,Sample X54,121563,
C07,Sample X55,119228,
C08,Sample X56,124861,
C09,Sample X57,134832,
C10,Sample X58,111916,
C11,Sample X59,136243,
C12,Sample X60,122439,
C13,Sample X61,123094,
C14,Sample X62,112302,
C15,Sample X63,119784,
C16,Sample X64,110895,
C17,Sample X65,102950,
C18,Sample X66,130080,
C19,Sample X67,138969,
C20,Sample X68,113476,
C21,Sample X69,143233,
C22,Sample X70,130183,
C23,Sample X71,137386,
C24,Sample X72,134470,
D01,Sample X73,145895,
D02,Sample X74,112894,
D03,Sample X75,126137,
D04,Sample X76,134522,
D05,Sample X77,134989,
D06,Sample X78,119830,
D07,Sample X79,130926,
D08,Sample X80,108442,
D09,Sample X81,106293,
D10,Sample X82,113485,
D11,Sample X83,119169,
D12,Sample X84,108179,
D13,Sample X85,107618,
D14,Sample X86,111175,
D15,Sample X87,111370,
D16,Sample X88,108952,
D17,Sample X89,105874,
D18,Sample X90,132506,
D19,Sample X91,125922,
D20,Sample X92,120703,
D21,Sample X93,130925,
D22,Sample X94,134499,
D23,Sample X95,138007,
D24,Sample X96,141380,
E01,Sample X97,134200,
E02,Sample X98,152573,
E03,Sample X99,152864,
E04,Sample X100,149035,
E05,Sample X101,144164,
E06,Sample X102,133082,
E07,Sample X103,109063,
E08,Sample X104,110773,
E09,Sample X105,116288,
E10,Sample X106,107707,
E11,Sample X107,108317,
E12,Sample X108,113709,
E13,Sample X109,102708,
E14,Sample X110,134909,
E15,Sample X111,122794,
E16,Sample X112,113472,
E17,Sample X113,108834,
E18,Sample X114,137765,
E19,Sample X115,129383,
E20,Sample X116,127219,
E21,Sample X117,134903,
E22,Sample X118,136545,
E23,Sample X119,125823,
E24,Sample X120,141868,
F01,Sample X121,137063,
F02,Sample X122,149198,
F03,Sample X123,130437,
F04,Sample X124,132197,
F05,Sample X125,134374,
F06,Sample X126,107841,
F07,Sample X127,138681,
F08,Sample X128,134326,
F09,Sample X129,108629,
F10,Sample X130,108147,
F11,Sample X131,106964,
F12,Sample X132,108933,
F13,Sample X133,3227,
F14,Sample X134,3223,
F15,Sample X135,112969,
F16,Sample X136,131571,
F17,Sample X137,113316,
F18,Sample X138,108296,
F19,Sample X139,110973,
F20,Sample X140,111238,
F21,Sample X141,133656,
F22,Sample X142,134544,
F23,Sample X143,137852,
F24,Sample X144,144148,
G01,Sample X145,130993,
G02,Sample X146,3380,
G03,Sample X147,3488,
G04,Sample X148,3653,
G05,Sample X149,89724,
G06,Sample X150,99624,
G07,Sample X151,134176,
G08,Sample X152,134706,
G09,Sample X153,98542,
G10,Sample X154,94686,
G11,Sample X155,109083,
G12,Sample X156,103892,
G13,Sample X157,109694,
G14,Sample X158,111522,
G15,Sample X159,103650,
G16,Sample X160,107099,
G17,Sample X161,113342,
G18,Sample X162,111751,
G19,Sample X163,100508,
G20,Sample X164,112554,
G21,Sample X165,130332,
G22,Sample X166,138658,
G23,Sample X167,146265,
G24,Sample X168,145064,
H01,Sample X169,149695,
H02,Sample X170,147117,
H03,Sample X171,146394,
H04,Sample X172,140205,
H05,Sample X173,134549,
H06,Sample X174,128953,
H07,Sample X175,123097,
H08,Sample X176,103829,
H09,Sample X177,109171,
H10,Sample X178,96705,
H11,Sample X179,108759,
H12,Sample X180,107893,
H13,Sample X181,94829,
H14,Sample X182,113977,
H15,Sample X183,102476,
H16,Sample X184,112537,
H17,Sample X185,102443,
H18,Sample X186,105924,
H19,Sample X187,123153,
H20,Sample X188,131817,
H21,Sample X189,121478,
H22,Sample X190,133929,
H23,Sample X191,138249,
H24,Sample X192,143790,
I01,Sample X193,139382,
I02,Sample X194,3249,
I03,Sample X195,33818,
I04,Sample X196,127853,
I05,Sample X197,137096,
I06,Sample X198,102541,
I07,Sample X199,105933,
I08,Sample X200,101926,
I09,Sample X201,95369,
I10,Sample X202,106561,
I11,Sample X203,93470,
I12,Sample X204,93672,
I13,Sample X205,95053,
I14,Sample X206,83017,
I15,Sample X207,91750,
I16,Sample X208,94862,
I17,Sample X209,96845,
I18,Sample X210,120586,
I19,Sample X211,132170,
I20,Sample X212,122037,
I21,Sample X213,137845,
I22,Sample X214,135517,
I23,Sample X215,137201,
I24,Sample X216,143706,
J01,Sample X217,149820,
J02,Sample X218,151755,
J03,Sample X219,150493,
J04,Sample X220,143422,
J05,Sample X221,139301,
J06,Sample X222,143629,
J07,Sample X223,132119,
J08,Sample X224,131913,
J09,Sample X225,115562,
J10,Sample X226,132352,
J11,Sample X227,131788,
J12,Sample X228,98296,
J13,Sample X229,94402,
J14,Sample X230,121224,
J15,Sample X231,110106,
J16,Sample X232,104587,
J17,Sample X233,114496,
J18,Sample X234,120032,
J19,Sample X235,120546,
J20,Sample X236,113947,
J21,Sample X237,138070,
J22,Sample X238,137304,
J23,Sample X239,144119,
J24,Sample X240,144093,
K01,Sample X241,146779,
K02,Sample X242,111482,
K03,Sample X243,123134,
K04,Sample X244,126370,
K05,Sample X245,140278,
K06,Sample X246,134613,
K07,Sample X247,134045,
K08,Sample X248,123158,
K09,Sample X249,110695,
K10,Sample X250,120677,
K11,Sample X251,119189,
K12,Sample X252,126880,
K13,Sample X253,105521,
K14,Sample X254,102486,
K15,Sample X255,125239,
K16,Sample X256,111944,
K17,Sample X257,125883,
K18,Sample X258,134413,
K19,Sample X259,118782,
K20,Sample X260,131656,
K21,Sample X261,124125,
K22,Sample X262,140529,
K23,Sample X263,142932,
K24,Sample X264,144839,
L01,Sample X265,148830,
