Well,Content,Raw Data (No filter),
A01,Sample X1,3603,
A02,Sample X2,3176,
A03,Sample X3,3341,
A04,Sample X4,3069,
A05,Sample X5,3147,
A06,Sample X6,3136,
A07,Sample X7,3468,
A08,Sample X8,3214,
A09,Sample X9,243,
A10,Sample X10,302,
A11,Sample X11,236,
A12,Sample X12,226,
A13,Sample X13,1232,
A14,Sample X14,2626,
A15,Sample X15,3140,
A16,Sample X16,3053,
A17,Sample X17,3013,
A18,Sample X18,3125,
A19,Sample X19,3003,
A20,Sample X20,2800,
A21,Sample X21,3178,
A22,Sample X22,3093,
A23,Sample X23,3273,
A24,Sample X24,3729,
B01,Sample X25,3492,
B02,Sample X26,3185,
B03,Sample X27,3124,
B04,Sample X28,3141,
B05,Sample X29,3570,
B06,Sample X30,3125,
B07,Sample X31,3307,
B08,Sample X32,3477,
B09,Sample X33,234322,
B10,Sample X34,244756,
B11,Sample X35,237578,
B12,Sample X36,246015,
B13,Sample X37,234878,
B14,Sample X38,188848,
B15,Sample X39,145610,
B16,Sample X40,92600,
B17,Sample X41,28947,
B18,Sample X42,6655,
B19,Sample X43,3862,
B20,Sample X44,3442,
B21,Sample X45,3333,
B22,Sample X46,3063,
B23,Sample X47,3087,
B24,Sample X48,3308,
C01,Sample X49,3228,
C02,Sample X50,2389,
C03,Sample X51,2695,
C04,Sample X52,3158,
C05,Sample X53,3079,
C06,Sample X54,3166,
C07,Sample X55,3164,
C08,Sample X56,3220,
C09,Sample X57,3548,
C10,Sample X58,3552,
C11,Sample X59,3525,
C12,Sample X60,3525,
C13,Sample X61,2994,
C14,Sample X62,3358,
C15,Sample X63,3267,
C16,Sample X64,3108,
C17,Sample X65,2883,
C18,Sample X66,3097,
C19,Sample X67,3147,
C20,Sample X68,3363,
C21,Sample X69,3361,
C22,Sample X70,3259,
C23,Sample X71,3222,
C24,Sample X72,3439,
D01,Sample X73,3054,
D02,Sample X74,8206,
D03,Sample X75,11524,
D04,Sample X76,8616,
D05,Sample X77,5809,
D06,Sample X78,3562,
D07,Sample X79,3297,
D08,Sample X80,2854,
D09,Sample X81,2772,
D10,Sample X82,3087,
D11,Sample X83,3242,
D12,Sample X84,3230,
D13,Sample X85,3305,
D14,Sample X86,3477,
D15,Sample X87,3286,
D16,Sample X88,3194,
D17,Sample X89,3792,
D18,Sample X90,3365,
D19,Sample X91,3240,
D20,Sample X92,3159,
D21,Sample X93,3075,
D22,Sample X94,3250,
D23,Sample X95,3240,
D24,Sample X96,3455,
E01,Sample X97,3184,
E02,Sample X98,2602,
E03,Sample X99,2543,
E04,Sample X100,2784,
E05,Sample X101,3037,
E06,Sample X102,3028,
E07,Sample X103,3027,
E08,Sample X104,3077,
E09,Sample X105,3146,
E10,Sample X106,3100,
E11,Sample X107,2904,
E12,Sample X108,3217,
E13,Sample X109,1649,
E14,Sample X110,2743,
E15,Sample X111,2916,
E16,Sample X112,3055,
E17,Sample X113,3096,
E18,Sample X114,3139,
E19,Sample X115,3089,
E20,Sample X116,3045,
E21,Sample X117,3101,
E22,Sample X118,3109,
E23,Sample X119,3358,
E24,Sample X120,3317,
F01,Sample X121,3069,
F02,Sample X122,3060,
F03,Sample X123,2925,
F04,Sample X124,2973,
F05,Sample X125,2977,
F06,Sample X126,2928,
F07,Sample X127,3063,
F08,Sample X128,3128,
F09,Sample X129,3242,
F10,Sample X130,3132,
F11,Sample X131,3031,
F12,Sample X132,3133,
F13,Sample X133,1998,
F14,Sample X134,1777,
F15,Sample X135,3546,
F16,Sample X136,3146,
F17,Sample X137,3338,
F18,Sample X138,3329,
F19,Sample X139,3170,
F20,Sample X140,3195,
F21,Sample X141,3348,
F22,Sample X142,3149,
F23,Sample X143,3198,
F24,Sample X144,3368,
G01,Sample X145,3485,
G02,Sample X146,1280,
G03,Sample X147,1189,
G04,Sample X148,1216,
G05,Sample X149,1264,
G06,Sample X150,1858,
G07,Sample X151,2384,
G08,Sample X152,2880,
G09,Sample X153,3151,
G10,Sample X154,3296,
G11,Sample X155,3003,
G12,Sample X156,3122,
G13,Sample X157,2929,
G14,Sample X158,3099,
G15,Sample X159,3026,
G16,Sample X160,3051,
G17,Sample X161,2931,
G18,Sample X162,3047,
G19,Sample X163,3162,
G20,Sample X164,3123,
G21,Sample X165,3189,
G22,Sample X166,3106,
G23,Sample X167,3122,
G24,Sample X168,3323,
H01,Sample X169,3589,
H02,Sample X170,2519,
H03,Sample X171,3165,
H04,Sample X172,3141,
H05,Sample X173,3700,
H06,Sample X174,3365,
H07,Sample X175,3375,
H08,Sample X176,3232,
H09,Sample X177,3415,
H10,Sample X178,3164,
H11,Sample X179,3363,
H12,Sample X180,3055,
H13,Sample X181,3061,
H14,Sample X182,2960,
H15,Sample X183,2910,
H16,Sample X184,3071,
H17,Sample X185,3045,
H18,Sample X186,3107,
H19,Sample X187,3122,
H20,Sample X188,3033,
H21,Sample X189,3229,
H22,Sample X190,3383,
H23,Sample X191,3361,
H24,Sample X192,3336,
I01,Sample X193,3437,
I02,Sample X194,1927,
I03,Sample X195,8121,
I04,Sample X196,23486,
I05,Sample X197,45974,
I06,Sample X198,86340,
I07,Sample X199,100294,
I08,Sample X200,106522,
I09,Sample X201,98174,
I10,Sample X202,75522,
I11,Sample X203,48396,
I12,Sample X204,6363,
I13,Sample X205,2367,
I14,Sample X206,2399,
I15,Sample X207,3011,
I16,Sample X208,2873,
I17,Sample X209,3074,
I18,Sample X210,2862,
I19,Sample X211,3052,
I20,Sample X212,3083,
I21,Sample X213,2997,
I22,Sample X214,3063,
I23,Sample X215,3293,
I24,Sample X216,3351,
J01,Sample X217,3483,
J02,Sample X218,2737,
J03,Sample X219,3211,
J04,Sample X220,3324,
J05,Sample X221,3266,
J06,Sample X222,3361,
J07,Sample X223,3237,
J08,Sample X224,3601,
J09,Sample X225,3371,
J10,Sample X226,3102,
J11,Sample X227,3316,
J12,Sample X228,2993,
J13,Sample X229,3276,
J14,Sample X230,3315,
J15,Sample X231,3255,
J16,Sample X232,3269,
J17,Sample X233,3177,
J18,Sample X234,3308,
J19,Sample X235,3134,
J20,Sample X236,3095,
J21,Sample X237,3203,
J22,Sample X238,3669,
J23,Sample X239,3487,
J24,Sample X240,3244,
K01,Sample X241,3574,
K02,Sample X242,1418,
K03,Sample X243,1840,
K04,Sample X244,2574,
K05,Sample X245,2773,
K06,Sample X246,3214,
K07,Sample X247,3181,
K08,Sample X248,3113,
K09,Sample X249,3086,
K10,Sample X250,3135,
K11,Sample X251,3257,
K12,Sample X252,3406,
K13,Sample X253,2959,
K14,Sample X254,3253,
K15,Sample X255,3006,
K16,Sample X256,3362,
K17,Sample X257,3119,
K18,Sample X258,3110,
K19,Sample X259,3307,
K20,Sample X260,3062,
K21,Sample X261,3137,
K22,Sample X262,3239,
K23,Sample X263,3450,
K24,Sample X264,3402,
L01,Sample X265,3735,
L02,Sample X266,2519,
L03,Sample X267,3107,
L04,Sample X268,3105,
L05,Sample X269,3487,
L06,Sample X270,3298,
L07,Sample X271,3303,
L08,Sample X272,3199,
L09,Sample X273,3328,
L10,Sample X274,3075,
L11,Sample X275,3196,
L12,Sample X276,3290,
L13,Sample X277,2909,
L14,Sample X278,3231,
L15,Sample X279,3382,
L16,Sample X280,3243,
L17,Sample X281,3113,
L18,Sample X282,3178,
L19,Sample X283,3271,
L20,Sample X284,3301,
L21,Sample X285,3242,
L22,Sample X286,3234,
L23,Sample X287,3195,
L24,Sample X288,3398,
M01,Sample X289,3374,
M02,Sample X290,2773,
M03,Sample X291,3220,
M04,Sample X292,3263,
M05,Sample X293,3259,
M06,Sample X294,3358,
M07,Sample X295,3341,
M08,Sample X296,3192,
M09,Sample X297,3280,
M10,Sample X298,3306,
M11,Sample X299,3554,
M12,Sample X300,3174,
M13,Sample X301,3115,
M14,Sample X302,3110,
M15,Sample X303,3080,
M16,Sample X304,3363,
M17,Sample X305,3229,
M18,Sample X306,3137,
M19,Sample X307,3256,
M20,Sample X308,3265,
M21,Sample X309,3176,
M22,Sample X310,3482,
M23,Sample X311,3331,
M24,Sample X312,3461,
N01,Sample X313,3380,
N02,Sample X314,3631,
N03,Sample X315,3491,
N04,Sample X316,3059,
N05,Sample X317,3085,
N06,Sample X318,2951,
N07,Sample X319,3054,
N08,Sample X320,3223,
N09,Sample X321,3257,
N10,Sample X322,3302,
N11,Sample X323,3129,
N12,Sample X324,3313,
N13,Sample X325,2374,
N14,Sample X326,2930,
N15,Sample X327,2940,
N16,Sample X328,3152,
N17,Sample X329,3076,
N18,Sample X330,3342,
N19,Sample X331,3202,
N20,Sample X332,3371,
N21,Sample X333,3338,
N22,Sample X334,3318,
N23,Sample X335,3219,
N24,Sample X336,3395,
O01,Sample X337,3346,
O02,Sample X338,2367,
O03,Sample X339,2708,
O04,Sample X340,2941,
O05,Sample X341,3027,
O06,Sample X342,3001,
O07,Sample X343,3163,
O08,Sample X344,3217,
O09,Sample X345,3006,
O10,Sample X346,3318,
O11,Sample X347,3226,
O12,Sample X348,3457,
O13,Sample X349,1693,
O14,Sample X350,2425,
O15,Sample X351,2790,
O16,Sample X352,3094,
O17,Sample X353,3031,
O18,Sample X354,3414,
O19,Sample X355,3508,
O20,Sample X356,3320,
O21,Sample X357,3189,
O22,Sample X358,3403,
O23,Sample X359,3187,
O24,Sample X360,3593,
P01,Sample X361,3527,
P02,Sample X362,3157,
P03,Sample X363,3102,
P04,Sample X364,3321,
P05,Sample X365,3233,
P06,Sample X366,3387,
P07,Sample X367,3548,
P08,Sample X368,3648,
P09,Sample X369,3760,
P10,Sample X370,3511,
P11,Sample X371,3519,
P12,Sample X372,3512,
P13,Sample X373,3221,
P14,Sample X374,3205,
P15,Sample X375,3637,
P16,Sample X376,3762,
P17,Sample X377,3481,
P18,Sample X378,3685,
P19,Sample X379,3404,
P20,Sample X380,3544,
P21,Sample X381,3601,
P22,Sample X382,3521,
P23,Sample X383,3622,
P24,Sample X384,3685,
