Well,Content,Raw Data (No filter),
H21,Sample X189,3201,
H22,Sample X190,3225,
H23,Sample X191,3148,
H24,Sample X192,3412,
I01,Sample X193,3962,
I02,Sample X194,4326,
I03,Sample X195,4157,
I04,Sample X196,3935,
I05,Sample X197,3694,
I06,Sample X198,3774,
I07,Sample X199,3545,
I08,Sample X200,3881,
I09,Sample X201,3679,
I10,Sample X202,3787,
I11,Sample X203,3537,
I12,Sample X204,3350,
I13,Sample X205,720,
I14,Sample X206,900,
I15,Sample X207,865,
I16,Sample X208,1164,
I17,Sample X209,1873,
I18,Sample X210,2716,
I19,Sample X211,3086,
I20,Sample X212,3278,
I21,Sample X213,3240,
I22,Sample X214,3565,
I23,Sample X215,3453,
I24,Sample X216,3265,
J01,Sample X217,3876,
J02,Sample X218,2370,
J03,Sample X219,2223,
J04,Sample X220,2965,
J05,Sample X221,3425,
J06,Sample X222,3258,
J07,Sample X223,3399,
J08,Sample X224,3411,
J09,Sample X225,3530,
J10,Sample X226,3366,
J11,Sample X227,3648,
J12,Sample X228,3672,
J13,Sample X229,2094,
J14,Sample X230,3421,
J15,Sample X231,3878,
J16,Sample X232,4005,
J17,Sample X233,3423,
J18,Sample X234,3514,
J19,Sample X235,3583,
J20,Sample X236,3157,
J21,Sample X237,3479,
J22,Sample X238,3175,
J23,Sample X239,3158,
J24,Sample X240,3058,
K01,Sample X241,3495,
K02,Sample X242,3716,
K03,Sample X243,3410,
K04,Sample X244,3468,
K05,Sample X245,3586,
K06,Sample X246,3609,
K07,Sample X247,3246,
K08,Sample X248,3344,
K09,Sample X249,3361,
K10,Sample X250,3529,
K11,Sample X251,3442,
K12,Sample X252,3550,
K13,Sample X253,3109,
K14,Sample X254,3274,
K15,Sample X255,3421,
K16,Sample X256,3294,
K17,Sample X257,3454,
K18,Sample X258,3325,
K19,Sample X259,3490,
K20,Sample X260,3197,
K21,Sample X261,3215,
K22,Sample X262,3454,
K23,Sample X263,3632,
K24,Sample X264,3513,
L01,Sample X265,3722,
L02,Sample X266,477,
L03,Sample X267,522,
L04,Sample X268,861,
L05,Sample X269,2305,
L06,Sample X270,2922,
L07,Sample X271,3248,
L08,Sample X272,3346,
L09,Sample X273,3244,
L10,Sample X274,3551,
L11,Sample X275,3595,
L12,Sample X276,3576,
L13,Sample X277,2950,
L14,Sample X278,3816,
L15,Sample X279,3609,
L16,Sample X280,3827,
L17,Sample X281,3593,
L18,Sample X282,3327,
L19,Sample X283,3533,
L20,Sample X284,3393,
L21,Sample X285,3360,
L22,Sample X286,3186,
L23,Sample X287,3438,
L24,Sample X288,3508,
M01,Sample X289,3697,
M02,Sample X290,2144,
M03,Sample X291,2400,
M04,Sample X292,2696,
M05,Sample X293,2881,
M06,Sample X294,2969,
M07,Sample X295,3225,
M08,Sample X296,3350,
M09,Sample X297,3398,
M10,Sample X298,3518,
M11,Sample X299,3618,
M12,Sample X300,3523,
M13,Sample X301,3714,
M14,Sample X302,3571,
M15,Sample X303,3747,
M16,Sample X304,3596,
M17,Sample X305,3430,
M18,Sample X306,3595,
M19,Sample X307,3469,
M20,Sample X308,3320,
M21,Sample X309,3353,
M22,Sample X310,3213,
M23,Sample X311,3401,
M24,Sample X312,3493,
N01,Sample X313,3606,
N02,Sample X314,3873,
N03,Sample X315,3380,
N04,Sample X316,3431,
N05,Sample X317,3575,
N06,Sample X318,3526,
N07,Sample X319,3554,
N08,Sample X320,3473,
N09,Sample X321,3416,
N10,Sample X322,3312,
N11,Sample X323,3594,
N12,Sample X324,3530,
N13,Sample X325,10715,
N14,Sample X326,19108,
N15,Sample X327,15812,
N16,Sample X328,13208,
N17,Sample X329,9406,
N18,Sample X330,6310,
N19,Sample X331,3973,
N20,Sample X332,3132,
N21,Sample X333,2881,
N22,Sample X334,2795,
N23,Sample X335,3614,
N24,Sample X336,3457,
O01,Sample X337,3924,
O02,Sample X338,3458,
O03,Sample X339,3594,
O04,Sample X340,3720,
O05,Sample X341,3453,
O06,Sample X342,3368,
O07,Sample X343,3215,
O08,Sample X344,3218,
O09,Sample X345,3436,
O10,Sample X346,3420,
O11,Sample X347,3402,
O12,Sample X348,3708,
O13,Sample X349,3351,
O14,Sample X350,3448,
O15,Sample X351,3553,
O16,Sample X352,3301,
O17,Sample X353,3434,
O18,Sample X354,3094,
O19,Sample X355,3338,
O20,Sample X356,3369,
O21,Sample X357,3542,
O22,Sample X358,3331,
O23,Sample X359,3411,
O24,Sample X360,3635,
P01,Sample X361,3800,
P02,Sample X362,3566,
P03,Sample X363,3294,
P04,Sample X364,3652,
P05,Sample X365,3499,
P06,Sample X366,3482,
P07,Sample X367,3358,
P08,Sample X368,3415,
P09,Sample X369,3355,
P10,Sample X370,3433,
P11,Sample X371,3466,
P12,Sample X372,3498,
P13,Sample X373,3591,
P14,Sample X374,3361,
P15,Sample X375,3393,
P16,Sample X376,3346,
P17,Sample X377,3493,
P18,Sample X378,3334,
P19,Sample X379,3401,
P20,Sample X380,3362,
P21,Sample X381,3599,
P22,Sample X382,3341,
P23,Sample X383,3472,
P24,Sample X384,3540,
