Well,Content,Raw Data (No filter),
A01,Sample X1,4105,
A02,Sample X2,3776,
A03,Sample X3,3361,
A04,Sample X4,3259,
A05,Sample X5,3376,
A06,Sample X6,3529,
A07,Sample X7,3242,
A08,Sample X8,3235,
A09,Sample X9,265,
A10,Sample X10,304,
A11,Sample X11,282,
A12,Sample X12,291,
A13,Sample X13,1511,
A14,Sample X14,2680,
A15,Sample X15,3344,
A16,Sample X16,3190,
A17,Sample X17,3249,
A18,Sample X18,3028,
A19,Sample X19,3270,
A20,Sample X20,3230,
A21,Sample X21,3244,
A22,Sample X22,3133,
A23,Sample X23,3342,
A24,Sample X24,3482,
B01,Sample X25,3744,
B02,Sample X26,3329,
B03,Sample X27,3407,
B04,Sample X28,3409,
B05,Sample X29,3343,
B06,Sample X30,3303,
B07,Sample X31,3075,
B08,Sample X32,3397,
B09,Sample X33,235779,
B10,Sample X34,241086,
B11,Sample X35,242102,
B12,Sample X36,224304,
B13,Sample X37,231481,
B14,Sample X38,185640,
B15,Sample X39,141298,
B16,Sample X40,81249,
B17,Sample X41,27692,
B18,Sample X42,6547,
B19,Sample X43,3959,
B20,Sample X44,3159,
B21,Sample X45,2987,
B22,Sample X46,3378,
B23,Sample X47,3158,
B24,Sample X48,3264,
C01,Sample X49,3874,
C02,Sample X50,1479,
C03,Sample X51,2461,
C04,Sample X52,2972,
C05,Sample X53,3144,
C06,Sample X54,3299,
C07,Sample X55,3387,
C08,Sample X56,3240,
C09,Sample X57,3254,
C10,Sample X58,3584,
C11,Sample X59,3862,
C12,Sample X60,3375,
C13,Sample X61,2676,
C14,Sample X62,3260,
C15,Sample X63,3486,
C16,Sample X64,3657,
C17,Sample X65,3721,
C18,Sample X66,3435,
C19,Sample X67,3361,
C20,Sample X68,3321,
C21,Sample X69,3196,
C22,Sample X70,3346,
C23,Sample X71,3102,
C24,Sample X72,3242,
D01,Sample X73,3855,
D02,Sample X74,1517,
D03,Sample X75,1556,
D04,Sample X76,1987,
D05,Sample X77,2634,
D06,Sample X78,4195,
D07,Sample X79,5211,
D08,Sample X80,6488,
D09,Sample X81,5170,
D10,Sample X82,4255,
D11,Sample X83,3362,
D12,Sample X84,3683,
D13,Sample X85,73836,
D14,Sample X86,100310,
D15,Sample X87,133975,
D16,Sample X88,144886,
D17,Sample X89,134769,
D18,Sample X90,125883,
D19,Sample X91,111705,
D20,Sample X92,84266,
D21,Sample X93,67175,
D22,Sample X94,45098,
D23,Sample X95,6192,
D24,Sample X96,3304,
E01,Sample X97,3590,
E02,Sample X98,1959,
E03,Sample X99,2152,
E04,Sample X100,2708,
E05,Sample X101,3085,
E06,Sample X102,3141,
E07,Sample X103,3205,
E08,Sample X104,3397,
E09,Sample X105,3454,
E10,Sample X106,3403,
E11,Sample X107,3659,
E12,Sample X108,3650,
E13,Sample X109,815,
E14,Sample X110,962,
E15,Sample X111,1132,
E16,Sample X112,1469,
E17,Sample X113,2548,
E18,Sample X114,2908,
E19,Sample X115,3353,
E20,Sample X116,3478,
E21,Sample X117,3499,
E22,Sample X118,3376,
E23,Sample X119,3565,
E24,Sample X120,3195,
F01,Sample X121,3287,
F02,Sample X122,1610,
F03,Sample X123,1493,
F04,Sample X124,2572,
F05,Sample X125,3713,
F06,Sample X126,3496,
F07,Sample X127,3616,
F08,Sample X128,3331,
F09,Sample X129,3442,
F10,Sample X130,3281,
F11,Sample X131,3359,
F12,Sample X132,3853,
F13,Sample X133,2096,
F14,Sample X134,6424,
F15,Sample X135,11933,
F16,Sample X136,12596,
F17,Sample X137,8801,
F18,Sample X138,7454,
F19,Sample X139,4836,
F20,Sample X140,3765,
F21,Sample X141,3280,
F22,Sample X142,3317,
F23,Sample X143,3206,
F24,Sample X144,3405,
G01,Sample X145,3749,
G02,Sample X146,4050,
G03,Sample X147,3664,
G04,Sample X148,3230,
G05,Sample X149,3608,
G06,Sample X150,3292,
G07,Sample X151,3601,
G08,Sample X152,3386,
G09,Sample X153,3513,
G10,Sample X154,3506,
G11,Sample X155,3572,
G12,Sample X156,3678,
G13,Sample X157,1316,
G14,Sample X158,1701,
G15,Sample X159,2253,
G16,Sample X160,3509,
G17,Sample X161,3838,
G18,Sample X162,3319,
G19,Sample X163,3285,
G20,Sample X164,3185,
G21,Sample X165,3305,
G22,Sample X166,3179,
G23,Sample X167,3333,
G24,Sample X168,3133,
H01,Sample X169,3992,
H02,Sample X170,171462,
H03,Sample X171,171224,
H04,Sample X172,166025,
H05,Sample X173,179936,
H06,Sample X174,170370,
H07,Sample X175,174169,
H08,Sample X176,162719,
H09,Sample X177,161796,
H10,Sample X178,140436,
H11,Sample X179,109735,
H12,Sample X180,13792,
H13,Sample X181,3179,
H14,Sample X182,2949,
H15,Sample X183,3097,
H16,Sample X184,3335,
H17,Sample X185,3800,
H18,Sample X186,2925,
H19,Sample X187,3234,
H20,Sample X188,3196,
