Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,103864,
A02,Sample X2,104626,
A03,Sample X3,105273,
A04,Sample X4,107351,
A05,Sample X5,104579,
A06,Sample X6,105416,
A07,Sample X7,108104,
A08,Sample X8,102005,
A09,Sample X9,1573,
A10,Sample X10,1583,
A11,Sample X11,1608,
A12,Sample X12,1612,
A13,Sample X13,11069,
A14,Sample X14,71629,
A15,Sample X15,97305,
A16,Sample X16,97113,
A17,Sample X17,100060,
A18,Sample X18,103050,
A19,Sample X19,99478,
A20,Sample X20,104371,
A21,Sample X21,107576,
A22,Sample X22,107545,
A23,Sample X23,104882,
A24,Sample X24,106306,
B01,Sample X25,109393,
B02,Sample X26,108745,
B03,Sample X27,109509,
B04,Sample X28,111352,
B05,Sample X29,110917,
B06,Sample X30,109006,
B07,Sample X31,107604,
B08,Sample X32,111986,
B09,Sample X33,84929,
B10,Sample X34,82370,
B11,Sample X35,81522,
B12,Sample X36,81680,
B13,Sample X37,104359,
B14,Sample X38,108935,
B15,Sample X39,106428,
B16,Sample X40,107947,
B17,Sample X41,108550,
B18,Sample X42,108843,
B19,Sample X43,108184,
B20,Sample X44,106485,
B21,Sample X45,108505,
B22,Sample X46,109942,
B23,Sample X47,107277,
B24,Sample X48,105492,
C01,Sample X49,109032,
C02,Sample X50,109271,
C03,Sample X51,113652,
C04,Sample X52,113033,
C05,Sample X53,109747,
C06,Sample X54,109604,
C07,Sample X55,104057,
C08,Sample X56,110808,
C09,Sample X57,107667,
C10,Sample X58,106636,
C11,Sample X59,107058,
C12,Sample X60,110882,
C13,Sample X61,106987,
C14,Sample X62,113017,
C15,Sample X63,112556,
C16,Sample X64,109984,
C17,Sample X65,107518,
C18,Sample X66,109062,
C19,Sample X67,107651,
C20,Sample X68,110128,
C21,Sample X69,111946,
C22,Sample X70,114441,
C23,Sample X71,110383,
C24,Sample X72,108823,
D01,Sample X73,107846,
D02,Sample X74,89532,
D03,Sample X75,108252,
D04,Sample X76,106703,
D05,Sample X77,107761,
D06,Sample X78,104512,
D07,Sample X79,107320,
D08,Sample X80,104137,
D09,Sample X81,108794,
D10,Sample X82,105372,
D11,Sample X83,100840,
D12,Sample X84,111013,
D13,Sample X85,110984,
D14,Sample X86,109384,
D15,Sample X87,110377,
D16,Sample X88,110673,
D17,Sample X89,105305,
D18,Sample X90,103272,
D19,Sample X91,108314,
D20,Sample X92,110402,
D21,Sample X93,105843,
D22,Sample X94,113509,
D23,Sample X95,109948,
D24,Sample X96,106351,
E01,Sample X97,109041,
