Well,Content,Raw Data (No filter),
A01,Sample X1,2569,
A02,Sample X2,2370,
A03,Sample X3,2248,
A04,Sample X4,2184,
A05,Sample X5,2359,
A06,Sample X6,2138,
A07,Sample X7,2324,
A08,Sample X8,2247,
A09,Sample X9,161,
A10,Sample X10,121,
A11,Sample X11,141,
A12,Sample X12,126,
A13,Sample X13,721,
A14,Sample X14,1979,
A15,Sample X15,2398,
A16,Sample X16,2209,
A17,Sample X17,2285,
A18,Sample X18,2201,
A19,Sample X19,2176,
A20,Sample X20,2332,
A21,Sample X21,2194,
A22,Sample X22,2403,
A23,Sample X23,2271,
A24,Sample X24,2656,
B01,Sample X25,2450,
B02,Sample X26,2115,
B03,Sample X27,2327,
B04,Sample X28,2291,
B05,Sample X29,2166,
B06,Sample X30,2248,
B07,Sample X31,2257,
B08,Sample X32,2167,
B09,Sample X33,11207,
B10,Sample X34,11612,
B11,Sample X35,11686,
B12,Sample X36,11562,
B13,Sample X37,11597,
B14,Sample X38,10119,
B15,Sample X39,7087,
B16,Sample X40,5658,
B17,Sample X41,3390,
B18,Sample X42,2498,
B19,Sample X43,2492,
B20,Sample X44,2255,
B21,Sample X45,2290,
B22,Sample X46,2218,
B23,Sample X47,2172,
B24,Sample X48,2333,
C01,Sample X49,2527,
C02,Sample X50,2868,
C03,Sample X51,4274,
C04,Sample X52,3508,
C05,Sample X53,3278,
C06,Sample X54,2856,
C07,Sample X55,4349,
C08,Sample X56,2293,
C09,Sample X57,2184,
C10,Sample X58,2144,
C11,Sample X59,2182,
C12,Sample X60,2169,
C13,Sample X61,1873,
C14,Sample X62,2013,
C15,Sample X63,2225,
C16,Sample X64,2290,
C17,Sample X65,2092,
C18,Sample X66,2279,
C19,Sample X67,2139,
C20,Sample X68,2202,
C21,Sample X69,2302,
C22,Sample X70,2284,
C23,Sample X71,2193,
C24,Sample X72,2303,
D01,Sample X73,2489,
D02,Sample X74,6706,
D03,Sample X75,7161,
D04,Sample X76,9020,
D05,Sample X77,11283,
D06,Sample X78,11762,
D07,Sample X79,13174,
D08,Sample X80,11693,
D09,Sample X81,11974,
D10,Sample X82,12637,
D11,Sample X83,11977,
D12,Sample X84,2845,
D13,Sample X85,8384,
D14,Sample X86,9540,
D15,Sample X87,13451,
D16,Sample X88,13508,
D17,Sample X89,13770,
D18,Sample X90,13457,
D19,Sample X91,12326,
D20,Sample X92,9785,
D21,Sample X93,5539,
D22,Sample X94,2883,
D23,Sample X95,2170,
D24,Sample X96,2595,
E01,Sample X97,2429,
E02,Sample X98,1637,
E03,Sample X99,1722,
E04,Sample X100,2826,
E05,Sample X101,4619,
E06,Sample X102,4529,
E07,Sample X103,3453,
E08,Sample X104,2805,
E09,Sample X105,2321,
E10,Sample X106,2151,
E11,Sample X107,2210,
E12,Sample X108,2210,
E13,Sample X109,1133,
E14,Sample X110,1018,
E15,Sample X111,1118,
E16,Sample X112,1062,
E17,Sample X113,1234,
E18,Sample X114,1470,
E19,Sample X115,1667,
E20,Sample X116,1578,
E21,Sample X117,1726,
E22,Sample X118,2032,
E23,Sample X119,2144,
E24,Sample X120,2356,
F01,Sample X121,2467,
F02,Sample X122,2203,
F03,Sample X123,2165,
F04,Sample X124,2177,
F05,Sample X125,2194,
F06,Sample X126,2172,
F07,Sample X127,2292,
F08,Sample X128,2221,
F09,Sample X129,2314,
F10,Sample X130,2149,
F11,Sample X131,2258,
F12,Sample X132,2167,
F13,Sample X133,2813,
F14,Sample X134,2909,
F15,Sample X135,2425,
F16,Sample X136,2690,
F17,Sample X137,2424,
F18,Sample X138,2160,
F19,Sample X139,2398,
F20,Sample X140,2029,
F21,Sample X141,2091,
F22,Sample X142,2241,
F23,Sample X143,2193,
F24,Sample X144,2321,
G01,Sample X145,2519,
G02,Sample X146,1142,
G03,Sample X147,1405,
G04,Sample X148,11933,
G05,Sample X149,5885,
G06,Sample X150,3370,
G07,Sample X151,2702,
G08,Sample X152,2344,
G09,Sample X153,2263,
G10,Sample X154,2075,
G11,Sample X155,2227,
G12,Sample X156,2163,
G13,Sample X157,1880,
G14,Sample X158,2109,
G15,Sample X159,2519,
G16,Sample X160,2595,
G17,Sample X161,2683,
G18,Sample X162,2709,
G19,Sample X163,2343,
G20,Sample X164,2101,
G21,Sample X165,2124,
G22,Sample X166,2300,
G23,Sample X167,2050,
G24,Sample X168,2526,
H01,Sample X169,2541,
H02,Sample X170,1954,
H03,Sample X171,3564,
H04,Sample X172,6790,
H05,Sample X173,11044,
H06,Sample X174,12479,
H07,Sample X175,2620,
H08,Sample X176,2221,
H09,Sample X177,2199,
H10,Sample X178,2216,
H11,Sample X179,2136,
H12,Sample X180,2289,
H13,Sample X181,5107,
H14,Sample X182,10773,
H15,Sample X183,24100,
H16,Sample X184,21053,
H17,Sample X185,14619,
H18,Sample X186,3116,
H19,Sample X187,2365,
H20,Sample X188,2014,
H21,Sample X189,2229,
H22,Sample X190,2339,
H23,Sample X191,2291,
H24,Sample X192,2531,
I01,Sample X193,2756,
I02,Sample X194,1503,
I03,Sample X195,1473,
I04,Sample X196,1560,
I05,Sample X197,2222,
I06,Sample X198,2423,
I07,Sample X199,2432,
I08,Sample X200,2489,
I09,Sample X201,2293,
I10,Sample X202,2267,
I11,Sample X203,2280,
I12,Sample X204,2236,
I13,Sample X205,10483,
I14,Sample X206,10989,
I15,Sample X207,11602,
I16,Sample X208,11983,
I17,Sample X209,12497,
I18,Sample X210,13109,
I19,Sample X211,13299,
I20,Sample X212,12291,
I21,Sample X213,12490,
I22,Sample X214,12204,
I23,Sample X215,2469,
I24,Sample X216,2282,
J01,Sample X217,2731,
J02,Sample X218,1946,
J03,Sample X219,2740,
J04,Sample X220,2695,
J05,Sample X221,2791,
J06,Sample X222,2491,
J07,Sample X223,2344,
J08,Sample X224,2226,
J09,Sample X225,2245,
J10,Sample X226,2197,
J11,Sample X227,2360,
J12,Sample X228,2314,
J13,Sample X229,2348,
J14,Sample X230,2338,
J15,Sample X231,2263,
J16,Sample X232,2327,
J17,Sample X233,2129,
J18,Sample X234,2346,
J19,Sample X235,2142,
J20,Sample X236,2177,
J21,Sample X237,2283,
J22,Sample X238,2158,
J23,Sample X239,2400,
J24,Sample X240,2506,
K01,Sample X241,2721,
K02,Sample X242,2959,
K03,Sample X243,2538,
K04,Sample X244,2228,
K05,Sample X245,2170,
K06,Sample X246,2374,
K07,Sample X247,2378,
K08,Sample X248,2313,
K09,Sample X249,2287,
K10,Sample X250,2324,
K11,Sample X251,2342,
K12,Sample X252,2323,
K13,Sample X253,1299,
K14,Sample X254,1461,
K15,Sample X255,1797,
K16,Sample X256,5945,
K17,Sample X257,11070,
K18,Sample X258,11172,
K19,Sample X259,12632,
K20,Sample X260,12920,
K21,Sample X261,13528,
K22,Sample X262,11967,
K23,Sample X263,7032,
K24,Sample X264,2720,
L01,Sample X265,2688,
L02,Sample X266,5058,
L03,Sample X267,6054,
L04,Sample X268,6512,
L05,Sample X269,4896,
L06,Sample X270,3171,
L07,Sample X271,2688,
L08,Sample X272,2415,
L09,Sample X273,2266,
L10,Sample X274,2340,
L11,Sample X275,2345,
L12,Sample X276,2568,
L13,Sample X277,3104,
L14,Sample X278,3034,
L15,Sample X279,2603,
L16,Sample X280,2450,
L17,Sample X281,2407,
L18,Sample X282,2268,
L19,Sample X283,2263,
L20,Sample X284,2377,
L21,Sample X285,2256,
L22,Sample X286,2502,
L23,Sample X287,2446,
L24,Sample X288,2630,
M01,Sample X289,2559,
M02,Sample X290,3362,
M03,Sample X291,4734,
M04,Sample X292,9276,
M05,Sample X293,11642,
M06,Sample X294,12187,
M07,Sample X295,12172,
M08,Sample X296,13291,
M09,Sample X297,15192,
M10,Sample X298,2454,
M11,Sample X299,2401,
M12,Sample X300,2923,
M13,Sample X301,1868,
M14,Sample X302,4922,
M15,Sample X303,7994,
M16,Sample X304,9974,
M17,Sample X305,9567,
M18,Sample X306,9682,
M19,Sample X307,7184,
M20,Sample X308,3863,
M21,Sample X309,2644,
M22,Sample X310,2324,
M23,Sample X311,2424,
M24,Sample X312,2671,
N01,Sample X313,2414,
N02,Sample X314,2043,
N03,Sample X315,2729,
N04,Sample X316,3282,
N05,Sample X317,3323,
N06,Sample X318,2939,
N07,Sample X319,2729,
N08,Sample X320,2504,
N09,Sample X321,2393,
N10,Sample X322,2228,
N11,Sample X323,2399,
N12,Sample X324,2571,
N13,Sample X325,1562,
N14,Sample X326,1817,
N15,Sample X327,2722,
N16,Sample X328,2606,
N17,Sample X329,2471,
N18,Sample X330,2605,
N19,Sample X331,2403,
N20,Sample X332,2385,
N21,Sample X333,2364,
N22,Sample X334,2429,
N23,Sample X335,2341,
N24,Sample X336,2589,
O01,Sample X337,2604,
O02,Sample X338,2323,
O03,Sample X339,2352,
O04,Sample X340,2372,
O05,Sample X341,2254,
O06,Sample X342,2463,
O07,Sample X343,2316,
O08,Sample X344,2508,
O09,Sample X345,2382,
O10,Sample X346,2370,
O11,Sample X347,2356,
O12,Sample X348,2359,
O13,Sample X349,1843,
O14,Sample X350,1943,
O15,Sample X351,2229,
O16,Sample X352,2577,
O17,Sample X353,2964,
O18,Sample X354,2755,
O19,Sample X355,2593,
O20,Sample X356,2565,
O21,Sample X357,2258,
O22,Sample X358,2401,
O23,Sample X359,2484,
O24,Sample X360,2759,
P01,Sample X361,2723,
P02,Sample X362,2437,
P03,Sample X363,2526,
P04,Sample X364,2343,
P05,Sample X365,2298,
P06,Sample X366,2393,
P07,Sample X367,2276,
P08,Sample X368,2325,
P09,Sample X369,2377,
P10,Sample X370,2285,
P11,Sample X371,2237,
P12,Sample X372,2299,
P13,Sample X373,2432,
P14,Sample X374,2426,
P15,Sample X375,2311,
P16,Sample X376,2724,
P17,Sample X377,2536,
P18,Sample X378,2423,
P19,Sample X379,2405,
P20,Sample X380,2318,
P21,Sample X381,2350,
P22,Sample X382,2431,
P23,Sample X383,2488,
P24,Sample X384,2694,
