Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,119632,
A02,Sample X2,129628,
A03,Sample X3,122039,
A04,Sample X4,124330,
A05,Sample X5,123954,
A06,Sample X6,123868,
A07,Sample X7,132093,
A08,Sample X8,125505,
A09,Sample X9,1835,
A10,Sample X10,1825,
A11,Sample X11,1821,
A12,Sample X12,1816,
A13,Sample X13,50427,
A14,Sample X14,101201,
A15,Sample X15,87856,
A16,Sample X16,80095,
A17,Sample X17,54525,
A18,Sample X18,120789,
A19,Sample X19,127247,
A20,Sample X20,123640,
A21,Sample X21,121091,
A22,Sample X22,127415,
A23,Sample X23,126387,
A24,Sample X24,119388,
B01,Sample X25,125674,
B02,Sample X26,128346,
B03,Sample X27,128128,
B04,Sample X28,115286,
B05,Sample X29,107222,
B06,Sample X30,135032,
B07,Sample X31,99573,
B08,Sample X32,103820,
B09,Sample X33,87588,
B10,Sample X34,91795,
B11,Sample X35,95131,
B12,Sample X36,92097,
B13,Sample X37,114605,
B14,Sample X38,124420,
B15,Sample X39,68128,
B16,Sample X40,126043,
B17,Sample X41,129300,
B18,Sample X42,128880,
B19,Sample X43,120273,
B20,Sample X44,126042,
B21,Sample X45,123207,
B22,Sample X46,127429,
B23,Sample X47,138159,
B24,Sample X48,129459,
C01,Sample X49,126222,
C02,Sample X50,136800,
C03,Sample X51,130259,
C04,Sample X52,134297,
C05,Sample X53,128848,
C06,Sample X54,130151,
C07,Sample X55,130135,
C08,Sample X56,104486,
C09,Sample X57,128125,
C10,Sample X58,127063,
C11,Sample X59,129264,
C12,Sample X60,63955,
C13,Sample X61,124637,
C14,Sample X62,96349,
C15,Sample X63,134514,
C16,Sample X64,129355,
C17,Sample X65,129064,
C18,Sample X66,126358,
C19,Sample X67,111053,
C20,Sample X68,133633,
C21,Sample X69,101584,
C22,Sample X70,108679,
C23,Sample X71,122828,
C24,Sample X72,114488,
D01,Sample X73,126988,
D02,Sample X74,111826,
D03,Sample X75,112457,
D04,Sample X76,117153,
D05,Sample X77,121871,
D06,Sample X78,126342,
D07,Sample X79,128956,
D08,Sample X80,83629,
D09,Sample X81,127214,
D10,Sample X82,119757,
D11,Sample X83,117376,
D12,Sample X84,122769,
D13,Sample X85,76422,
D14,Sample X86,84210,
D15,Sample X87,110268,
D16,Sample X88,113855,
D17,Sample X89,99391,
D18,Sample X90,117517,
D19,Sample X91,127630,
D20,Sample X92,125340,
D21,Sample X93,116888,
D22,Sample X94,125832,
D23,Sample X95,122917,
D24,Sample X96,124094,
E01,Sample X97,127072,
E02,Sample X98,33547,
E03,Sample X99,96928,
E04,Sample X100,102259,
E05,Sample X101,132851,
E06,Sample X102,127266,
E07,Sample X103,93806,
E08,Sample X104,110767,
E09,Sample X105,98499,
E10,Sample X106,120027,
E11,Sample X107,123371,
E12,Sample X108,126321,
E13,Sample X109,2329,
E14,Sample X110,2438,
E15,Sample X111,4183,
E16,Sample X112,72978,
E17,Sample X113,56530,
E18,Sample X114,126185,
E19,Sample X115,108159,
E20,Sample X116,116478,
E21,Sample X117,125126,
E22,Sample X118,129307,
E23,Sample X119,124186,
E24,Sample X120,136034,
F01,Sample X121,124725,
F02,Sample X122,127688,
F03,Sample X123,127703,
F04,Sample X124,82999,
F05,Sample X125,130743,
F06,Sample X126,111442,
