Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,129074,
A02,Sample X2,128914,
A03,Sample X3,138762,
A04,Sample X4,133545,
A05,Sample X5,119560,
A06,Sample X6,131225,
A07,Sample X7,111829,
A08,Sample X8,127311,
A09,Sample X9,3010,
A10,Sample X10,1425,
A11,Sample X11,2942,
A12,Sample X12,3013,
A13,Sample X13,58569,
A14,Sample X14,106270,
A15,Sample X15,109489,
A16,Sample X16,124250,
A17,Sample X17,118227,
A18,Sample X18,118562,
A19,Sample X19,123288,
A20,Sample X20,134004,
A21,Sample X21,129475,
A22,Sample X22,138307,
A23,Sample X23,135122,
A24,Sample X24,121642,
B01,Sample X25,135375,
B02,Sample X26,134194,
B03,Sample X27,135547,
B04,Sample X28,110790,
B05,Sample X29,129759,
B06,Sample X30,129244,
B07,Sample X31,120038,
B08,Sample X32,120704,
B09,Sample X33,80925,
B10,Sample X34,87387,
B11,Sample X35,84968,
B12,Sample X36,93276,
B13,Sample X37,112647,
B14,Sample X38,102809,
B15,Sample X39,108217,
B16,Sample X40,111655,
B17,Sample X41,101771,
B18,Sample X42,119359,
B19,Sample X43,128400,
B20,Sample X44,110372,
B21,Sample X45,118832,
B22,Sample X46,127320,
B23,Sample X47,125295,
B24,Sample X48,123590,
C01,Sample X49,135030,
C02,Sample X50,142960,
C03,Sample X51,135985,
C04,Sample X52,124278,
C05,Sample X53,123952,
C06,Sample X54,113892,
C07,Sample X55,124798,
C08,Sample X56,112219,
C09,Sample X57,112798,
C10,Sample X58,110009,
C11,Sample X59,120892,
C12,Sample X60,108051,
C13,Sample X61,114734,
C14,Sample X62,112494,
C15,Sample X63,117820,
C16,Sample X64,116380,
C17,Sample X65,107029,
C18,Sample X66,109187,
C19,Sample X67,131908,
C20,Sample X68,115388,
C21,Sample X69,123872,
C22,Sample X70,111118,
C23,Sample X71,140087,
C24,Sample X72,136846,
D01,Sample X73,139848,
D02,Sample X74,106368,
D03,Sample X75,101494,
D04,Sample X76,113491,
D05,Sample X77,112858,
D06,Sample X78,106511,
D07,Sample X79,108684,
D08,Sample X80,107078,
D09,Sample X81,118931,
D10,Sample X82,116061,
D11,Sample X83,111474,
D12,Sample X84,110342,
D13,Sample X85,110029,
D14,Sample X86,107813,
D15,Sample X87,119121,
D16,Sample X88,106710,
D17,Sample X89,109219,
D18,Sample X90,111948,
D19,Sample X91,108222,
D20,Sample X92,104966,
D21,Sample X93,123768,
D22,Sample X94,124249,
D23,Sample X95,129701,
D24,Sample X96,128530,
E01,Sample X97,141358,
E02,Sample X98,163206,
E03,Sample X99,153256,
E04,Sample X100,136222,
E05,Sample X101,117703,
E06,Sample X102,115280,
E07,Sample X103,107882,
E08,Sample X104,113734,
E09,Sample X105,107651,
E10,Sample X106,112393,
E11,Sample X107,110956,
E12,Sample X108,110345,
E13,Sample X109,106165,
E14,Sample X110,128218,
E15,Sample X111,113157,
E16,Sample X112,112661,
E17,Sample X113,107915,
E18,Sample X114,104974,
E19,Sample X115,107724,
E20,Sample X116,107220,
E21,Sample X117,133541,
E22,Sample X118,130762,
E23,Sample X119,137867,
E24,Sample X120,129511,
F01,Sample X121,127060,
F02,Sample X122,149121,
F03,Sample X123,141732,
F04,Sample X124,130286,
F05,Sample X125,116525,
F06,Sample X126,110658,
F07,Sample X127,107885,
F08,Sample X128,111375,
F09,Sample X129,113572,
F10,Sample X130,112341,
F11,Sample X131,112675,
F12,Sample X132,109834,
F13,Sample X133,3296,
F14,Sample X134,3252,
F15,Sample X135,105693,
F16,Sample X136,113401,
F17,Sample X137,108728,
F18,Sample X138,110083,
F19,Sample X139,108517,
F20,Sample X140,107457,
F21,Sample X141,114328,
F22,Sample X142,134680,
F23,Sample X143,131358,
F24,Sample X144,133924,
G01,Sample X145,134708,
G02,Sample X146,3383,
G03,Sample X147,3454,
G04,Sample X148,4058,
G05,Sample X149,93889,
G06,Sample X150,107228,
G07,Sample X151,113304,
G08,Sample X152,112567,
G09,Sample X153,113890,
G10,Sample X154,109119,
G11,Sample X155,109750,
G12,Sample X156,110346,
G13,Sample X157,107147,
G14,Sample X158,110391,
G15,Sample X159,109366,
G16,Sample X160,110157,
G17,Sample X161,102001,
G18,Sample X162,109898,
G19,Sample X163,105089,
G20,Sample X164,110668,
G21,Sample X165,114734,
G22,Sample X166,124340,
G23,Sample X167,134108,
G24,Sample X168,139688,
H01,Sample X169,139268,
H02,Sample X170,134214,
H03,Sample X171,136504,
H04,Sample X172,126544,
H05,Sample X173,110916,
H06,Sample X174,115806,
H07,Sample X175,110340,
H08,Sample X176,112794,
