Well,Content,Raw Data (No filter),
A01,Sample X1,3752,
A02,Sample X2,3423,
A03,Sample X3,3352,
A04,Sample X4,3483,
A05,Sample X5,3459,
A06,Sample X6,3242,
A07,Sample X7,3522,
A08,Sample X8,3427,
A09,Sample X9,318,
A10,Sample X10,276,
A11,Sample X11,278,
A12,Sample X12,288,
A13,Sample X13,1574,
A14,Sample X14,3094,
A15,Sample X15,3481,
A16,Sample X16,3530,
A17,Sample X17,3582,
A18,Sample X18,3301,
A19,Sample X19,3522,
A20,Sample X20,3510,
A21,Sample X21,3787,
A22,Sample X22,3722,
A23,Sample X23,3673,
A24,Sample X24,3743,
B01,Sample X25,3590,
B02,Sample X26,3686,
B03,Sample X27,3750,
B04,Sample X28,3803,
B05,Sample X29,3602,
B06,Sample X30,3736,
B07,Sample X31,3472,
B08,Sample X32,3953,
B09,Sample X33,280942,
B10,Sample X34,276839,
B11,Sample X35,280102,
B12,Sample X36,292528,
B13,Sample X37,266074,
B14,Sample X38,229075,
B15,Sample X39,154248,
B16,Sample X40,95957,
B17,Sample X41,29692,
B18,Sample X42,7713,
B19,Sample X43,5332,
B20,Sample X44,3794,
B21,Sample X45,3802,
B22,Sample X46,3928,
B23,Sample X47,3516,
B24,Sample X48,3883,
C01,Sample X49,3844,
C02,Sample X50,1711,
C03,Sample X51,1350,
C04,Sample X52,1236,
C05,Sample X53,2762,
C06,Sample X54,3596,
C07,Sample X55,3809,
C08,Sample X56,4097,
C09,Sample X57,3924,
C10,Sample X58,4005,
C11,Sample X59,3833,
C12,Sample X60,4256,
C13,Sample X61,2672,
C14,Sample X62,3650,
C15,Sample X63,4192,
C16,Sample X64,3912,
C17,Sample X65,3869,
C18,Sample X66,3909,
C19,Sample X67,3683,
C20,Sample X68,3800,
C21,Sample X69,3621,
C22,Sample X70,3642,
C23,Sample X71,3637,
C24,Sample X72,4014,
D01,Sample X73,3566,
D02,Sample X74,2136,
D03,Sample X75,3907,
D04,Sample X76,3726,
D05,Sample X77,3775,
D06,Sample X78,4111,
D07,Sample X79,4036,
D08,Sample X80,3927,
D09,Sample X81,3908,
D10,Sample X82,3782,
D11,Sample X83,3786,
D12,Sample X84,4102,
D13,Sample X85,5107,
D14,Sample X86,4026,
D15,Sample X87,4279,
D16,Sample X88,3695,
D17,Sample X89,4056,
D18,Sample X90,4214,
D19,Sample X91,3531,
D20,Sample X92,3685,
D21,Sample X93,3812,
D22,Sample X94,3987,
D23,Sample X95,3863,
D24,Sample X96,3401,
E01,Sample X97,3963,
E02,Sample X98,2774,
E03,Sample X99,3617,
E04,Sample X100,4151,
E05,Sample X101,4176,
E06,Sample X102,3807,
E07,Sample X103,3894,
E08,Sample X104,4283,
E09,Sample X105,4134,
