Well,Content,Raw Data (No filter),
E10,Sample X106,3814,
E11,Sample X107,4004,
E12,Sample X108,3932,
E13,Sample X109,1176,
E14,Sample X110,1426,
E15,Sample X111,1555,
E16,Sample X112,1636,
E17,Sample X113,1611,
E18,Sample X114,1732,
E19,Sample X115,1465,
E20,Sample X116,1292,
E21,Sample X117,2857,
E22,Sample X118,3538,
E23,Sample X119,3797,
E24,Sample X120,3757,
F01,Sample X121,3950,
F02,Sample X122,1442,
F03,Sample X123,1830,
F04,Sample X124,1985,
F05,Sample X125,2759,
F06,Sample X126,3829,
F07,Sample X127,4721,
F08,Sample X128,4737,
F09,Sample X129,3957,
F10,Sample X130,3855,
F11,Sample X131,3788,
F12,Sample X132,3701,
F13,Sample X133,1343,
F14,Sample X134,1385,
F15,Sample X135,1484,
F16,Sample X136,1919,
F17,Sample X137,2280,
F18,Sample X138,2341,
F19,Sample X139,3156,
F20,Sample X140,3457,
F21,Sample X141,3665,
F22,Sample X142,3633,
F23,Sample X143,3666,
F24,Sample X144,4311,
G01,Sample X145,3915,
G02,Sample X146,2168,
G03,Sample X147,2443,
G04,Sample X148,2731,
G05,Sample X149,3468,
G06,Sample X150,3632,
G07,Sample X151,3773,
G08,Sample X152,3830,
G09,Sample X153,3996,
G10,Sample X154,3696,
G11,Sample X155,3969,
G12,Sample X156,4040,
G13,Sample X157,3881,
G14,Sample X158,4000,
G15,Sample X159,3998,
G16,Sample X160,3761,
G17,Sample X161,3897,
G18,Sample X162,3937,
G19,Sample X163,4026,
G20,Sample X164,3793,
G21,Sample X165,3662,
G22,Sample X166,3990,
G23,Sample X167,3918,
G24,Sample X168,3844,
H01,Sample X169,3709,
H02,Sample X170,3849,
H03,Sample X171,4038,
H04,Sample X172,4003,
H05,Sample X173,3952,
H06,Sample X174,3967,
H07,Sample X175,3962,
H08,Sample X176,4052,
H09,Sample X177,3891,
H10,Sample X178,3991,
H11,Sample X179,4006,
H12,Sample X180,3841,
H13,Sample X181,4356,
H14,Sample X182,3770,
H15,Sample X183,3995,
H16,Sample X184,4136,
H17,Sample X185,4015,
H18,Sample X186,3979,
H19,Sample X187,3816,
H20,Sample X188,3618,
H21,Sample X189,3970,
H22,Sample X190,3818,
H23,Sample X191,3750,
H24,Sample X192,4338,
I01,Sample X193,5644,
I02,Sample X194,13981,
I03,Sample X195,18408,
I04,Sample X196,15808,
I05,Sample X197,9275,
I06,Sample X198,4415,
I07,Sample X199,3753,
I08,Sample X200,4032,
I09,Sample X201,3989,
I10,Sample X202,4070,
I11,Sample X203,3972,
I12,Sample X204,3931,
I13,Sample X205,1245,
I14,Sample X206,1640,
I15,Sample X207,2949,
I16,Sample X208,3456,
I17,Sample X209,3696,
I18,Sample X210,3443,
I19,Sample X211,3820,
I20,Sample X212,3758,
I21,Sample X213,3884,
I22,Sample X214,3833,
I23,Sample X215,3845,
I24,Sample X216,3745,
J01,Sample X217,3688,
J02,Sample X218,1689,
J03,Sample X219,2411,
J04,Sample X220,2944,
J05,Sample X221,3026,
J06,Sample X222,3355,
J07,Sample X223,3548,
J08,Sample X224,3635,
J09,Sample X225,3593,
J10,Sample X226,4062,
J11,Sample X227,4181,
J12,Sample X228,3891,
J13,Sample X229,967,
J14,Sample X230,2439,
J15,Sample X231,3574,
J16,Sample X232,3727,
J17,Sample X233,3400,
J18,Sample X234,3475,
J19,Sample X235,3220,
J20,Sample X236,3425,
J21,Sample X237,3479,
J22,Sample X238,3814,
J23,Sample X239,3829,
J24,Sample X240,3838,
K01,Sample X241,3687,
K02,Sample X242,1128,
K03,Sample X243,1987,
K04,Sample X244,3087,
K05,Sample X245,3188,
K06,Sample X246,3540,
K07,Sample X247,3440,
K08,Sample X248,3807,
K09,Sample X249,3715,
K10,Sample X250,3948,
K11,Sample X251,3576,
K12,Sample X252,3651,
K13,Sample X253,4048,
K14,Sample X254,3895,
K15,Sample X255,4011,
K16,Sample X256,3675,
K17,Sample X257,3981,
K18,Sample X258,3924,
K19,Sample X259,4148,
K20,Sample X260,4476,
K21,Sample X261,3550,
K22,Sample X262,4218,
K23,Sample X263,3967,
K24,Sample X264,4209,
L01,Sample X265,3623,
L02,Sample X266,2709,
L03,Sample X267,3544,
L04,Sample X268,3629,
L05,Sample X269,3555,
L06,Sample X270,3740,
L07,Sample X271,3551,
L08,Sample X272,3567,
L09,Sample X273,3646,
L10,Sample X274,3636,
L11,Sample X275,3655,
L12,Sample X276,3853,
L13,Sample X277,4144,
L14,Sample X278,3982,
L15,Sample X279,4152,
L16,Sample X280,3919,
L17,Sample X281,3939,
L18,Sample X282,4019,
L19,Sample X283,3958,
L20,Sample X284,4034,
L21,Sample X285,4086,
L22,Sample X286,3991,
L23,Sample X287,3814,
L24,Sample X288,4176,
M01,Sample X289,3521,
M02,Sample X290,1445,
M03,Sample X291,1328,
M04,Sample X292,1424,
M05,Sample X293,1399,
M06,Sample X294,1337,
M07,Sample X295,1636,
M08,Sample X296,2924,
M09,Sample X297,3661,
M10,Sample X298,3970,
M11,Sample X299,4150,
M12,Sample X300,4026,
M13,Sample X301,30559,
M14,Sample X302,38265,
M15,Sample X303,55748,
M16,Sample X304,63799,
M17,Sample X305,37307,
M18,Sample X306,22362,
M19,Sample X307,14857,
M20,Sample X308,11708,
M21,Sample X309,9069,
M22,Sample X310,4645,
M23,Sample X311,3826,
M24,Sample X312,4081,
N01,Sample X313,3613,
N02,Sample X314,1310,
N03,Sample X315,2816,
N04,Sample X316,7702,
N05,Sample X317,12197,
N06,Sample X318,12694,
N07,Sample X319,12307,
N08,Sample X320,8608,
N09,Sample X321,5569,
N10,Sample X322,4108,
N11,Sample X323,3498,
N12,Sample X324,4048,
N13,Sample X325,21077,
N14,Sample X326,17180,
N15,Sample X327,10927,
N16,Sample X328,6636,
N17,Sample X329,4894,
N18,Sample X330,4043,
N19,Sample X331,3718,
N20,Sample X332,3274,
N21,Sample X333,3448,
N22,Sample X334,3752,
N23,Sample X335,4048,
N24,Sample X336,4112,
O01,Sample X337,3884,
O02,Sample X338,2144,
O03,Sample X339,2278,
O04,Sample X340,3102,
O05,Sample X341,3356,
O06,Sample X342,3970,
O07,Sample X343,3918,
O08,Sample X344,3663,
O09,Sample X345,3787,
O10,Sample X346,3839,
O11,Sample X347,3841,
O12,Sample X348,3946,
O13,Sample X349,3096,
O14,Sample X350,2995,
O15,Sample X351,2777,
O16,Sample X352,3017,
O17,Sample X353,3213,
O18,Sample X354,3103,
O19,Sample X355,3496,
O20,Sample X356,3623,
O21,Sample X357,3763,
O22,Sample X358,3653,
O23,Sample X359,3657,
O24,Sample X360,3731,
P01,Sample X361,4118,
P02,Sample X362,3855,
P03,Sample X363,3749,
P04,Sample X364,3614,
P05,Sample X365,3891,
P06,Sample X366,3826,
P07,Sample X367,3707,
P08,Sample X368,3758,
P09,Sample X369,4156,
P10,Sample X370,3859,
P11,Sample X371,3578,
P12,Sample X372,3794,
P13,Sample X373,3487,
P14,Sample X374,4121,
P15,Sample X375,3975,
P16,Sample X376,3867,
P17,Sample X377,3756,
P18,Sample X378,3708,
P19,Sample X379,3820,
P20,Sample X380,3831,
P21,Sample X381,3948,
P22,Sample X382,4044,
P23,Sample X383,4026,
P24,Sample X384,3979,
