Well,Content,Raw Data (No filter),
A01,Sample X1,174521,
A02,Sample X2,164902,
A03,Sample X3,175051,
A04,Sample X4,163687,
A05,Sample X5,166680,
A06,Sample X6,168671,
A07,Sample X7,155204,
A08,Sample X8,174423,
A09,Sample X9,273,
A10,Sample X10,164,
A11,Sample X11,190,
A12,Sample X12,180,
A13,Sample X13,3903,
A14,Sample X14,94893,
A15,Sample X15,153027,
A16,Sample X16,166848,
A17,Sample X17,164915,
A18,Sample X18,158745,
A19,Sample X19,181354,
A20,Sample X20,167531,
A21,Sample X21,167872,
A22,Sample X22,174350,
A23,Sample X23,162120,
A24,Sample X24,181673,
B01,Sample X25,193497,
B02,Sample X26,170769,
B03,Sample X27,174217,
B04,Sample X28,155651,
B05,Sample X29,172891,
B06,Sample X30,176323,
B07,Sample X31,176194,
B08,Sample X32,125620,
B09,Sample X33,9027,
B10,Sample X34,10803,
B11,Sample X35,10311,
B12,Sample X36,8087,
B13,Sample X37,16126,
B14,Sample X38,21979,
B15,Sample X39,46024,
B16,Sample X40,84682,
B17,Sample X41,131674,
B18,Sample X42,156947,
B19,Sample X43,157674,
B20,Sample X44,181137,
B21,Sample X45,154989,
B22,Sample X46,179904,
B23,Sample X47,168961,
B24,Sample X48,182384,
C01,Sample X49,175648,
C02,Sample X50,54845,
C03,Sample X51,97083,
C04,Sample X52,125545,
C05,Sample X53,164985,
C06,Sample X54,162988,
C07,Sample X55,188572,
C08,Sample X56,164340,
C09,Sample X57,161261,
C10,Sample X58,174684,
C11,Sample X59,198802,
C12,Sample X60,164488,
C13,Sample X61,155829,
C14,Sample X62,169980,
C15,Sample X63,155596,
C16,Sample X64,151775,
C17,Sample X65,177995,
C18,Sample X66,179917,
C19,Sample X67,181312,
C20,Sample X68,167614,
C21,Sample X69,166434,
C22,Sample X70,186408,
C23,Sample X71,160591,
C24,Sample X72,190081,
D01,Sample X73,194804,
D02,Sample X74,21502,
D03,Sample X75,20317,
D04,Sample X76,26810,
D05,Sample X77,28921,
D06,Sample X78,31786,
D07,Sample X79,43673,
