Well,Content,Raw Data (No filter),
A01,Sample X1,3255,
A02,Sample X2,3323,
A03,Sample X3,3775,
A04,Sample X4,3272,
A05,Sample X5,3214,
A06,Sample X6,3485,
A07,Sample X7,3388,
A08,Sample X8,3344,
A09,Sample X9,279,
A10,Sample X10,279,
A11,Sample X11,274,
A12,Sample X12,275,
A13,Sample X13,1334,
A14,Sample X14,2799,
A15,Sample X15,3243,
A16,Sample X16,3283,
A17,Sample X17,3175,
A18,Sample X18,3288,
A19,Sample X19,3585,
A20,Sample X20,3051,
A21,Sample X21,3238,
A22,Sample X22,3160,
A23,Sample X23,3198,
A24,Sample X24,3266,
B01,Sample X25,3828,
B02,Sample X26,3745,
B03,Sample X27,3486,
B04,Sample X28,3591,
B05,Sample X29,3601,
B06,Sample X30,3334,
B07,Sample X31,3210,
B08,Sample X32,3451,
B09,Sample X33,243837,
B10,Sample X34,264462,
B11,Sample X35,243614,
B12,Sample X36,242728,
B13,Sample X37,227176,
B14,Sample X38,213507,
B15,Sample X39,165420,
B16,Sample X40,83439,
B17,Sample X41,27296,
B18,Sample X42,6982,
B19,Sample X43,3833,
B20,Sample X44,3423,
B21,Sample X45,3105,
B22,Sample X46,3295,
B23,Sample X47,2791,
B24,Sample X48,2838,
C01,Sample X49,3427,
C02,Sample X50,2108,
C03,Sample X51,2677,
C04,Sample X52,3009,
C05,Sample X53,3596,
C06,Sample X54,3652,
C07,Sample X55,3137,
C08,Sample X56,3336,
C09,Sample X57,3922,
C10,Sample X58,3965,
C11,Sample X59,3934,
C12,Sample X60,3847,
C13,Sample X61,3089,
C14,Sample X62,3573,
C15,Sample X63,3523,
C16,Sample X64,3267,
C17,Sample X65,3374,
C18,Sample X66,3650,
C19,Sample X67,3327,
C20,Sample X68,3334,
C21,Sample X69,3327,
C22,Sample X70,3791,
C23,Sample X71,3485,
C24,Sample X72,3248,
D01,Sample X73,3941,
D02,Sample X74,32134,
D03,Sample X75,28864,
D04,Sample X76,32129,
D05,Sample X77,31959,
D06,Sample X78,22526,
D07,Sample X79,15456,
D08,Sample X80,9267,
D09,Sample X81,4453,
D10,Sample X82,3400,
D11,Sample X83,3457,
D12,Sample X84,3643,
D13,Sample X85,2023,
D14,Sample X86,2350,
D15,Sample X87,3310,
D16,Sample X88,3843,
D17,Sample X89,3528,
D18,Sample X90,3745,
D19,Sample X91,3261,
D20,Sample X92,3630,
D21,Sample X93,3540,
D22,Sample X94,3295,
D23,Sample X95,3405,
D24,Sample X96,3363,
E01,Sample X97,3189,
E02,Sample X98,1531,
E03,Sample X99,2001,
E04,Sample X100,3649,
E05,Sample X101,5366,
E06,Sample X102,4804,
E07,Sample X103,4763,
E08,Sample X104,3900,
E09,Sample X105,3957,
E10,Sample X106,3845,
E11,Sample X107,3533,
E12,Sample X108,3587,
E13,Sample X109,1271,
E14,Sample X110,1073,
E15,Sample X111,1023,
E16,Sample X112,1397,
E17,Sample X113,2181,
E18,Sample X114,2695,
E19,Sample X115,3295,
E20,Sample X116,3196,
E21,Sample X117,3724,
E22,Sample X118,3594,
E23,Sample X119,3510,
E24,Sample X120,3400,
