Well,Content,Raw Data (No filter),
A01,Sample X1,216999,
A02,Sample X2,233196,
A03,Sample X3,223155,
A04,Sample X4,225865,
A05,Sample X5,206116,
A06,Sample X6,225810,
A07,Sample X7,230403,
A08,Sample X8,231003,
A09,Sample X9,328,
A10,Sample X10,181,
A11,Sample X11,191,
A12,Sample X12,270,
A13,Sample X13,91995,
A14,Sample X14,162830,
A15,Sample X15,161913,
A16,Sample X16,194091,
A17,Sample X17,206221,
A18,Sample X18,198517,
A19,Sample X19,192024,
A20,Sample X20,209618,
A21,Sample X21,218107,
A22,Sample X22,225042,
A23,Sample X23,228822,
A24,Sample X24,233651,
B01,Sample X25,240950,
B02,Sample X26,239042,
B03,Sample X27,224573,
B04,Sample X28,230848,
B05,Sample X29,243875,
B06,Sample X30,211296,
B07,Sample X31,225939,
B08,Sample X32,222643,
B09,Sample X33,9773,
B10,Sample X34,9115,
B11,Sample X35,9415,
B12,Sample X36,9687,
B13,Sample X37,20171,
B14,Sample X38,33697,
B15,Sample X39,62739,
B16,Sample X40,107719,
B17,Sample X41,162222,
B18,Sample X42,204748,
B19,Sample X43,206806,
B20,Sample X44,209822,
B21,Sample X45,178818,
B22,Sample X46,193962,
B23,Sample X47,217302,
B24,Sample X48,206856,
C01,Sample X49,216373,
C02,Sample X50,40098,
C03,Sample X51,94902,
C04,Sample X52,147184,
C05,Sample X53,166312,
C06,Sample X54,187200,
C07,Sample X55,202842,
C08,Sample X56,226909,
C09,Sample X57,213577,
C10,Sample X58,212843,
C11,Sample X59,206311,
C12,Sample X60,185373,
C13,Sample X61,134770,
C14,Sample X62,208895,
C15,Sample X63,189789,
C16,Sample X64,204653,
C17,Sample X65,227104,
C18,Sample X66,230669,
C19,Sample X67,189394,
C20,Sample X68,208349,
C21,Sample X69,196122,
C22,Sample X70,208086,
C23,Sample X71,194256,
C24,Sample X72,165900,
D01,Sample X73,223715,
D02,Sample X74,2081,
D03,Sample X75,10024,
D04,Sample X76,44994,
D05,Sample X77,85726,
D06,Sample X78,141876,
D07,Sample X79,183559,
D08,Sample X80,178458,
D09,Sample X81,203752,
D10,Sample X82,190146,
D11,Sample X83,200360,
D12,Sample X84,211201,
D13,Sample X85,72053,
D14,Sample X86,112201,
D15,Sample X87,144237,
D16,Sample X88,164987,
D17,Sample X89,140091,
D18,Sample X90,149013,
D19,Sample X91,115816,
D20,Sample X92,115997,
D21,Sample X93,156630,
D22,Sample X94,183426,
D23,Sample X95,196872,
D24,Sample X96,203079,
E01,Sample X97,227398,
E02,Sample X98,71221,
E03,Sample X99,111361,
E04,Sample X100,115613,
E05,Sample X101,173415,
E06,Sample X102,188189,
E07,Sample X103,204062,
E08,Sample X104,215664,
E09,Sample X105,228120,
E10,Sample X106,218892,
E11,Sample X107,220526,
E12,Sample X108,186689,
E13,Sample X109,1150,
E14,Sample X110,1118,
E15,Sample X111,1642,
E16,Sample X112,15226,
E17,Sample X113,136977,
E18,Sample X114,175226,
E19,Sample X115,175744,
E20,Sample X116,201894,
E21,Sample X117,171145,
E22,Sample X118,243619,
E23,Sample X119,222995,
E24,Sample X120,234739,
F01,Sample X121,240227,
F02,Sample X122,3015,
F03,Sample X123,8384,
F04,Sample X124,46531,
F05,Sample X125,99267,
F06,Sample X126,153816,
F07,Sample X127,170150,
F08,Sample X128,208206,
F09,Sample X129,206529,
F10,Sample X130,210718,
F11,Sample X131,225967,
F12,Sample X132,209028,
F13,Sample X133,7537,
F14,Sample X134,27958,
F15,Sample X135,50545,
F16,Sample X136,80975,
F17,Sample X137,114147,
F18,Sample X138,147407,
F19,Sample X139,186104,
F20,Sample X140,205565,
F21,Sample X141,228374,
F22,Sample X142,207935,
F23,Sample X143,225129,
F24,Sample X144,211479,
G01,Sample X145,220072,
G02,Sample X146,201234,
G03,Sample X147,224768,
G04,Sample X148,226906,
G05,Sample X149,191481,
G06,Sample X150,204228,
G07,Sample X151,229168,
G08,Sample X152,219215,
G09,Sample X153,248101,
G10,Sample X154,223171,
G11,Sample X155,215243,
G12,Sample X156,208370,
G13,Sample X157,4951,
G14,Sample X158,16952,
G15,Sample X159,39589,
G16,Sample X160,74429,
G17,Sample X161,111874,
G18,Sample X162,148713,
G19,Sample X163,175609,
G20,Sample X164,196443,
G21,Sample X165,199429,
G22,Sample X166,180270,
G23,Sample X167,237282,
G24,Sample X168,224472,
H01,Sample X169,202721,
H02,Sample X170,153733,
H03,Sample X171,172169,
H04,Sample X172,178426,
H05,Sample X173,181857,
H06,Sample X174,189497,
H07,Sample X175,194754,
H08,Sample X176,173042,
H09,Sample X177,161814,
H10,Sample X178,156935,
H11,Sample X179,201052,
H12,Sample X180,195808,
H13,Sample X181,152861,
H14,Sample X182,181583,
H15,Sample X183,206534,
H16,Sample X184,198852,
H17,Sample X185,216421,
H18,Sample X186,212121,
H19,Sample X187,210896,
H20,Sample X188,192871,
H21,Sample X189,194489,
H22,Sample X190,212265,
H23,Sample X191,225046,
H24,Sample X192,228118,
I01,Sample X193,225021,
I02,Sample X194,128712,
I03,Sample X195,166808,
I04,Sample X196,185840,
I05,Sample X197,213110,
I06,Sample X198,202733,
I07,Sample X199,219450,
I08,Sample X200,217006,
I09,Sample X201,204275,
I10,Sample X202,211779,
I11,Sample X203,219951,
I12,Sample X204,222529,
I13,Sample X205,1437,
I14,Sample X206,1293,
I15,Sample X207,4549,
I16,Sample X208,84464,
I17,Sample X209,150177,
I18,Sample X210,157088,
I19,Sample X211,199516,
I20,Sample X212,215419,
I21,Sample X213,198191,
I22,Sample X214,211534,
I23,Sample X215,222702,
I24,Sample X216,222032,
J01,Sample X217,195032,
J02,Sample X218,183419,
J03,Sample X219,209294,
J04,Sample X220,195545,
J05,Sample X221,212320,
J06,Sample X222,213690,
J07,Sample X223,188969,
J08,Sample X224,218741,
J09,Sample X225,213150,
J10,Sample X226,206552,
J11,Sample X227,210715,
J12,Sample X228,231369,
J13,Sample X229,216585,
J14,Sample X230,214182,
J15,Sample X231,242044,
J16,Sample X232,212461,
J17,Sample X233,209889,
J18,Sample X234,193927,
J19,Sample X235,209151,
J20,Sample X236,224168,
J21,Sample X237,210038,
J22,Sample X238,199092,
J23,Sample X239,212985,
J24,Sample X240,183485,
K01,Sample X241,216430,
K02,Sample X242,207284,
K03,Sample X243,208439,
K04,Sample X244,202650,
K05,Sample X245,194107,
K06,Sample X246,224854,
K07,Sample X247,212984,
K08,Sample X248,213698,
K09,Sample X249,227767,
K10,Sample X250,222659,
K11,Sample X251,232067,
K12,Sample X252,223336,
K13,Sample X253,202049,
K14,Sample X254,212417,
K15,Sample X255,232873,
K16,Sample X256,227932,
K17,Sample X257,203233,
K18,Sample X258,222593,
K19,Sample X259,221698,
K20,Sample X260,196260,
K21,Sample X261,231951,
K22,Sample X262,201020,
K23,Sample X263,244536,
K24,Sample X264,193742,
L01,Sample X265,239415,
L02,Sample X266,19006,
L03,Sample X267,38242,
L04,Sample X268,95353,
L05,Sample X269,167417,
L06,Sample X270,208865,
L07,Sample X271,218460,
L08,Sample X272,199005,
L09,Sample X273,208352,
L10,Sample X274,242537,
L11,Sample X275,224248,
L12,Sample X276,225641,
L13,Sample X277,107277,
L14,Sample X278,168621,
L15,Sample X279,217339,
L16,Sample X280,208414,
L17,Sample X281,222999,
L18,Sample X282,219791,
L19,Sample X283,216424,
L20,Sample X284,207702,
L21,Sample X285,196340,
L22,Sample X286,213204,
L23,Sample X287,208946,
L24,Sample X288,193275,
M01,Sample X289,225811,
M02,Sample X290,47612,
M03,Sample X291,95272,
M04,Sample X292,124036,
M05,Sample X293,159797,
M06,Sample X294,190975,
M07,Sample X295,202313,
M08,Sample X296,218910,
M09,Sample X297,209512,
M10,Sample X298,214334,
M11,Sample X299,226208,
M12,Sample X300,212382,
M13,Sample X301,172937,
M14,Sample X302,188536,
M15,Sample X303,203708,
M16,Sample X304,212813,
M17,Sample X305,217107,
M18,Sample X306,197703,
M19,Sample X307,196220,
M20,Sample X308,194266,
M21,Sample X309,212270,
M22,Sample X310,215480,
M23,Sample X311,232968,
M24,Sample X312,210174,
N01,Sample X313,224085,
N02,Sample X314,203648,
N03,Sample X315,200240,
N04,Sample X316,228966,
N05,Sample X317,188151,
N06,Sample X318,184595,
N07,Sample X319,205300,
N08,Sample X320,188996,
N09,Sample X321,209589,
N10,Sample X322,217368,
N11,Sample X323,202483,
N12,Sample X324,211342,
N13,Sample X325,12423,
N14,Sample X326,22408,
N15,Sample X327,24574,
N16,Sample X328,34439,
N17,Sample X329,42582,
N18,Sample X330,56005,
N19,Sample X331,68424,
N20,Sample X332,142524,
N21,Sample X333,196205,
N22,Sample X334,195110,
N23,Sample X335,186147,
N24,Sample X336,259439,
O01,Sample X337,229072,
O02,Sample X338,217195,
O03,Sample X339,237521,
O04,Sample X340,210750,
O05,Sample X341,204887,
O06,Sample X342,199325,
O07,Sample X343,206248,
O08,Sample X344,229523,
O09,Sample X345,215143,
O10,Sample X346,216449,
O11,Sample X347,204218,
O12,Sample X348,201204,
O13,Sample X349,212094,
O14,Sample X350,190040,
O15,Sample X351,225606,
O16,Sample X352,220120,
O17,Sample X353,216723,
O18,Sample X354,203258,
O19,Sample X355,217172,
O20,Sample X356,198619,
O21,Sample X357,206142,
O22,Sample X358,161707,
O23,Sample X359,194162,
O24,Sample X360,254478,
P01,Sample X361,239107,
P02,Sample X362,235961,
P03,Sample X363,219085,
P04,Sample X364,228153,
P05,Sample X365,215977,
P06,Sample X366,237671,
P07,Sample X367,192314,
P08,Sample X368,203857,
P09,Sample X369,191791,
P10,Sample X370,233623,
P11,Sample X371,203259,
P12,Sample X372,231139,
P13,Sample X373,201439,
P14,Sample X374,236494,
P15,Sample X375,206559,
P16,Sample X376,202847,
P17,Sample X377,199088,
P18,Sample X378,219154,
P19,Sample X379,210847,
P20,Sample X380,220660,
P21,Sample X381,221740,
P22,Sample X382,182430,
P23,Sample X383,190985,
P24,Sample X384,220676,
