Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,118256,
A02,Sample X2,120455,
A03,Sample X3,118708,
A04,Sample X4,121033,
A05,Sample X5,115629,
A06,Sample X6,119055,
A07,Sample X7,119120,
A08,Sample X8,117736,
A09,Sample X9,3278,
A10,Sample X10,2998,
A11,Sample X11,3001,
A12,Sample X12,2939,
A13,Sample X13,31584,
A14,Sample X14,92354,
A15,Sample X15,105259,
A16,Sample X16,108053,
A17,Sample X17,103677,
A18,Sample X18,109052,
A19,Sample X19,109028,
A20,Sample X20,86800,
A21,Sample X21,100379,
A22,Sample X22,102273,
A23,Sample X23,106612,
A24,Sample X24,115738,
B01,Sample X25,125347,
B02,Sample X26,124266,
B03,Sample X27,119775,
B04,Sample X28,115982,
B05,Sample X29,123597,
B06,Sample X30,119144,
B07,Sample X31,121109,
B08,Sample X32,115141,
B09,Sample X33,103627,
B10,Sample X34,108400,
B11,Sample X35,116321,
B12,Sample X36,107636,
B13,Sample X37,111029,
B14,Sample X38,102673,
B15,Sample X39,108797,
B16,Sample X40,93693,
B17,Sample X41,93662,
B18,Sample X42,93266,
B19,Sample X43,96351,
B20,Sample X44,94062,
B21,Sample X45,114587,
B22,Sample X46,95240,
B23,Sample X47,92162,
B24,Sample X48,112372,
C01,Sample X49,126244,
C02,Sample X50,125312,
C03,Sample X51,125272,
C04,Sample X52,121371,
C05,Sample X53,121518,
C06,Sample X54,118199,
C07,Sample X55,111686,
C08,Sample X56,119423,
C09,Sample X57,128254,
C10,Sample X58,122182,
C11,Sample X59,123106,
C12,Sample X60,107868,
C13,Sample X61,109203,
C14,Sample X62,105477,
C15,Sample X63,102254,
C16,Sample X64,103938,
C17,Sample X65,105730,
C18,Sample X66,95148,
C19,Sample X67,96710,
C20,Sample X68,99830,
C21,Sample X69,110457,
C22,Sample X70,114665,
C23,Sample X71,120443,
C24,Sample X72,119476,
D01,Sample X73,123991,
D02,Sample X74,72307,
D03,Sample X75,100834,
D04,Sample X76,112658,
D05,Sample X77,111998,
D06,Sample X78,105749,
D07,Sample X79,113276,
D08,Sample X80,112039,
D09,Sample X81,110334,
D10,Sample X82,100251,
D11,Sample X83,109743,
D12,Sample X84,110468,
D13,Sample X85,98550,
D14,Sample X86,98801,
D15,Sample X87,98621,
D16,Sample X88,100818,
D17,Sample X89,100283,
D18,Sample X90,87698,
D19,Sample X91,94699,
D20,Sample X92,94734,
D21,Sample X93,101173,
D22,Sample X94,97082,
D23,Sample X95,112606,
D24,Sample X96,118443,
E01,Sample X97,124630,
E02,Sample X98,141857,
E03,Sample X99,132329,
E04,Sample X100,130083,
E05,Sample X101,112965,
E06,Sample X102,88751,
E07,Sample X103,91233,
E08,Sample X104,92583,
E09,Sample X105,91295,
E10,Sample X106,108469,
E11,Sample X107,95952,
E12,Sample X108,84945,
E13,Sample X109,79825,
E14,Sample X110,91595,
E15,Sample X111,85326,
E16,Sample X112,83530,
E17,Sample X113,86402,
E18,Sample X114,86239,
E19,Sample X115,91216,
E20,Sample X116,85118,
E21,Sample X117,89779,
E22,Sample X118,94080,
E23,Sample X119,100963,
E24,Sample X120,111421,
F01,Sample X121,111771,
F02,Sample X122,119148,
F03,Sample X123,111253,
F04,Sample X124,117084,
F05,Sample X125,101324,
F06,Sample X126,111900,
F07,Sample X127,86826,
F08,Sample X128,90703,
F09,Sample X129,84118,
F10,Sample X130,88257,
F11,Sample X131,78772,
F12,Sample X132,82722,
F13,Sample X133,3203,
