Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,106359,
A02,Sample X2,111230,
A03,Sample X3,111643,
A04,Sample X4,112213,
A05,Sample X5,111486,
A06,Sample X6,113512,
A07,Sample X7,115547,
A08,Sample X8,112382,
A09,Sample X9,1692,
A10,Sample X10,1646,
A11,Sample X11,1675,
A12,Sample X12,1731,
A13,Sample X13,11110,
A14,Sample X14,88017,
A15,Sample X15,105763,
A16,Sample X16,109008,
A17,Sample X17,107038,
A18,Sample X18,111311,
A19,Sample X19,114707,
A20,Sample X20,112082,
A21,Sample X21,113384,
A22,Sample X22,110745,
A23,Sample X23,111115,
A24,Sample X24,109433,
B01,Sample X25,111316,
B02,Sample X26,116246,
B03,Sample X27,118376,
B04,Sample X28,117237,
B05,Sample X29,117973,
B06,Sample X30,117752,
B07,Sample X31,118997,
B08,Sample X32,119693,
B09,Sample X33,117542,
B10,Sample X34,116712,
B11,Sample X35,118758,
B12,Sample X36,119592,
B13,Sample X37,116228,
B14,Sample X38,117182,
B15,Sample X39,118348,
B16,Sample X40,118653,
B17,Sample X41,114349,
B18,Sample X42,117241,
B19,Sample X43,114809,
B20,Sample X44,115301,
B21,Sample X45,115449,
B22,Sample X46,116073,
B23,Sample X47,115453,
B24,Sample X48,113843,
C01,Sample X49,116022,
C02,Sample X50,106949,
C03,Sample X51,124048,
C04,Sample X52,123141,
C05,Sample X53,122323,
C06,Sample X54,118918,
C07,Sample X55,121094,
C08,Sample X56,117090,
C09,Sample X57,118311,
C10,Sample X58,121899,
C11,Sample X59,118312,
C12,Sample X60,121170,
C13,Sample X61,118316,
C14,Sample X62,120770,
C15,Sample X63,121240,
C16,Sample X64,118724,
C17,Sample X65,117587,
C18,Sample X66,122260,
C19,Sample X67,122636,
C20,Sample X68,117632,
C21,Sample X69,119067,
C22,Sample X70,118810,
C23,Sample X71,117847,
C24,Sample X72,106464,
D01,Sample X73,113520,
D02,Sample X74,13157,
D03,Sample X75,98573,
D04,Sample X76,110177,
D05,Sample X77,118936,
D06,Sample X78,117707,
D07,Sample X79,109680,
D08,Sample X80,118755,
D09,Sample X81,118790,
D10,Sample X82,119065,
D11,Sample X83,109387,
D12,Sample X84,119180,
D13,Sample X85,113322,
D14,Sample X86,115539,
D15,Sample X87,117905,
D16,Sample X88,118823,
D17,Sample X89,116016,
D18,Sample X90,113033,
D19,Sample X91,117142,
D20,Sample X92,119097,
D21,Sample X93,116710,
D22,Sample X94,114367,
D23,Sample X95,114274,
D24,Sample X96,108500,
E01,Sample X97,115338,
E02,Sample X98,118315,
E03,Sample X99,118542,
E04,Sample X100,109962,
E05,Sample X101,119816,
E06,Sample X102,119875,
E07,Sample X103,118278,
E08,Sample X104,112477,
E09,Sample X105,116949,
E10,Sample X106,117233,
E11,Sample X107,110969,
E12,Sample X108,114169,
E13,Sample X109,2160,
E14,Sample X110,2160,
E15,Sample X111,2330,
E16,Sample X112,7143,
E17,Sample X113,93833,
E18,Sample X114,107362,
E19,Sample X115,111021,
E20,Sample X116,117379,
E21,Sample X117,118686,
E22,Sample X118,118152,
E23,Sample X119,114916,
E24,Sample X120,111831,
F01,Sample X121,113753,
F02,Sample X122,2526,
F03,Sample X123,42841,
F04,Sample X124,107434,
F05,Sample X125,119681,
F06,Sample X126,113288,
F07,Sample X127,112164,
F08,Sample X128,87409,
F09,Sample X129,107540,
F10,Sample X130,109783,
F11,Sample X131,101552,
F12,Sample X132,106365,
F13,Sample X133,14643,
F14,Sample X134,94338,
F15,Sample X135,92507,
F16,Sample X136,86140,
F17,Sample X137,108282,
F18,Sample X138,111063,
F19,Sample X139,114104,
F20,Sample X140,115685,
F21,Sample X141,107939,
F22,Sample X142,116182,
F23,Sample X143,110296,
F24,Sample X144,111425,
G01,Sample X145,113228,
G02,Sample X146,113286,
G03,Sample X147,116682,
G04,Sample X148,114820,
G05,Sample X149,116698,
G06,Sample X150,115812,
G07,Sample X151,106958,
G08,Sample X152,100891,
G09,Sample X153,102757,
G10,Sample X154,94061,
G11,Sample X155,103222,
G12,Sample X156,81289,
G13,Sample X157,4578,
G14,Sample X158,55555,
G15,Sample X159,83394,
G16,Sample X160,94109,
G17,Sample X161,85950,
G18,Sample X162,105801,
G19,Sample X163,103051,
G20,Sample X164,92625,
G21,Sample X165,117213,
G22,Sample X166,118304,
G23,Sample X167,115350,
G24,Sample X168,113207,
H01,Sample X169,114379,
H02,Sample X170,115748,
H03,Sample X171,114352,
H04,Sample X172,118908,
H05,Sample X173,102161,
H06,Sample X174,109862,
H07,Sample X175,105857,
H08,Sample X176,87116,
H09,Sample X177,77257,
H10,Sample X178,91063,
H11,Sample X179,75744,
H12,Sample X180,70781,
H13,Sample X181,71223,
H14,Sample X182,72449,
H15,Sample X183,70739,
H16,Sample X184,75079,
H17,Sample X185,88237,
H18,Sample X186,97170,
H19,Sample X187,105448,
H20,Sample X188,108187,
H21,Sample X189,111234,
H22,Sample X190,119205,
H23,Sample X191,113436,
H24,Sample X192,110370,
I01,Sample X193,117831,
I02,Sample X194,113801,
I03,Sample X195,120070,
I04,Sample X196,117964,
I05,Sample X197,109910,
I06,Sample X198,91700,
I07,Sample X199,98933,
I08,Sample X200,88704,
I09,Sample X201,86431,
I10,Sample X202,79002,
I11,Sample X203,76400,
I12,Sample X204,73278,
I13,Sample X205,2038,
I14,Sample X206,2074,
I15,Sample X207,7593,
I16,Sample X208,40861,
I17,Sample X209,67011,
I18,Sample X210,75399,
I19,Sample X211,99730,
I20,Sample X212,113377,
I21,Sample X213,113543,
I22,Sample X214,122199,
I23,Sample X215,117308,
I24,Sample X216,115217,
J01,Sample X217,118749,
J02,Sample X218,118564,
J03,Sample X219,122843,
J04,Sample X220,118409,
J05,Sample X221,115702,
J06,Sample X222,111355,
J07,Sample X223,103287,
J08,Sample X224,86013,
J09,Sample X225,93571,
J10,Sample X226,83035,
J11,Sample X227,81762,
J12,Sample X228,77741,
J13,Sample X229,88138,
J14,Sample X230,90201,
J15,Sample X231,80617,
J16,Sample X232,85062,
J17,Sample X233,88916,
J18,Sample X234,107294,
