Well,Content,Raw Data (No filter),
A01,Sample X1,2783,
A02,Sample X2,2409,
A03,Sample X3,2368,
A04,Sample X4,2285,
A05,Sample X5,2315,
A06,Sample X6,2376,
A07,Sample X7,2445,
A08,Sample X8,2789,
A09,Sample X9,168,
A10,Sample X10,151,
A11,Sample X11,131,
A12,Sample X12,129,
A13,Sample X13,1011,
A14,Sample X14,2154,
A15,Sample X15,2350,
A16,Sample X16,2435,
A17,Sample X17,2566,
A18,Sample X18,2415,
A19,Sample X19,2616,
A20,Sample X20,2395,
A21,Sample X21,2358,
A22,Sample X22,2413,
A23,Sample X23,2614,
A24,Sample X24,3028,
B01,Sample X25,2744,
B02,Sample X26,2321,
B03,Sample X27,2478,
B04,Sample X28,2272,
B05,Sample X29,2279,
B06,Sample X30,2231,
B07,Sample X31,2526,
B08,Sample X32,2199,
B09,Sample X33,13562,
B10,Sample X34,13830,
B11,Sample X35,13647,
B12,Sample X36,13350,
B13,Sample X37,13568,
B14,Sample X38,13165,
B15,Sample X39,8496,
B16,Sample X40,6743,
B17,Sample X41,4142,
B18,Sample X42,2948,
B19,Sample X43,2629,
B20,Sample X44,2438,
B21,Sample X45,2413,
B22,Sample X46,2144,
B23,Sample X47,2211,
B24,Sample X48,2366,
C01,Sample X49,2627,
C02,Sample X50,1247,
C03,Sample X51,1993,
C04,Sample X52,2256,
C05,Sample X53,2422,
C06,Sample X54,2235,
C07,Sample X55,2383,
C08,Sample X56,2367,
C09,Sample X57,2350,
C10,Sample X58,2211,
C11,Sample X59,2348,
C12,Sample X60,2189,
C13,Sample X61,11155,
C14,Sample X62,14027,
C15,Sample X63,14153,
C16,Sample X64,11606,
C17,Sample X65,8537,
C18,Sample X66,5077,
C19,Sample X67,2913,
C20,Sample X68,2413,
C21,Sample X69,2309,
C22,Sample X70,2120,
C23,Sample X71,2326,
C24,Sample X72,2552,
D01,Sample X73,2646,
D02,Sample X74,1852,
D03,Sample X75,1713,
D04,Sample X76,1540,
D05,Sample X77,2063,
D06,Sample X78,2164,
D07,Sample X79,2318,
D08,Sample X80,2261,
D09,Sample X81,2330,
D10,Sample X82,2273,
D11,Sample X83,2287,
D12,Sample X84,2340,
D13,Sample X85,6552,
D14,Sample X86,7724,
D15,Sample X87,10066,
D16,Sample X88,10554,
D17,Sample X89,11626,
D18,Sample X90,13026,
D19,Sample X91,14197,
D20,Sample X92,13900,
D21,Sample X93,10614,
D22,Sample X94,4660,
D23,Sample X95,2195,
D24,Sample X96,2513,
E01,Sample X97,2870,
E02,Sample X98,1554,
E03,Sample X99,1816,
E04,Sample X100,2094,
E05,Sample X101,2402,
E06,Sample X102,2535,
E07,Sample X103,2515,
E08,Sample X104,2330,
E09,Sample X105,2127,
E10,Sample X106,2172,
E11,Sample X107,2342,
E12,Sample X108,2364,
E13,Sample X109,736,
E14,Sample X110,845,
E15,Sample X111,908,
E16,Sample X112,1079,
E17,Sample X113,1419,
E18,Sample X114,1688,
E19,Sample X115,1769,
E20,Sample X116,1678,
E21,Sample X117,1544,
E22,Sample X118,1750,
E23,Sample X119,2365,
E24,Sample X120,2529,
F01,Sample X121,3817,
F02,Sample X122,1815,
F03,Sample X123,1526,
F04,Sample X124,2419,
F05,Sample X125,3510,
F06,Sample X126,3683,
F07,Sample X127,2992,
F08,Sample X128,2598,
F09,Sample X129,2310,
F10,Sample X130,2173,
F11,Sample X131,2366,
F12,Sample X132,2554,
F13,Sample X133,1726,
F14,Sample X134,2334,
F15,Sample X135,3408,
F16,Sample X136,4036,
F17,Sample X137,3452,
F18,Sample X138,2885,
F19,Sample X139,2587,
F20,Sample X140,2376,
F21,Sample X141,2224,
F22,Sample X142,2052,
F23,Sample X143,2277,
F24,Sample X144,2362,
G01,Sample X145,5534,
G02,Sample X146,6582,
G03,Sample X147,5297,
G04,Sample X148,4483,
G05,Sample X149,3490,
G06,Sample X150,3009,
G07,Sample X151,2610,
G08,Sample X152,2372,
G09,Sample X153,2211,
G10,Sample X154,2316,
G11,Sample X155,2192,
G12,Sample X156,3160,
G13,Sample X157,1795,
G14,Sample X158,2806,
G15,Sample X159,5286,
G16,Sample X160,8773,
G17,Sample X161,9553,
G18,Sample X162,9303,
G19,Sample X163,7776,
G20,Sample X164,4026,
G21,Sample X165,2612,
G22,Sample X166,2252,
G23,Sample X167,2350,
G24,Sample X168,2493,
H01,Sample X169,7040,
H02,Sample X170,11071,
H03,Sample X171,11838,
H04,Sample X172,12389,
H05,Sample X173,12533,
H06,Sample X174,13152,
H07,Sample X175,13896,
H08,Sample X176,12708,
H09,Sample X177,9241,
H10,Sample X178,4393,
H11,Sample X179,2654,
H12,Sample X180,2592,
H13,Sample X181,6853,
H14,Sample X182,9816,
H15,Sample X183,10195,
H16,Sample X184,8558,
H17,Sample X185,6619,
H18,Sample X186,4799,
H19,Sample X187,3250,
H20,Sample X188,2473,
H21,Sample X189,2152,
H22,Sample X190,2227,
H23,Sample X191,2205,
H24,Sample X192,2482,
I01,Sample X193,8740,
I02,Sample X194,10893,
I03,Sample X195,10867,
I04,Sample X196,9382,
I05,Sample X197,7589,
I06,Sample X198,5570,
I07,Sample X199,4231,
I08,Sample X200,3042,
I09,Sample X201,2521,
I10,Sample X202,2272,
I11,Sample X203,2348,
I12,Sample X204,2437,
I13,Sample X205,732,
I14,Sample X206,818,
I15,Sample X207,876,
I16,Sample X208,1123,
I17,Sample X209,1434,
I18,Sample X210,1616,
I19,Sample X211,1922,
I20,Sample X212,1644,
I21,Sample X213,1980,
I22,Sample X214,1955,
I23,Sample X215,2348,
I24,Sample X216,2407,
J01,Sample X217,7637,
J02,Sample X218,8120,
J03,Sample X219,7508,
J04,Sample X220,6172,
J05,Sample X221,5419,
J06,Sample X222,3875,
J07,Sample X223,3983,
J08,Sample X224,2948,
J09,Sample X225,2465,
J10,Sample X226,2487,
J11,Sample X227,2535,
J12,Sample X228,2407,
J13,Sample X229,2422,
J14,Sample X230,2744,
J15,Sample X231,2419,
J16,Sample X232,2329,
J17,Sample X233,2516,
J18,Sample X234,2419,
J19,Sample X235,2186,
J20,Sample X236,2132,
J21,Sample X237,2228,
J22,Sample X238,2080,
J23,Sample X239,2348,
J24,Sample X240,2677,
K01,Sample X241,5142,
K02,Sample X242,5647,
K03,Sample X243,5216,
K04,Sample X244,4646,
K05,Sample X245,3996,
K06,Sample X246,3505,
K07,Sample X247,2832,
K08,Sample X248,2478,
K09,Sample X249,2296,
K10,Sample X250,2432,
K11,Sample X251,2691,
K12,Sample X252,2819,
K13,Sample X253,5615,
K14,Sample X254,3721,
K15,Sample X255,2967,
K16,Sample X256,2742,
K17,Sample X257,2444,
K18,Sample X258,2383,
K19,Sample X259,2204,
K20,Sample X260,2227,
K21,Sample X261,2294,
K22,Sample X262,2192,
K23,Sample X263,2390,
K24,Sample X264,2539,
L01,Sample X265,3887,
L02,Sample X266,588,
L03,Sample X267,541,
L04,Sample X268,757,
L05,Sample X269,2153,
L06,Sample X270,2375,
L07,Sample X271,2438,
L08,Sample X272,2381,
L09,Sample X273,2220,
L10,Sample X274,2323,
L11,Sample X275,2736,
L12,Sample X276,3328,
L13,Sample X277,5336,
L14,Sample X278,8117,
L15,Sample X279,6472,
L16,Sample X280,3486,
L17,Sample X281,2731,
L18,Sample X282,2519,
L19,Sample X283,2475,
L20,Sample X284,2287,
L21,Sample X285,2299,
L22,Sample X286,2280,
L23,Sample X287,2337,
L24,Sample X288,2767,
M01,Sample X289,2981,
M02,Sample X290,2155,
M03,Sample X291,2503,
M04,Sample X292,2566,
M05,Sample X293,2401,
M06,Sample X294,2455,
M07,Sample X295,2480,
M08,Sample X296,2509,
M09,Sample X297,2295,
M10,Sample X298,2365,
M11,Sample X299,2652,
M12,Sample X300,3816,
M13,Sample X301,7964,
M14,Sample X302,6331,
M15,Sample X303,5443,
M16,Sample X304,3884,
M17,Sample X305,3186,
M18,Sample X306,2727,
M19,Sample X307,2659,
M20,Sample X308,2352,
M21,Sample X309,2239,
M22,Sample X310,2207,
M23,Sample X311,2442,
M24,Sample X312,2709,
N01,Sample X313,2878,
N02,Sample X314,2591,
N03,Sample X315,2447,
N04,Sample X316,2304,
N05,Sample X317,2505,
N06,Sample X318,2165,
N07,Sample X319,2113,
N08,Sample X320,2222,
N09,Sample X321,2123,
N10,Sample X322,2336,
N11,Sample X323,2674,
N12,Sample X324,3025,
N13,Sample X325,1364,
N14,Sample X326,1924,
N15,Sample X327,2507,
N16,Sample X328,2591,
N17,Sample X329,2590,
N18,Sample X330,2485,
N19,Sample X331,2387,
N20,Sample X332,2375,
N21,Sample X333,2337,
N22,Sample X334,2422,
N23,Sample X335,2500,
N24,Sample X336,2650,
O01,Sample X337,2735,
O02,Sample X338,2468,
O03,Sample X339,2386,
O04,Sample X340,2408,
O05,Sample X341,2300,
O06,Sample X342,2280,
O07,Sample X343,2122,
O08,Sample X344,2318,
O09,Sample X345,2266,
O10,Sample X346,2331,
O11,Sample X347,2435,
O12,Sample X348,2833,
O13,Sample X349,2995,
O14,Sample X350,2980,
O15,Sample X351,2812,
O16,Sample X352,2488,
O17,Sample X353,2664,
O18,Sample X354,2552,
O19,Sample X355,2229,
O20,Sample X356,2357,
O21,Sample X357,2442,
O22,Sample X358,2370,
O23,Sample X359,2406,
O24,Sample X360,2691,
P01,Sample X361,2890,
P02,Sample X362,2458,
P03,Sample X363,2553,
P04,Sample X364,2584,
P05,Sample X365,2555,
P06,Sample X366,2420,
P07,Sample X367,2383,
P08,Sample X368,2305,
P09,Sample X369,2463,
P10,Sample X370,2388,
P11,Sample X371,2552,
P12,Sample X372,2957,
P13,Sample X373,2738,
P14,Sample X374,2941,
P15,Sample X375,2733,
P16,Sample X376,2699,
P17,Sample X377,2569,
P18,Sample X378,2661,
P19,Sample X379,2462,
P20,Sample X380,2648,
P21,Sample X381,2527,
P22,Sample X382,2679,
P23,Sample X383,2866,
P24,Sample X384,3143,
