Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,123141,
A02,Sample X2,128665,
A03,Sample X3,131799,
A04,Sample X4,130923,
A05,Sample X5,126832,
A06,Sample X6,128219,
A07,Sample X7,128388,
A08,Sample X8,123399,
A09,Sample X9,1741,
A10,Sample X10,1706,
A11,Sample X11,1820,
A12,Sample X12,1833,
A13,Sample X13,31802,
A14,Sample X14,100432,
A15,Sample X15,113106,
A16,Sample X16,122426,
A17,Sample X17,124205,
A18,Sample X18,124144,
A19,Sample X19,123061,
A20,Sample X20,126700,
A21,Sample X21,129308,
A22,Sample X22,128165,
A23,Sample X23,129967,
A24,Sample X24,115010,
B01,Sample X25,126828,
B02,Sample X26,137195,
B03,Sample X27,135314,
B04,Sample X28,136640,
B05,Sample X29,132625,
B06,Sample X30,135688,
B07,Sample X31,130451,
B08,Sample X32,131936,
B09,Sample X33,128531,
B10,Sample X34,126551,
B11,Sample X35,125422,
B12,Sample X36,127390,
B13,Sample X37,127547,
B14,Sample X38,126447,
B15,Sample X39,127005,
B16,Sample X40,119105,
B17,Sample X41,127623,
B18,Sample X42,130038,
B19,Sample X43,133616,
B20,Sample X44,123856,
B21,Sample X45,133277,
B22,Sample X46,134748,
B23,Sample X47,130477,
B24,Sample X48,126701,
C01,Sample X49,131879,
C02,Sample X50,133976,
C03,Sample X51,138681,
C04,Sample X52,140942,
C05,Sample X53,132866,
C06,Sample X54,136724,
C07,Sample X55,134326,
C08,Sample X56,129438,
C09,Sample X57,136597,
C10,Sample X58,134672,
C11,Sample X59,136393,
C12,Sample X60,121007,
C13,Sample X61,127828,
C14,Sample X62,130674,
C15,Sample X63,123719,
C16,Sample X64,135312,
C17,Sample X65,123548,
C18,Sample X66,123298,
C19,Sample X67,128026,
C20,Sample X68,132357,
C21,Sample X69,129401,
C22,Sample X70,134597,
C23,Sample X71,134381,
C24,Sample X72,124989,
D01,Sample X73,131432,
D02,Sample X74,111068,
D03,Sample X75,115195,
D04,Sample X76,121355,
D05,Sample X77,130852,
D06,Sample X78,131267,
D07,Sample X79,129086,
D08,Sample X80,127344,
D09,Sample X81,114732,
D10,Sample X82,130214,
D11,Sample X83,131635,
D12,Sample X84,126197,
D13,Sample X85,79954,
D14,Sample X86,75593,
D15,Sample X87,102199,
D16,Sample X88,106338,
D17,Sample X89,101627,
D18,Sample X90,131765,
D19,Sample X91,132559,
D20,Sample X92,130184,
D21,Sample X93,131110,
D22,Sample X94,121756,
D23,Sample X95,130142,
D24,Sample X96,128627,
E01,Sample X97,135626,
E02,Sample X98,55814,
E03,Sample X99,122253,
E04,Sample X100,126968,
E05,Sample X101,133861,
E06,Sample X102,133636,
E07,Sample X103,121951,
E08,Sample X104,129495,
E09,Sample X105,132020,
E10,Sample X106,126208,
E11,Sample X107,124072,
E12,Sample X108,131406,
E13,Sample X109,2498,
E14,Sample X110,2374,
E15,Sample X111,5934,
E16,Sample X112,82954,
E17,Sample X113,106517,
E18,Sample X114,128162,
E19,Sample X115,134635,
E20,Sample X116,135433,
E21,Sample X117,132487,
E22,Sample X118,133873,
E23,Sample X119,133000,
E24,Sample X120,128115,
F01,Sample X121,129166,
F02,Sample X122,131860,
F03,Sample X123,132957,
F04,Sample X124,131049,
F05,Sample X125,136114,
F06,Sample X126,130805,
F07,Sample X127,128492,
F08,Sample X128,113190,
F09,Sample X129,110041,
F10,Sample X130,123537,
F11,Sample X131,127867,
F12,Sample X132,113255,
F13,Sample X133,104665,
F14,Sample X134,110848,
F15,Sample X135,121184,
F16,Sample X136,117426,
F17,Sample X137,132770,
F18,Sample X138,129406,
F19,Sample X139,117994,
F20,Sample X140,134175,
F21,Sample X141,131869,
F22,Sample X142,135911,
F23,Sample X143,133386,
F24,Sample X144,126651,
G01,Sample X145,131509,
G02,Sample X146,2239,
G03,Sample X147,14700,
G04,Sample X148,115097,
G05,Sample X149,132189,
G06,Sample X150,115290,
G07,Sample X151,131346,
G08,Sample X152,111493,
G09,Sample X153,119974,
G10,Sample X154,111941,
G11,Sample X155,134758,
G12,Sample X156,106083,
G13,Sample X157,102858,
G14,Sample X158,128660,
G15,Sample X159,135680,
G16,Sample X160,134836,
G17,Sample X161,133208,
G18,Sample X162,132521,
G19,Sample X163,114935,
G20,Sample X164,131393,
G21,Sample X165,136724,
G22,Sample X166,135856,
G23,Sample X167,133996,
G24,Sample X168,128162,
H01,Sample X169,125460,
H02,Sample X170,86317,
H03,Sample X171,107829,
H04,Sample X172,128606,
H05,Sample X173,131388,
H06,Sample X174,121219,
H07,Sample X175,123969,
H08,Sample X176,126875,
H09,Sample X177,108762,
H10,Sample X178,129445,
H11,Sample X179,110999,
H12,Sample X180,113353,
H13,Sample X181,78346,
H14,Sample X182,107585,
H15,Sample X183,114649,
H16,Sample X184,110596,
H17,Sample X185,123161,
H18,Sample X186,131130,
H19,Sample X187,129527,
H20,Sample X188,133978,
H21,Sample X189,132472,
H22,Sample X190,134777,
H23,Sample X191,131174,
H24,Sample X192,130678,
I01,Sample X193,134723,
I02,Sample X194,140247,
I03,Sample X195,142036,
I04,Sample X196,144648,
I05,Sample X197,139268,
I06,Sample X198,135756,
I07,Sample X199,133841,
I08,Sample X200,131772,
I09,Sample X201,134652,
I10,Sample X202,125172,
I11,Sample X203,125170,
I12,Sample X204,107078,
I13,Sample X205,126863,
I14,Sample X206,127598,
I15,Sample X207,125012,
I16,Sample X208,121003,
I17,Sample X209,131950,
I18,Sample X210,111240,
I19,Sample X211,124465,
I20,Sample X212,125544,
I21,Sample X213,138695,
I22,Sample X214,134903,
I23,Sample X215,134310,
I24,Sample X216,129931,
J01,Sample X217,132553,
J02,Sample X218,132124,
J03,Sample X219,135786,
J04,Sample X220,136938,
J05,Sample X221,140569,
J06,Sample X222,139079,
J07,Sample X223,138234,
J08,Sample X224,115141,
J09,Sample X225,134591,
J10,Sample X226,120656,
J11,Sample X227,125927,
J12,Sample X228,136134,
J13,Sample X229,128877,
J14,Sample X230,123254,
J15,Sample X231,107727,
J16,Sample X232,119042,
J17,Sample X233,135453,
J18,Sample X234,138297,
J19,Sample X235,139507,
J20,Sample X236,139592,
J21,Sample X237,136502,
J22,Sample X238,142618,
J23,Sample X239,134693,
J24,Sample X240,133680,
K01,Sample X241,134316,
K02,Sample X242,124693,
K03,Sample X243,133719,
K04,Sample X244,134817,
K05,Sample X245,130504,
K06,Sample X246,133475,
K07,Sample X247,134158,
K08,Sample X248,131940,
K09,Sample X249,134925,
K10,Sample X250,137508,
K11,Sample X251,136911,
K12,Sample X252,140609,
K13,Sample X253,2142,
K14,Sample X254,36179,
K15,Sample X255,100730,
K16,Sample X256,99128,
K17,Sample X257,121087,
K18,Sample X258,134739,
K19,Sample X259,139017,
K20,Sample X260,133881,
K21,Sample X261,135220,
K22,Sample X262,139666,
K23,Sample X263,133152,
K24,Sample X264,130869,
L01,Sample X265,131158,
L02,Sample X266,135108,
L03,Sample X267,136820,
L04,Sample X268,131230,
L05,Sample X269,128025,
L06,Sample X270,132025,
L07,Sample X271,133798,
L08,Sample X272,129250,
L09,Sample X273,117424,
L10,Sample X274,127747,
L11,Sample X275,140225,
L12,Sample X276,135686,
L13,Sample X277,119094,
L14,Sample X278,131175,
L15,Sample X279,135587,
L16,Sample X280,123609,
L17,Sample X281,133575,
L18,Sample X282,136324,
L19,Sample X283,134062,
L20,Sample X284,135086,
L21,Sample X285,136647,
L22,Sample X286,140515,
L23,Sample X287,137015,
L24,Sample X288,132571,
M01,Sample X289,128979,
M02,Sample X290,128953,
M03,Sample X291,131135,
M04,Sample X292,132349,
M05,Sample X293,129586,
M06,Sample X294,135315,
M07,Sample X295,138026,
M08,Sample X296,131270,
M09,Sample X297,139430,
M10,Sample X298,135199,
M11,Sample X299,132745,
M12,Sample X300,125979,
M13,Sample X301,3339,
M14,Sample X302,128714,
M15,Sample X303,128373,
M16,Sample X304,137479,
M17,Sample X305,139021,
M18,Sample X306,131415,
M19,Sample X307,136972,
M20,Sample X308,115889,
M21,Sample X309,137192,
M22,Sample X310,137897,
M23,Sample X311,135024,
M24,Sample X312,134256,
N01,Sample X313,130558,
N02,Sample X314,111990,
N03,Sample X315,132809,
N04,Sample X316,131334,
N05,Sample X317,137263,
N06,Sample X318,137866,
N07,Sample X319,140788,
N08,Sample X320,134854,
N09,Sample X321,142070,
N10,Sample X322,140327,
N11,Sample X323,137821,
N12,Sample X324,139127,
N13,Sample X325,126148,
N14,Sample X326,128819,
N15,Sample X327,138959,
N16,Sample X328,140621,
N17,Sample X329,137518,
N18,Sample X330,135771,
N19,Sample X331,131707,
N20,Sample X332,136840,
N21,Sample X333,139544,
N22,Sample X334,136072,
