Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,108045,
A02,Sample X2,114230,
A03,Sample X3,111377,
A04,Sample X4,111563,
A05,Sample X5,110545,
A06,Sample X6,111425,
A07,Sample X7,113510,
A08,Sample X8,112595,
A09,Sample X9,1248,
A10,Sample X10,1352,
A11,Sample X11,1284,
A12,Sample X12,1270,
A13,Sample X13,7610,
A14,Sample X14,94517,
A15,Sample X15,104799,
A16,Sample X16,108909,
A17,Sample X17,109088,
A18,Sample X18,109725,
A19,Sample X19,110338,
A20,Sample X20,106997,
A21,Sample X21,111395,
A22,Sample X22,110773,
A23,Sample X23,113537,
A24,Sample X24,105490,
B01,Sample X25,107775,
B02,Sample X26,105578,
B03,Sample X27,104600,
B04,Sample X28,102442,
B05,Sample X29,102396,
B06,Sample X30,100528,
B07,Sample X31,104136,
B08,Sample X32,105327,
B09,Sample X33,105827,
B10,Sample X34,108573,
B11,Sample X35,108645,
B12,Sample X36,108915,
B13,Sample X37,107512,
B14,Sample X38,108646,
B15,Sample X39,108496,
B16,Sample X40,110228,
B17,Sample X41,108108,
B18,Sample X42,111751,
B19,Sample X43,110366,
B20,Sample X44,110627,
B21,Sample X45,109771,
B22,Sample X46,113641,
B23,Sample X47,111775,
B24,Sample X48,115184,
C01,Sample X49,110658,
C02,Sample X50,1630,
C03,Sample X51,9097,
C04,Sample X52,46247,
C05,Sample X53,101083,
C06,Sample X54,103020,
C07,Sample X55,105162,
C08,Sample X56,101265,
C09,Sample X57,102392,
C10,Sample X58,102551,
C11,Sample X59,102793,
C12,Sample X60,100391,
C13,Sample X61,69709,
C14,Sample X62,97516,
C15,Sample X63,102209,
C16,Sample X64,102555,
C17,Sample X65,102528,
C18,Sample X66,102909,
C19,Sample X67,104204,
C20,Sample X68,97861,
C21,Sample X69,104278,
C22,Sample X70,97263,
C23,Sample X71,107870,
C24,Sample X72,105749,
D01,Sample X73,111925,
D02,Sample X74,24541,
D03,Sample X75,69101,
D04,Sample X76,100369,
D05,Sample X77,97790,
D06,Sample X78,89608,
D07,Sample X79,93572,
D08,Sample X80,97778,
D09,Sample X81,96963,
D10,Sample X82,92264,
D11,Sample X83,100656,
D12,Sample X84,96280,
D13,Sample X85,85799,
D14,Sample X86,99456,
D15,Sample X87,99361,
D16,Sample X88,97581,
D17,Sample X89,89714,
D18,Sample X90,103651,
D19,Sample X91,100681,
D20,Sample X92,105132,
D21,Sample X93,106394,
D22,Sample X94,108337,
D23,Sample X95,97684,
D24,Sample X96,107815,
E01,Sample X97,111389,
E02,Sample X98,84757,
E03,Sample X99,102061,
E04,Sample X100,107729,
E05,Sample X101,98732,
E06,Sample X102,90803,
E07,Sample X103,104578,
E08,Sample X104,99015,
E09,Sample X105,101291,
E10,Sample X106,96380,
E11,Sample X107,96730,
E12,Sample X108,100798,
E13,Sample X109,1778,
E14,Sample X110,1775,
E15,Sample X111,1757,
E16,Sample X112,1753,
E17,Sample X113,1728,
E18,Sample X114,1754,
E19,Sample X115,1833,
E20,Sample X116,76505,
E21,Sample X117,102831,
E22,Sample X118,107139,
E23,Sample X119,108167,
E24,Sample X120,109799,
F01,Sample X121,110093,
F02,Sample X122,60789,
F03,Sample X123,86296,
F04,Sample X124,96028,
F05,Sample X125,98686,
F06,Sample X126,104809,
F07,Sample X127,101819,
F08,Sample X128,77527,
F09,Sample X129,88640,
F10,Sample X130,102368,
F11,Sample X131,90826,
F12,Sample X132,98621,
F13,Sample X133,16997,
F14,Sample X134,28515,
F15,Sample X135,63443,
F16,Sample X136,69916,
F17,Sample X137,84935,
F18,Sample X138,77180,
F19,Sample X139,104743,
F20,Sample X140,107349,
F21,Sample X141,106984,
F22,Sample X142,104846,
F23,Sample X143,106792,
F24,Sample X144,112007,
G01,Sample X145,111255,
G02,Sample X146,32722,
G03,Sample X147,88602,
G04,Sample X148,105554,
G05,Sample X149,106786,
G06,Sample X150,109599,
G07,Sample X151,109295,
G08,Sample X152,81824,
G09,Sample X153,101815,
G10,Sample X154,101442,
G11,Sample X155,91654,
G12,Sample X156,106390,
G13,Sample X157,106185,
G14,Sample X158,108609,
G15,Sample X159,104992,
G16,Sample X160,101488,
G17,Sample X161,107821,
G18,Sample X162,112129,
G19,Sample X163,113229,
G20,Sample X164,112173,
G21,Sample X165,110772,
G22,Sample X166,108753,
G23,Sample X167,112509,
G24,Sample X168,113031,
H01,Sample X169,113228,
H02,Sample X170,123801,
H03,Sample X171,119166,
H04,Sample X172,114867,
H05,Sample X173,112599,
H06,Sample X174,112987,
H07,Sample X175,112566,
H08,Sample X176,111305,
H09,Sample X177,107022,
H10,Sample X178,105454,
H11,Sample X179,96729,
H12,Sample X180,104225,
H13,Sample X181,103583,
H14,Sample X182,108900,
H15,Sample X183,107821,
H16,Sample X184,104694,
H17,Sample X185,109555,
H18,Sample X186,110202,
H19,Sample X187,110381,
H20,Sample X188,110966,
H21,Sample X189,111484,
H22,Sample X190,111266,
H23,Sample X191,112203,
H24,Sample X192,113426,
I01,Sample X193,114369,
I02,Sample X194,108646,
I03,Sample X195,115033,
I04,Sample X196,116074,
I05,Sample X197,116697,
I06,Sample X198,111895,
I07,Sample X199,110428,
I08,Sample X200,111044,
I09,Sample X201,108996,
I10,Sample X202,106477,
I11,Sample X203,105819,
I12,Sample X204,105345,
I13,Sample X205,1666,
I14,Sample X206,1786,
I15,Sample X207,105009,
I16,Sample X208,92237,
I17,Sample X209,110683,
