Well,Content,Raw Data (No filter),
A01,Sample X1,178658,
A02,Sample X2,158911,
A03,Sample X3,172544,
A04,Sample X4,173482,
A05,Sample X5,173708,
A06,Sample X6,167044,
A07,Sample X7,156267,
A08,Sample X8,168659,
A09,Sample X9,246,
A10,Sample X10,159,
A11,Sample X11,190,
A12,Sample X12,209,
A13,Sample X13,10630,
A14,Sample X14,112870,
A15,Sample X15,140832,
A16,Sample X16,149301,
A17,Sample X17,155077,
A18,Sample X18,158390,
A19,Sample X19,156361,
A20,Sample X20,169300,
A21,Sample X21,157544,
A22,Sample X22,165617,
A23,Sample X23,159287,
A24,Sample X24,162832,
B01,Sample X25,190133,
B02,Sample X26,206427,
B03,Sample X27,180223,
B04,Sample X28,186486,
B05,Sample X29,180654,
B06,Sample X30,177128,
B07,Sample X31,193535,
B08,Sample X32,184738,
B09,Sample X33,9253,
B10,Sample X34,9746,
B11,Sample X35,9578,
B12,Sample X36,9168,
B13,Sample X37,16049,
B14,Sample X38,27545,
B15,Sample X39,48649,
B16,Sample X40,75253,
B17,Sample X41,129155,
B18,Sample X42,160210,
B19,Sample X43,168697,
B20,Sample X44,161397,
B21,Sample X45,163220,
B22,Sample X46,159726,
B23,Sample X47,156784,
B24,Sample X48,169327,
C01,Sample X49,186231,
C02,Sample X50,52198,
C03,Sample X51,86094,
C04,Sample X52,112980,
C05,Sample X53,154016,
C06,Sample X54,164701,
C07,Sample X55,173211,
C08,Sample X56,173102,
C09,Sample X57,192465,
C10,Sample X58,175845,
C11,Sample X59,196913,
C12,Sample X60,179698,
C13,Sample X61,15810,
C14,Sample X62,16747,
C15,Sample X63,36292,
C16,Sample X64,65006,
C17,Sample X65,84373,
C18,Sample X66,81328,
C19,Sample X67,119037,
C20,Sample X68,168080,
C21,Sample X69,170748,
C22,Sample X70,168257,
C23,Sample X71,173322,
C24,Sample X72,184052,
D01,Sample X73,191834,
D02,Sample X74,91999,
D03,Sample X75,110470,
D04,Sample X76,145139,
D05,Sample X77,165096,
D06,Sample X78,156394,
D07,Sample X79,162461,
D08,Sample X80,168587,
D09,Sample X81,173768,
D10,Sample X82,180714,
D11,Sample X83,179348,
D12,Sample X84,169046,
D13,Sample X85,142553,
D14,Sample X86,166810,
D15,Sample X87,155780,
D16,Sample X88,168407,
D17,Sample X89,161493,
D18,Sample X90,174492,
D19,Sample X91,174385,
D20,Sample X92,180131,
D21,Sample X93,177960,
D22,Sample X94,162268,
D23,Sample X95,189986,
D24,Sample X96,193136,
E01,Sample X97,183889,
E02,Sample X98,76900,
E03,Sample X99,88241,
E04,Sample X100,128023,
E05,Sample X101,157146,
E06,Sample X102,170088,
E07,Sample X103,175276,
E08,Sample X104,175570,
E09,Sample X105,191103,
E10,Sample X106,176848,
E11,Sample X107,173777,
E12,Sample X108,184705,
E13,Sample X109,70189,
E14,Sample X110,111031,
E15,Sample X111,140102,
E16,Sample X112,161874,
E17,Sample X113,174454,
E18,Sample X114,179385,
