Well,Content,Raw Data (No filter),
H21,Sample X189,3566,
H22,Sample X190,3610,
H23,Sample X191,3388,
H24,Sample X192,3607,
I01,Sample X193,4024,
I02,Sample X194,4139,
I03,Sample X195,4397,
I04,Sample X196,4269,
I05,Sample X197,4295,
I06,Sample X198,4508,
I07,Sample X199,4036,
I08,Sample X200,4312,
I09,Sample X201,3814,
I10,Sample X202,3897,
I11,Sample X203,3738,
I12,Sample X204,3711,
I13,Sample X205,705,
I14,Sample X206,823,
I15,Sample X207,987,
I16,Sample X208,1282,
I17,Sample X209,2185,
I18,Sample X210,2852,
I19,Sample X211,3096,
I20,Sample X212,3647,
I21,Sample X213,3416,
I22,Sample X214,3712,
I23,Sample X215,3887,
I24,Sample X216,3838,
J01,Sample X217,3796,
J02,Sample X218,3913,
J03,Sample X219,3720,
J04,Sample X220,3263,
J05,Sample X221,3747,
J06,Sample X222,4096,
J07,Sample X223,3805,
J08,Sample X224,4086,
J09,Sample X225,4338,
J10,Sample X226,4051,
J11,Sample X227,3511,
J12,Sample X228,3743,
J13,Sample X229,3563,
J14,Sample X230,3603,
J15,Sample X231,3731,
J16,Sample X232,3885,
J17,Sample X233,3854,
J18,Sample X234,4208,
J19,Sample X235,3542,
J20,Sample X236,3290,
J21,Sample X237,3692,
J22,Sample X238,3845,
J23,Sample X239,3753,
J24,Sample X240,3510,
K01,Sample X241,3884,
K02,Sample X242,3807,
K03,Sample X243,3582,
K04,Sample X244,3737,
K05,Sample X245,3806,
K06,Sample X246,3685,
K07,Sample X247,3813,
K08,Sample X248,3782,
K09,Sample X249,3762,
K10,Sample X250,3665,
K11,Sample X251,3989,
K12,Sample X252,3842,
K13,Sample X253,3322,
K14,Sample X254,3214,
K15,Sample X255,3643,
K16,Sample X256,3707,
K17,Sample X257,3642,
K18,Sample X258,3599,
K19,Sample X259,3725,
K20,Sample X260,3676,
K21,Sample X261,3681,
K22,Sample X262,3286,
K23,Sample X263,3666,
K24,Sample X264,3660,
L01,Sample X265,3960,
L02,Sample X266,456,
L03,Sample X267,551,
L04,Sample X268,1006,
L05,Sample X269,2759,
L06,Sample X270,3273,
L07,Sample X271,3774,
L08,Sample X272,3823,
L09,Sample X273,3660,
L10,Sample X274,3578,
L11,Sample X275,3794,
L12,Sample X276,3798,
L13,Sample X277,3408,
L14,Sample X278,3960,
L15,Sample X279,3586,
L16,Sample X280,3981,
L17,Sample X281,4035,
L18,Sample X282,3886,
L19,Sample X283,3678,
L20,Sample X284,3596,
L21,Sample X285,3879,
L22,Sample X286,4246,
L23,Sample X287,3680,
L24,Sample X288,3605,
M01,Sample X289,4070,
M02,Sample X290,2395,
M03,Sample X291,2726,
M04,Sample X292,3072,
M05,Sample X293,3389,
M06,Sample X294,3474,
M07,Sample X295,3563,
M08,Sample X296,3592,
M09,Sample X297,3552,
M10,Sample X298,3828,
M11,Sample X299,3865,
M12,Sample X300,3887,
M13,Sample X301,3876,
M14,Sample X302,3751,
M15,Sample X303,4097,
M16,Sample X304,3752,
M17,Sample X305,3337,
M18,Sample X306,3757,
M19,Sample X307,3834,
M20,Sample X308,3362,
M21,Sample X309,3449,
M22,Sample X310,3489,
M23,Sample X311,3403,
M24,Sample X312,3597,
N01,Sample X313,4023,
N02,Sample X314,3560,
N03,Sample X315,3412,
N04,Sample X316,3533,
N05,Sample X317,3517,
N06,Sample X318,3755,
N07,Sample X319,3938,
N08,Sample X320,3512,
N09,Sample X321,3707,
N10,Sample X322,3668,
N11,Sample X323,3772,
N12,Sample X324,3694,
N13,Sample X325,12423,
N14,Sample X326,21174,
N15,Sample X327,20386,
N16,Sample X328,15268,
N17,Sample X329,10646,
N18,Sample X330,8109,
N19,Sample X331,4692,
N20,Sample X332,3441,
N21,Sample X333,3268,
N22,Sample X334,3003,
N23,Sample X335,3783,
N24,Sample X336,3541,
O01,Sample X337,3656,
O02,Sample X338,4188,
O03,Sample X339,3778,
O04,Sample X340,3747,
O05,Sample X341,3354,
O06,Sample X342,3776,
O07,Sample X343,3250,
O08,Sample X344,3660,
O09,Sample X345,3808,
O10,Sample X346,3611,
O11,Sample X347,3505,
O12,Sample X348,4128,
O13,Sample X349,3685,
O14,Sample X350,3551,
O15,Sample X351,4162,
O16,Sample X352,3590,
O17,Sample X353,3740,
O18,Sample X354,3305,
O19,Sample X355,3635,
O20,Sample X356,3703,
O21,Sample X357,3762,
O22,Sample X358,3165,
O23,Sample X359,3546,
O24,Sample X360,3575,
P01,Sample X361,3734,
P02,Sample X362,3993,
P03,Sample X363,3983,
P04,Sample X364,3903,
P05,Sample X365,3937,
P06,Sample X366,3564,
P07,Sample X367,3179,
P08,Sample X368,3559,
P09,Sample X369,3596,
P10,Sample X370,3817,
P11,Sample X371,3863,
P12,Sample X372,3810,
P13,Sample X373,3814,
P14,Sample X374,3981,
P15,Sample X375,3422,
P16,Sample X376,3880,
P17,Sample X377,3751,
P18,Sample X378,3710,
P19,Sample X379,3792,
P20,Sample X380,4294,
P21,Sample X381,3635,
P22,Sample X382,3686,
P23,Sample X383,3591,
P24,Sample X384,3769,
