Well,Content,Raw Data (530-15/590-20),
L17,Sample X281,140448,
L18,Sample X282,116404,
L19,Sample X283,134078,
L20,Sample X284,148653,
L21,Sample X285,158896,
L22,Sample X286,151918,
L23,Sample X287,160853,
L24,Sample X288,150928,
M01,Sample X289,146276,
M02,Sample X290,132499,
M03,Sample X291,130910,
M04,Sample X292,134653,
M05,Sample X293,132723,
M06,Sample X294,133725,
M07,Sample X295,139581,
M08,Sample X296,152765,
M09,Sample X297,144499,
M10,Sample X298,155071,
M11,Sample X299,150983,
M12,Sample X300,143200,
M13,Sample X301,132275,
M14,Sample X302,129430,
M15,Sample X303,134979,
M16,Sample X304,138685,
M17,Sample X305,128244,
M18,Sample X306,128956,
M19,Sample X307,143791,
M20,Sample X308,150170,
M21,Sample X309,161180,
M22,Sample X310,156591,
M23,Sample X311,151040,
M24,Sample X312,148269,
N01,Sample X313,147080,
N02,Sample X314,83274,
N03,Sample X315,116123,
N04,Sample X316,139976,
N05,Sample X317,116431,
N06,Sample X318,136287,
N07,Sample X319,132228,
N08,Sample X320,144359,
N09,Sample X321,144179,
N10,Sample X322,120810,
N11,Sample X323,144514,
N12,Sample X324,150951,
N13,Sample X325,136636,
N14,Sample X326,140246,
N15,Sample X327,148168,
N16,Sample X328,150416,
N17,Sample X329,157073,
N18,Sample X330,143617,
N19,Sample X331,154833,
N20,Sample X332,139137,
N21,Sample X333,152085,
N22,Sample X334,155148,
N23,Sample X335,162093,
N24,Sample X336,150118,
O01,Sample X337,148394,
O02,Sample X338,135682,
O03,Sample X339,145867,
O04,Sample X340,154226,
O05,Sample X341,157954,
O06,Sample X342,158188,
O07,Sample X343,149238,
O08,Sample X344,158516,
O09,Sample X345,145705,
O10,Sample X346,149644,
O11,Sample X347,155225,
O12,Sample X348,156603,
O13,Sample X349,156761,
O14,Sample X350,149362,
O15,Sample X351,151921,
O16,Sample X352,154120,
O17,Sample X353,155699,
O18,Sample X354,161280,
O19,Sample X355,156909,
O20,Sample X356,149883,
O21,Sample X357,157474,
O22,Sample X358,156790,
O23,Sample X359,155366,
O24,Sample X360,149024,
P01,Sample X361,146406,
P02,Sample X362,148299,
P03,Sample X363,137768,
P04,Sample X364,146497,
P05,Sample X365,150963,
P06,Sample X366,151310,
P07,Sample X367,150691,
P08,Sample X368,150780,
P09,Sample X369,151933,
P10,Sample X370,151188,
P11,Sample X371,150532,
P12,Sample X372,153140,
P13,Sample X373,154676,
P14,Sample X374,156283,
P15,Sample X375,153320,
P16,Sample X376,155398,
P17,Sample X377,154308,
P18,Sample X378,152409,
P19,Sample X379,152284,
P20,Sample X380,150149,
P21,Sample X381,150188,
P22,Sample X382,155590,
P23,Sample X383,147767,
P24,Sample X384,143870,
