Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,141625,
A02,Sample X2,140213,
A03,Sample X3,142847,
A04,Sample X4,143751,
A05,Sample X5,139117,
A06,Sample X6,139267,
A07,Sample X7,139290,
A08,Sample X8,146896,
A09,Sample X9,3234,
A10,Sample X10,3424,
A11,Sample X11,3405,
A12,Sample X12,3422,
A13,Sample X13,59625,
A14,Sample X14,114175,
A15,Sample X15,127765,
A16,Sample X16,131679,
A17,Sample X17,132249,
A18,Sample X18,136022,
A19,Sample X19,125510,
A20,Sample X20,132239,
A21,Sample X21,139150,
A22,Sample X22,140712,
A23,Sample X23,133810,
A24,Sample X24,130151,
B01,Sample X25,147849,
B02,Sample X26,144304,
B03,Sample X27,145557,
B04,Sample X28,145475,
B05,Sample X29,141006,
B06,Sample X30,142217,
B07,Sample X31,137925,
B08,Sample X32,139839,
B09,Sample X33,130393,
B10,Sample X34,125334,
B11,Sample X35,133066,
B12,Sample X36,133207,
B13,Sample X37,128765,
B14,Sample X38,135297,
B15,Sample X39,133068,
B16,Sample X40,136088,
B17,Sample X41,129879,
B18,Sample X42,130617,
B19,Sample X43,130788,
B20,Sample X44,136704,
B21,Sample X45,132594,
B22,Sample X46,137521,
B23,Sample X47,142444,
B24,Sample X48,137080,
C01,Sample X49,146838,
C02,Sample X50,128609,
C03,Sample X51,134531,
C04,Sample X52,144053,
C05,Sample X53,146332,
C06,Sample X54,139687,
C07,Sample X55,138595,
C08,Sample X56,137190,
C09,Sample X57,139029,
C10,Sample X58,140876,
C11,Sample X59,132220,
C12,Sample X60,135915,
C13,Sample X61,137543,
C14,Sample X62,125794,
C15,Sample X63,120722,
C16,Sample X64,139685,
C17,Sample X65,126233,
C18,Sample X66,112791,
C19,Sample X67,136945,
C20,Sample X68,137621,
C21,Sample X69,138398,
C22,Sample X70,136718,
C23,Sample X71,135025,
C24,Sample X72,137447,
D01,Sample X73,138900,
D02,Sample X74,20118,
D03,Sample X75,115419,
D04,Sample X76,129292,
D05,Sample X77,129331,
D06,Sample X78,134060,
D07,Sample X79,130433,
D08,Sample X80,130624,
D09,Sample X81,132275,
D10,Sample X82,137670,
D11,Sample X83,132889,
D12,Sample X84,136909,
D13,Sample X85,124120,
D14,Sample X86,119574,
D15,Sample X87,115493,
D16,Sample X88,125316,
D17,Sample X89,105584,
D18,Sample X90,127675,
D19,Sample X91,119925,
D20,Sample X92,124766,
D21,Sample X93,120967,
D22,Sample X94,134633,
D23,Sample X95,136667,
D24,Sample X96,136776,
E01,Sample X97,130780,
E02,Sample X98,145553,
E03,Sample X99,144890,
E04,Sample X100,145614,
E05,Sample X101,138457,
E06,Sample X102,131135,
E07,Sample X103,139047,
E08,Sample X104,111199,
E09,Sample X105,133776,
E10,Sample X106,115567,
E11,Sample X107,123703,
E12,Sample X108,125247,
E13,Sample X109,3361,
E14,Sample X110,3489,
E15,Sample X111,3548,
E16,Sample X112,16180,
E17,Sample X113,117001,
E18,Sample X114,102311,
E19,Sample X115,119192,
E20,Sample X116,130012,
E21,Sample X117,137810,
E22,Sample X118,125072,
E23,Sample X119,142266,
E24,Sample X120,138469,
F01,Sample X121,136594,
F02,Sample X122,9256,
F03,Sample X123,102182,
F04,Sample X124,136915,
F05,Sample X125,137665,
F06,Sample X126,134614,
F07,Sample X127,134453,
F08,Sample X128,124772,
F09,Sample X129,127747,
F10,Sample X130,115789,
F11,Sample X131,120409,
F12,Sample X132,122122,
F13,Sample X133,51915,
F14,Sample X134,113146,
F15,Sample X135,115578,
F16,Sample X136,116378,
F17,Sample X137,124371,
F18,Sample X138,120317,
F19,Sample X139,122875,
F20,Sample X140,124013,
F21,Sample X141,130638,
F22,Sample X142,135952,
F23,Sample X143,137630,
F24,Sample X144,143349,
G01,Sample X145,136520,
G02,Sample X146,139998,
G03,Sample X147,131390,
G04,Sample X148,136373,
G05,Sample X149,115027,
G06,Sample X150,124556,
G07,Sample X151,129588,
G08,Sample X152,112922,
G09,Sample X153,107466,
G10,Sample X154,111859,
G11,Sample X155,106301,
G12,Sample X156,105891,
G13,Sample X157,18633,
G14,Sample X158,106574,
G15,Sample X159,111518,
G16,Sample X160,112410,
G17,Sample X161,116609,
G18,Sample X162,115979,
G19,Sample X163,113118,
G20,Sample X164,113272,
G21,Sample X165,117341,
G22,Sample X166,137901,
G23,Sample X167,126985,
G24,Sample X168,136646,
H01,Sample X169,143867,
H02,Sample X170,130060,
H03,Sample X171,144734,
H04,Sample X172,119450,
H05,Sample X173,107739,
H06,Sample X174,108966,
H07,Sample X175,113693,
H08,Sample X176,122660,
H09,Sample X177,102159,
H10,Sample X178,114907,
H11,Sample X179,115881,
H12,Sample X180,108334,
H13,Sample X181,98324,
H14,Sample X182,104712,
H15,Sample X183,105751,
H16,Sample X184,115410,
H17,Sample X185,108199,
H18,Sample X186,108279,
H19,Sample X187,114959,
H20,Sample X188,121806,
H21,Sample X189,121088,
H22,Sample X190,126276,
H23,Sample X191,131060,
H24,Sample X192,135845,
I01,Sample X193,145941,
I02,Sample X194,138809,
I03,Sample X195,143986,
I04,Sample X196,143087,
I05,Sample X197,121508,
I06,Sample X198,131740,
I07,Sample X199,130465,
I08,Sample X200,113706,
I09,Sample X201,99591,
I10,Sample X202,123836,
I11,Sample X203,94022,
I12,Sample X204,97716,
I13,Sample X205,3448,
I14,Sample X206,3453,
I15,Sample X207,14493,
I16,Sample X208,47545,
I17,Sample X209,81819,
I18,Sample X210,102950,
I19,Sample X211,103806,
I20,Sample X212,123616,
I21,Sample X213,127805,
I22,Sample X214,125594,
I23,Sample X215,136773,
I24,Sample X216,141516,
J01,Sample X217,146990,
J02,Sample X218,142217,
J03,Sample X219,140763,
J04,Sample X220,144850,
J05,Sample X221,149190,
J06,Sample X222,140299,
J07,Sample X223,133851,
J08,Sample X224,130043,
J09,Sample X225,106283,
J10,Sample X226,107843,
J11,Sample X227,98314,
J12,Sample X228,107528,
J13,Sample X229,79813,
J14,Sample X230,99968,
J15,Sample X231,101421,
J16,Sample X232,110470,
J17,Sample X233,107652,
J18,Sample X234,110367,
J19,Sample X235,109675,
J20,Sample X236,115510,
J21,Sample X237,127248,
J22,Sample X238,125476,
J23,Sample X239,135945,
J24,Sample X240,133002,
K01,Sample X241,145327,
K02,Sample X242,151082,
K03,Sample X243,152305,
K04,Sample X244,145135,
K05,Sample X245,136673,
K06,Sample X246,133974,
K07,Sample X247,124246,
K08,Sample X248,131497,
K09,Sample X249,109412,
K10,Sample X250,110590,
K11,Sample X251,111984,
K12,Sample X252,106554,
K13,Sample X253,112802,
K14,Sample X254,116965,
K15,Sample X255,107101,
K16,Sample X256,112155,
K17,Sample X257,110896,
K18,Sample X258,113159,
K19,Sample X259,110824,
K20,Sample X260,127610,
K21,Sample X261,111966,
K22,Sample X262,128064,
K23,Sample X263,135618,
K24,Sample X264,137034,
L01,Sample X265,140844,
L02,Sample X266,57092,
L03,Sample X267,91363,
L04,Sample X268,128849,
L05,Sample X269,137018,
L06,Sample X270,128697,
L07,Sample X271,125761,
L08,Sample X272,119434,
L09,Sample X273,128899,
L10,Sample X274,112117,
L11,Sample X275,114419,
L12,Sample X276,111362,
L13,Sample X277,106411,
L14,Sample X278,107842,
L15,Sample X279,109665,
L16,Sample X280,110480,
L17,Sample X281,108988,
L18,Sample X282,109981,
L19,Sample X283,113834,
L20,Sample X284,116559,
L21,Sample X285,112730,
L22,Sample X286,134032,
L23,Sample X287,137149,
L24,Sample X288,137193,
M01,Sample X289,143932,
M02,Sample X290,148821,
M03,Sample X291,149015,
M04,Sample X292,143720,
M05,Sample X293,163779,
M06,Sample X294,148896,
M07,Sample X295,160761,
M08,Sample X296,116191,
M09,Sample X297,129780,
M10,Sample X298,133633,
M11,Sample X299,113890,
M12,Sample X300,127241,
M13,Sample X301,109127,
M14,Sample X302,113270,
M15,Sample X303,113504,
M16,Sample X304,112453,
M17,Sample X305,112698,
M18,Sample X306,117992,
M19,Sample X307,109257,
M20,Sample X308,118783,
M21,Sample X309,121889,
M22,Sample X310,136807,
M23,Sample X311,134341,
M24,Sample X312,143472,
N01,Sample X313,145074,
N02,Sample X314,142072,
N03,Sample X315,138576,
N04,Sample X316,151268,
N05,Sample X317,124741,
N06,Sample X318,120587,
N07,Sample X319,114500,
N08,Sample X320,131190,
N09,Sample X321,114582,
N10,Sample X322,126531,
N11,Sample X323,135815,
N12,Sample X324,112956,
N13,Sample X325,86730,
N14,Sample X326,103560,
N15,Sample X327,114656,
N16,Sample X328,115026,
N17,Sample X329,110991,
N18,Sample X330,110029,
N19,Sample X331,111252,
N20,Sample X332,124675,
N21,Sample X333,142715,
N22,Sample X334,107658,
N23,Sample X335,142553,
N24,Sample X336,134278,
O01,Sample X337,139952,
O02,Sample X338,142381,
O03,Sample X339,145216,
O04,Sample X340,144610,
O05,Sample X341,143351,
O06,Sample X342,146033,
O07,Sample X343,135442,
O08,Sample X344,134951,
O09,Sample X345,130412,
O10,Sample X346,120715,
O11,Sample X347,146806,
O12,Sample X348,123789,
O13,Sample X349,126337,
O14,Sample X350,108068,
O15,Sample X351,118450,
O16,Sample X352,112671,
O17,Sample X353,117053,
O18,Sample X354,129437,
O19,Sample X355,126719,
O20,Sample X356,125242,
O21,Sample X357,110311,
O22,Sample X358,115722,
O23,Sample X359,136558,
O24,Sample X360,135382,
P01,Sample X361,127562,
P02,Sample X362,129692,
P03,Sample X363,144642,
P04,Sample X364,134963,
P05,Sample X365,138038,
P06,Sample X366,133338,
P07,Sample X367,131733,
P08,Sample X368,133749,
P09,Sample X369,120414,
P10,Sample X370,138027,
P11,Sample X371,131507,
P12,Sample X372,128678,
P13,Sample X373,143401,
P14,Sample X374,133260,
P15,Sample X375,129901,
P16,Sample X376,110229,
P17,Sample X377,112877,
P18,Sample X378,128032,
P19,Sample X379,112109,
P20,Sample X380,132500,
P21,Sample X381,131271,
P22,Sample X382,142674,
P23,Sample X383,120145,
P24,Sample X384,130513,
