Well,Content,Raw Data (No filter),
A01,Sample X1,236174,
A02,Sample X2,226155,
A03,Sample X3,211557,
A04,Sample X4,244169,
A05,Sample X5,196899,
A06,Sample X6,239090,
A07,Sample X7,216189,
A08,Sample X8,207423,
A09,Sample X9,288,
A10,Sample X10,207,
A11,Sample X11,231,
A12,Sample X12,472,
A13,Sample X13,106614,
A14,Sample X14,207170,
A15,Sample X15,180493,
A16,Sample X16,227792,
A17,Sample X17,131904,
A18,Sample X18,211136,
A19,Sample X19,206835,
A20,Sample X20,212444,
A21,Sample X21,181505,
A22,Sample X22,221856,
A23,Sample X23,242102,
A24,Sample X24,261004,
B01,Sample X25,263991,
B02,Sample X26,231721,
B03,Sample X27,233067,
B04,Sample X28,221206,
B05,Sample X29,237869,
B06,Sample X30,234064,
B07,Sample X31,211628,
B08,Sample X32,249448,
B09,Sample X33,10964,
B10,Sample X34,9921,
B11,Sample X35,10372,
B12,Sample X36,11385,
B13,Sample X37,21950,
B14,Sample X38,35997,
B15,Sample X39,58964,
B16,Sample X40,106067,
B17,Sample X41,153029,
B18,Sample X42,197798,
B19,Sample X43,201428,
B20,Sample X44,235326,
B21,Sample X45,238081,
B22,Sample X46,212873,
B23,Sample X47,187768,
B24,Sample X48,223851,
C01,Sample X49,248818,
C02,Sample X50,58303,
C03,Sample X51,99278,
C04,Sample X52,146949,
C05,Sample X53,187318,
C06,Sample X54,203007,
C07,Sample X55,225983,
C08,Sample X56,222441,
C09,Sample X57,241358,
C10,Sample X58,217150,
C11,Sample X59,215634,
C12,Sample X60,241689,
C13,Sample X61,19071,
C14,Sample X62,21277,
C15,Sample X63,45484,
C16,Sample X64,86950,
C17,Sample X65,143005,
C18,Sample X66,99184,
C19,Sample X67,141838,
C20,Sample X68,178836,
C21,Sample X69,193721,
C22,Sample X70,214260,
C23,Sample X71,218486,
C24,Sample X72,237286,
D01,Sample X73,236673,
D02,Sample X74,105323,
D03,Sample X75,138709,
D04,Sample X76,194687,
D05,Sample X77,207969,
D06,Sample X78,221001,
D07,Sample X79,233324,
D08,Sample X80,225602,
D09,Sample X81,233321,
D10,Sample X82,249992,
D11,Sample X83,209993,
D12,Sample X84,220642,
D13,Sample X85,198490,
D14,Sample X86,197004,
D15,Sample X87,215129,
D16,Sample X88,218738,
D17,Sample X89,192021,
D18,Sample X90,222966,
D19,Sample X91,215788,
D20,Sample X92,224602,
D21,Sample X93,208134,
D22,Sample X94,218518,
D23,Sample X95,211718,
D24,Sample X96,244296,
E01,Sample X97,265672,
E02,Sample X98,84960,
E03,Sample X99,96038,
E04,Sample X100,151290,
