Well,Content,Raw Data (No filter),
E05,Sample X101,184176,
E06,Sample X102,204926,
E07,Sample X103,209019,
E08,Sample X104,232570,
E09,Sample X105,242446,
E10,Sample X106,213123,
E11,Sample X107,236416,
E12,Sample X108,249236,
E13,Sample X109,76049,
E14,Sample X110,124409,
E15,Sample X111,163820,
E16,Sample X112,193731,
E17,Sample X113,235108,
E18,Sample X114,211195,
E19,Sample X115,238263,
E20,Sample X116,210785,
E21,Sample X117,198218,
E22,Sample X118,212988,
E23,Sample X119,207125,
E24,Sample X120,258498,
F01,Sample X121,248941,
F02,Sample X122,7400,
F03,Sample X123,17817,
F04,Sample X124,39955,
F05,Sample X125,91727,
F06,Sample X126,157803,
F07,Sample X127,198745,
F08,Sample X128,233714,
F09,Sample X129,259405,
F10,Sample X130,246356,
F11,Sample X131,254797,
F12,Sample X132,247750,
F13,Sample X133,175115,
F14,Sample X134,230102,
F15,Sample X135,251688,
F16,Sample X136,252739,
F17,Sample X137,274282,
F18,Sample X138,272767,
F19,Sample X139,263300,
F20,Sample X140,269241,
F21,Sample X141,262555,
F22,Sample X142,240740,
F23,Sample X143,220273,
F24,Sample X144,225262,
G01,Sample X145,237689,
G02,Sample X146,120965,
G03,Sample X147,176523,
G04,Sample X148,244302,
G05,Sample X149,237039,
G06,Sample X150,213946,
G07,Sample X151,207056,
G08,Sample X152,277800,
G09,Sample X153,256477,
G10,Sample X154,233929,
G11,Sample X155,232438,
G12,Sample X156,267990,
G13,Sample X157,36347,
G14,Sample X158,46462,
G15,Sample X159,40399,
G16,Sample X160,39438,
G17,Sample X161,31395,
G18,Sample X162,41312,
G19,Sample X163,67400,
G20,Sample X164,107521,
G21,Sample X165,180514,
G22,Sample X166,218218,
G23,Sample X167,216004,
G24,Sample X168,223911,
H01,Sample X169,212187,
H02,Sample X170,199156,
H03,Sample X171,211910,
H04,Sample X172,209719,
H05,Sample X173,239140,
H06,Sample X174,222430,
H07,Sample X175,197434,
H08,Sample X176,163985,
H09,Sample X177,210848,
H10,Sample X178,223042,
H11,Sample X179,235648,
H12,Sample X180,202155,
H13,Sample X181,94531,
H14,Sample X182,188371,
H15,Sample X183,225571,
H16,Sample X184,261240,
H17,Sample X185,270038,
H18,Sample X186,246946,
H19,Sample X187,236955,
H20,Sample X188,216841,
H21,Sample X189,205389,
H22,Sample X190,212347,
H23,Sample X191,226585,
H24,Sample X192,231569,
I01,Sample X193,258046,
I02,Sample X194,159737,
I03,Sample X195,185343,
I04,Sample X196,181082,
I05,Sample X197,174787,
I06,Sample X198,174948,
I07,Sample X199,158443,
I08,Sample X200,194693,
I09,Sample X201,224572,
I10,Sample X202,205192,
I11,Sample X203,224077,
I12,Sample X204,214898,
I13,Sample X205,5355,
I14,Sample X206,8823,
I15,Sample X207,18033,
I16,Sample X208,14587,
I17,Sample X209,16192,
I18,Sample X210,22375,
I19,Sample X211,28034,
I20,Sample X212,67206,
I21,Sample X213,136642,
I22,Sample X214,191031,
I23,Sample X215,234096,
I24,Sample X216,255508,
J01,Sample X217,256098,
J02,Sample X218,4039,
J03,Sample X219,21761,
J04,Sample X220,29690,
J05,Sample X221,30563,
J06,Sample X222,30695,
J07,Sample X223,32098,
J08,Sample X224,34269,
J09,Sample X225,68409,
J10,Sample X226,149828,
J11,Sample X227,222186,
J12,Sample X228,230162,
J13,Sample X229,34155,
J14,Sample X230,34550,
J15,Sample X231,41782,
J16,Sample X232,40828,
J17,Sample X233,63675,
J18,Sample X234,76854,
J19,Sample X235,129201,
J20,Sample X236,173367,
J21,Sample X237,207931,
J22,Sample X238,192132,
J23,Sample X239,244748,
J24,Sample X240,231496,
K01,Sample X241,193903,
K02,Sample X242,52955,
K03,Sample X243,53569,
K04,Sample X244,48094,
K05,Sample X245,51629,
K06,Sample X246,51362,
K07,Sample X247,60908,
K08,Sample X248,93517,
K09,Sample X249,139790,
K10,Sample X250,202841,
K11,Sample X251,208743,
K12,Sample X252,242300,
K13,Sample X253,207041,
K14,Sample X254,226592,
K15,Sample X255,238806,
K16,Sample X256,233631,
K17,Sample X257,246477,
K18,Sample X258,231130,
K19,Sample X259,238536,
K20,Sample X260,221992,
K21,Sample X261,212217,
K22,Sample X262,218240,
K23,Sample X263,213521,
K24,Sample X264,233294,
L01,Sample X265,211055,
L02,Sample X266,2251,
L03,Sample X267,2195,
L04,Sample X268,2071,
L05,Sample X269,62995,
L06,Sample X270,135053,
L07,Sample X271,179842,
L08,Sample X272,207794,
L09,Sample X273,206185,
L10,Sample X274,244489,
L11,Sample X275,208392,
L12,Sample X276,200525,
L13,Sample X277,158391,
L14,Sample X278,167162,
L15,Sample X279,202893,
L16,Sample X280,221789,
L17,Sample X281,230542,
L18,Sample X282,196478,
L19,Sample X283,194081,
L20,Sample X284,207829,
L21,Sample X285,234990,
L22,Sample X286,204074,
L23,Sample X287,207616,
L24,Sample X288,252511,
M01,Sample X289,231069,
M02,Sample X290,215918,
M03,Sample X291,205473,
M04,Sample X292,211064,
M05,Sample X293,211687,
M06,Sample X294,223282,
M07,Sample X295,223467,
M08,Sample X296,249660,
M09,Sample X297,231728,
M10,Sample X298,208903,
M11,Sample X299,242623,
M12,Sample X300,224738,
M13,Sample X301,18333,
M14,Sample X302,58501,
M15,Sample X303,121018,
M16,Sample X304,171842,
M17,Sample X305,194877,
M18,Sample X306,218742,
M19,Sample X307,228088,
M20,Sample X308,225324,
M21,Sample X309,213038,
M22,Sample X310,212888,
M23,Sample X311,200453,
M24,Sample X312,225352,
N01,Sample X313,219876,
N02,Sample X314,84488,
N03,Sample X315,172331,
N04,Sample X316,198159,
N05,Sample X317,186432,
N06,Sample X318,240826,
N07,Sample X319,174390,
N08,Sample X320,167010,
N09,Sample X321,181001,
N10,Sample X322,210582,
N11,Sample X323,251542,
N12,Sample X324,220233,
N13,Sample X325,132526,
N14,Sample X326,166994,
N15,Sample X327,188406,
N16,Sample X328,201777,
N17,Sample X329,194939,
N18,Sample X330,202809,
N19,Sample X331,232168,
N20,Sample X332,215585,
N21,Sample X333,216136,
N22,Sample X334,246858,
N23,Sample X335,202605,
N24,Sample X336,241379,
O01,Sample X337,246552,
O02,Sample X338,28342,
O03,Sample X339,68995,
O04,Sample X340,112009,
O05,Sample X341,184199,
O06,Sample X342,203626,
O07,Sample X343,178030,
O08,Sample X344,216612,
O09,Sample X345,242870,
O10,Sample X346,211308,
O11,Sample X347,216114,
O12,Sample X348,225875,
O13,Sample X349,221444,
O14,Sample X350,238776,
O15,Sample X351,228253,
O16,Sample X352,225278,
O17,Sample X353,217762,
O18,Sample X354,218346,
O19,Sample X355,230968,
O20,Sample X356,212389,
O21,Sample X357,233495,
O22,Sample X358,208876,
O23,Sample X359,218521,
O24,Sample X360,236688,
P01,Sample X361,254860,
P02,Sample X362,236874,
P03,Sample X363,204625,
P04,Sample X364,241951,
P05,Sample X365,226122,
P06,Sample X366,265300,
P07,Sample X367,222508,
P08,Sample X368,252943,
P09,Sample X369,217426,
P10,Sample X370,233829,
P11,Sample X371,240256,
P12,Sample X372,238220,
P13,Sample X373,225243,
P14,Sample X374,235737,
P15,Sample X375,214330,
P16,Sample X376,219790,
P17,Sample X377,227083,
P18,Sample X378,214755,
P19,Sample X379,235364,
P20,Sample X380,242994,
P21,Sample X381,256122,
P22,Sample X382,237010,
P23,Sample X383,209859,
P24,Sample X384,253725,
