Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,116969,
A02,Sample X2,124713,
A03,Sample X3,129166,
A04,Sample X4,112843,
A05,Sample X5,123755,
A06,Sample X6,127034,
A07,Sample X7,122833,
A08,Sample X8,121772,
A09,Sample X9,1823,
A10,Sample X10,1873,
A11,Sample X11,1835,
A12,Sample X12,1895,
A13,Sample X13,80577,
A14,Sample X14,98604,
A15,Sample X15,109075,
A16,Sample X16,118386,
A17,Sample X17,111987,
A18,Sample X18,117336,
A19,Sample X19,115629,
A20,Sample X20,117495,
A21,Sample X21,121955,
A22,Sample X22,125583,
A23,Sample X23,120826,
A24,Sample X24,111184,
B01,Sample X25,127776,
B02,Sample X26,127625,
B03,Sample X27,128004,
B04,Sample X28,131917,
B05,Sample X29,132636,
B06,Sample X30,129359,
B07,Sample X31,128640,
B08,Sample X32,128357,
B09,Sample X33,91683,
B10,Sample X34,95259,
B11,Sample X35,92016,
B12,Sample X36,93429,
B13,Sample X37,120323,
B14,Sample X38,131616,
B15,Sample X39,129915,
B16,Sample X40,132389,
B17,Sample X41,122316,
B18,Sample X42,126543,
B19,Sample X43,125188,
B20,Sample X44,123735,
B21,Sample X45,121466,
B22,Sample X46,125066,
B23,Sample X47,127487,
B24,Sample X48,122080,
C01,Sample X49,129455,
C02,Sample X50,140605,
C03,Sample X51,147928,
C04,Sample X52,141744,
C05,Sample X53,137343,
C06,Sample X54,134822,
C07,Sample X55,132018,
C08,Sample X56,134724,
C09,Sample X57,136486,
C10,Sample X58,131154,
C11,Sample X59,131701,
C12,Sample X60,129373,
C13,Sample X61,123141,
C14,Sample X62,125066,
C15,Sample X63,124808,
C16,Sample X64,127095,
C17,Sample X65,117163,
C18,Sample X66,127444,
C19,Sample X67,115640,
C20,Sample X68,126690,
C21,Sample X69,122499,
C22,Sample X70,129340,
C23,Sample X71,128369,
C24,Sample X72,121716,
D01,Sample X73,129056,
D02,Sample X74,137263,
D03,Sample X75,138770,
D04,Sample X76,132558,
D05,Sample X77,131839,
D06,Sample X78,132060,
D07,Sample X79,135919,
D08,Sample X80,130820,
D09,Sample X81,131400,
D10,Sample X82,124697,
D11,Sample X83,128515,
D12,Sample X84,132585,
D13,Sample X85,121698,
D14,Sample X86,106263,
D15,Sample X87,127196,
D16,Sample X88,125314,
D17,Sample X89,118156,
D18,Sample X90,122200,
D19,Sample X91,127072,
D20,Sample X92,127294,
D21,Sample X93,123749,
D22,Sample X94,132436,
D23,Sample X95,128163,
D24,Sample X96,123790,
E01,Sample X97,127746,
E02,Sample X98,136543,
E03,Sample X99,133433,
E04,Sample X100,133859,
E05,Sample X101,135587,
E06,Sample X102,135587,
E07,Sample X103,131007,
E08,Sample X104,131214,
E09,Sample X105,131001,
E10,Sample X106,118177,
E11,Sample X107,130155,
E12,Sample X108,129158,
E13,Sample X109,118504,
E14,Sample X110,115358,
E15,Sample X111,110955,
E16,Sample X112,110486,
E17,Sample X113,114286,
